,MVSA_GPR_greedy,Greedy Acquisition,Random Sampling
0,0.008060182697474477,0.008060182697474477,0.008060182697474477
1,0.06448146157979581,0.05857066093498119,0.02203116603976357
2,0.12197743148844707,0.12251477700161204,0.035464803868887694
3,0.1826974744760881,0.17517463729177862,0.05373455131649651
4,0.25900053734551315,0.23643202579258463,0.07254164427727028
5,0.3186458893068243,0.2901665771090811,0.08812466415905428
6,0.3788285867813004,0.3310048361096185,0.10370768404083826
0,,,
0,0.011821601289629231,0.011821601289629231,0.011821601289629231
1,0.08113917248790972,0.07737775389575496,0.026329930145083287
2,0.14024717893605587,0.14508328855454056,0.03922622246104245
3,0.20526598602901666,0.1955937667920473,0.05749596990865126
4,0.26544868350349277,0.2477162815690489,0.06878022568511553
5,0.3197205803331542,0.3025255239118753,0.08328855454056959
6,0.37291778613648574,0.3449758194519076,0.1015583019881784
0,,,
0,0.012358946802794197,0.012358946802794197,0.012358946802794197
1,0.06824288017195057,0.07469102632993015,0.028479312197743148
2,0.1321869962385814,0.14078452444922085,0.04137560451370231
3,0.21493820526598603,0.19022031166039763,0.05373455131649651
4,0.27028479312197745,0.25147770016120363,0.06501880709296078
5,0.3283181085437937,0.29607737775389575,0.08060182697474476
6,0.37184309511015584,0.3460505104782375,0.09940891993551854
0,,,
0,0.013970983342289092,0.013970983342289092,0.013970983342289092
1,0.08758731864588931,0.08543793659322944,0.027404621171413217
2,0.15583019881783988,0.14239656098871575,0.04245029554003224
3,0.22514777001612035,0.18592154755507792,0.06394411606663085
4,0.2890918860827512,0.2369693713057496,0.07898979043524987
5,0.3476625470177324,0.29930145083288556,0.09188608275120903
6,0.40139709833422893,0.3396023643202579,0.10585706609349813
0,,,
0,0.012896292315959162,0.012896292315959162,0.012896292315959162
1,0.08167651800107469,0.0693175711982805,0.029016657710908115
2,0.16657710908113918,0.138635142396561,0.046211714132187
3,0.22568511552928533,0.2058033315421816,0.060720042987641054
4,0.27941966684578184,0.25416442772702846,0.07522837184309511
5,0.338527673293928,0.29768941429339063,0.09027404621171413
6,0.38850080601826975,0.34228909188608275,0.10048361096184846
0,,,
0,0.013970983342289092,0.013970983342289092,0.013970983342289092
1,0.046211714132187,0.04782375067168189,0.03277807630306287
2,0.10585706609349813,0.09511015583019881,0.0445996775926921
3,0.2031166039763568,0.15744223535733476,0.06286942504030091
4,0.27780763030628697,0.1950564212788823,0.07952713594841483
5,0.32079527135948416,0.25738850080601827,0.09618484685652874
6,0.36270822138635145,0.3159591617409995,0.11176786673831274
0,,,
0,0.015583019881783988,0.015583019881783988,0.015583019881783988
1,0.07146695325094035,0.05910800644814616,0.0338527673293928
2,0.14508328855454056,0.11929070392262224,0.052659860290166574
3,0.2122514777001612,0.16980118216012896,0.06716818914562063
4,0.2987641053197206,0.2246104245029554,0.08275120902740463
5,0.36217087587318647,0.27512090274046214,0.09296077377753896
6,0.400322407307899,0.33422890918860826,0.10585706609349813
0,,,
0,0.011284255776464266,0.011284255776464266,0.011284255776464266
1,0.06716818914562063,0.05964535196131112,0.03439011284255777
2,0.11337990327780763,0.1278882321332617,0.04997313272434175
3,0.184846856528748,0.1800107469102633,0.05910800644814616
4,0.26222461042450296,0.22998387963460504,0.07469102632993015
5,0.3057495969908651,0.27888232133261687,0.08973670069854917
6,0.35034927458355725,0.32509403546480387,0.10102095647501344
0,,,
0,0.013433637829124127,0.013433637829124127,0.013433637829124127
1,0.0999462654486835,0.10693175711982805,0.026329930145083287
2,0.19666845781837722,0.18377216550241807,0.03815153143471252
3,0.26222461042450296,0.2418054809242343,0.055346587855991405
4,0.3121977431488447,0.2799570123589468,0.06824288017195057
5,0.36270822138635145,0.32186996238581406,0.08490059108006448
6,0.40999462654486835,0.35948414830736164,0.09779688339602365
0,,,
0,0.012896292315959162,0.012896292315959162,0.012896292315959162
1,0.06340677055346589,0.06501880709296078,0.029016657710908115
2,0.13272434175174638,0.13272434175174638,0.04406233207952714
3,0.2246104245029554,0.2015045674368619,0.054809242342826435
4,0.2858678130037614,0.26544868350349277,0.07092960773777539
5,0.3396023643202579,0.3121977431488447,0.08812466415905428
6,0.37560451370231057,0.35626007522837183,0.10209564750134337
0,,,
