,MVSA_GPR_greedy,Greedy Acquisition,Random Sampling
0,924.9644289016724,3.922826051712036,1.534731388092041
0,,,
0,922.5021924972534,4.0482566356658936,1.5311429500579834
0,,,
0,919.5635194778442,3.900446653366089,1.5330655574798584
0,,,
0,921.0540719032288,3.8941738605499268,1.5222291946411133
0,,,
0,924.5539162158966,3.8884098529815674,1.5220544338226318
0,,,
0,927.1026809215546,3.8700201511383057,1.5106449127197266
0,,,
0,926.9937601089478,3.913867473602295,1.5210483074188232
0,,,
0,931.3992850780487,3.953744411468506,1.5200474262237549
0,,,
0,956.1553428173065,3.9347174167633057,1.5232157707214355
0,,,
0,929.465457201004,3.896484851837158,1.518282413482666
0,,,
