activity_743266
,counts,basic,high,low
0.05,16705,0.0010171746652384377,0.00101524441065044,0.0010189019696452018
0.1,33411,0.0010171746652384377,0.0010416785599088167,0.0010079601261530553
0.15,50117,0.0010171746652384377,0.0010101698986159616,0.0009468720961233737
0.2,66823,0.0010171746652384377,0.0008745549719687504,0.0010589045959260043
0.25,83529,0.0010171746652384377,0.0010457665247432483,0.0010175600420578
0.3,100235,0.0010171746652384377,0.0011174019764104291,0.0010452795842077547
0.35,116941,0.0010171746652384377,0.0010196430803901379,0.0010651106312666303
0.4,133647,0.0010171746652384377,0.001051995465183105,0.001017652400870869
0.45,150353,0.0010171746652384377,0.001019582863408045,0.0009381898183127046
0.5,167059,0.0010171746652384377,0.0011336255370847667,0.0011719808182092343
0.55,183765,0.0010171746652384377,0.001014044531274818,0.0010544063284046547
0.6,200471,0.0010171746652384377,0.0010031614883863488,0.0011351751109635985
0.65,217177,0.0010171746652384377,0.0010698890397645433,0.0009643514651567735
0.7,233883,0.0010171746652384377,0.0009319244102624225,0.0010427968360127722
0.75,250589,0.0010171746652384377,0.0011431885527562837,0.000965547359695274
0.8,267295,0.0010171746652384377,0.0009073740196833618,0.0012323015172346543
0.85,284001,0.0010171746652384377,0.001023329468214295,0.00103676607548822
0.9,300707,0.0010171746652384377,0.0010634913569816141,0.0009940123599217286
0.95,317413,0.0010171746652384377,0.0010069851600127428,0.0014503525869071017

activity_504847
,counts,basic,high,low
0.05,16028,0.17356478678234522,0.17839818900911203,0.17311517337332988
0.1,32056,0.17356478678234522,0.16740109311177298,0.16523443108619412
0.15,48085,0.17356478678234522,0.17308546458799245,0.16524600494265154
0.2,64113,0.17356478678234522,0.17074660129524988,0.15941506298806468
0.25,80142,0.17356478678234522,0.16254202725147324,0.1618946265977218
0.3,96170,0.17356478678234522,0.1608607704255479,0.16655741075175098
0.35,112199,0.17356478678234522,0.182099222571809,0.16440547445719833
0.4,128227,0.17356478678234522,0.17788465904591735,0.16302988528125986
0.45,144256,0.17356478678234522,0.15685800147722623,0.15056293003819401
0.5,160284,0.17356478678234522,0.16036540862213244,0.14824778340816197
0.55,176312,0.17356478678234522,0.17684974928849165,0.148258739928315
0.6,192341,0.17356478678234522,0.16744333442567044,0.14894658937619104
0.65,208369,0.17356478678234522,0.15814477250123893,0.14239634876164964
0.7,224398,0.17356478678234522,0.1443350623433116,0.14424478686158954
0.75,240426,0.17356478678234522,0.13866514941267621,0.1281316248107182
0.8,256455,0.17356478678234522,0.12962648195587007,0.13555752542024788
0.85,272483,0.17356478678234522,0.13262933044515823,0.12497309757165122
0.9,288512,0.17356478678234522,0.11544197539877592,0.12307517898127351
0.95,304540,0.17356478678234522,0.11450440691626619,0.10560915087574517

activity_1487
,counts,basic,high,low
0.05,6089,0.0005963065918941417,0.00047298636842177226,0.0005862423878548761
0.1,12178,0.0005963065918941417,0.00040795494877907145,0.0004740095323205243
0.15,18267,0.0005963065918941417,0.0003818045842790979,0.0005843868594444832
0.2,24356,0.0005963065918941417,0.0010071657832085661,0.00031723036766003604
