activity_743266
,counts,basic,high,low
0.05,16705,0.0010171746652384377,0.0010315825770095574,0.0010345063030659468
0.1,33411,0.0010171746652384377,0.0011242221235348432,0.0010242158132415127
0.15,50117,0.0010171746652384377,0.0009483057981596174,0.0011117478859890572
0.2,66823,0.0010171746652384377,0.0009903797840855868,0.0010068693840289923
0.25,83529,0.0010171746652384377,0.0010409783277160003,0.0010002481643665343
0.3,100235,0.0010171746652384377,0.0010372200607809139,0.00098223201736291
0.35,116941,0.0010171746652384377,0.0010007121416138844,0.0009153423534447395
0.4,133647,0.0010171746652384377,0.0009708804916400951,0.0010042301559884492
0.45,150353,0.0010171746652384377,0.0010667661382395214,0.0009978305270373251
0.5,167059,0.0010171746652384377,0.0010304131047109378,0.0010233025088887575
0.55,183765,0.0010171746652384377,0.0010140087532225933,0.0010356118054748644
0.6,200471,0.0010171746652384377,0.0009910793057472435,0.001043040551131564
0.65,217177,0.0010171746652384377,0.0009264413265349903,0.0009610658731330102
0.7,233883,0.0010171746652384377,0.0008979765582881149,0.001027002486729912
0.75,250589,0.0010171746652384377,0.001066787886696935,0.001060057262148789
0.8,267295,0.0010171746652384377,0.0009455163050922531,0.0009781194586386565
0.85,284001,0.0010171746652384377,0.001066846857131886,0.0010312508116997066
0.9,300707,0.0010171746652384377,0.001056733520209748,0.0009943493548939058
0.95,317413,0.0010171746652384377,0.0009213253246121533,0.0012219770858351159

activity_504847
,counts,basic,high,low
0.05,16028,0.17356478678234522,0.15449351488839244,0.15858848482961
0.1,32056,0.17356478678234522,0.16347397266047392,0.15923389705011326
0.15,48085,0.17356478678234522,0.1678880409479064,0.16022879243253912
0.2,64113,0.17356478678234522,0.1616604920590654,0.16080995308087542
0.25,80142,0.17356478678234522,0.16099419108734442,0.16880717942864176
0.3,96170,0.17356478678234522,0.1725107058000177,0.16761998513582432
0.35,112199,0.17356478678234522,0.16356624503859118,0.15793843629011625
0.4,128227,0.17356478678234522,0.15499167639263808,0.16647707723531016
0.45,144256,0.17356478678234522,0.16403677529026855,0.16130549501649072
0.5,160284,0.17356478678234522,0.15749106786077055,0.15850518402908748
0.55,176312,0.17356478678234522,0.16437373537364097,0.1548920402423913
0.6,192341,0.17356478678234522,0.14878995254179292,0.15923450324136562
0.65,208369,0.17356478678234522,0.14363218767640415,0.15704454325616166
0.7,224398,0.17356478678234522,0.15399701475121277,0.14344175725601488
0.75,240426,0.17356478678234522,0.1322546905919642,0.14647240529627992
0.8,256455,0.17356478678234522,0.1307403142864614,0.13728319239565645
0.85,272483,0.17356478678234522,0.11640330320521008,0.12675821209468952
0.9,288512,0.17356478678234522,0.12012106445194856,0.1138399060980924
0.95,304540,0.17356478678234522,0.10701295882576473,0.11457399599665646

activity_1487
,counts,basic,high,low
0.05,6089,0.0005963065918941417,0.0006894768747994153,0.0006541529467697346
0.1,12178,0.0005963065918941417,0.0004771132865007101,0.0007600330600431041
0.15,18267,0.0005963065918941417,0.00043133035231637416,0.0003393401688847002
0.2,24356,0.0005963065918941417,0.000562814373970968,0.0006279569782120096
0.25,30445,0.0005963065918941417,0.000580146835357677,0.0002592352559948153
0.3,36534,0.0005963065918941417,0.00022433880492478783,0.00025552574421873004
0.35,42624,0.0005963065918941417,0.00047034954153613864,0.00029554488724421095
0.4,48713,0.0005963065918941417,0.0002911206688640566,0.00029271309233603877
0.45,54802,0.0005963065918941417,0.00019271498565678107,0.00020955117304001684
0.5,60891,0.0005963065918941417,0.0004605441503620928,0.00019225053193995875
0.55,66980,0.0005963065918941417,0.00017516968796325486,0.00018582145723959603
0.6,73069,0.0005963065918941417,0.0006163945165303412,0.0001816366797749614
0.65,79158,0.0005963065918941417,0.0006106816336616189,0.0002136638168974704
0.7,85248,0.0005963065918941417,0.00020577814804281091,0.0005034883000211468
0.75,91337,0.0005963065918941417,0.0002480209675226416,0.0002852995620437748
0.8,97426,0.0005963065918941417,0.0002681401232805293,0.00041794320143483175
0.85,103515,0.0005963065918941417,0.00026434598213368507,0.0003628481495008265
0.9,109604,0.0005963065918941417,0.0002256955539058383,0.00016266686816537876
0.95,115693,0.0005963065918941417,0.00034349550753736996,0.0002606778439815685

activity_504891
,counts,basic,high,low
0.05,15259,0.012114142139267767,0.011631159103069215,0.014938711223721153
0.1,30519,0.012114142139267767,0.009226815587239616,0.0041042879007805524
0.15,45778,0.012114142139267767,0.016222263658400148,0.008882292919142575
0.2,61038,0.012114142139267767,0.023930238440137037,0.008076819428019091
0.25,76297,0.012114142139267767,0.019388473062972353,0.009404713804713805
0.3,91557,0.012114142139267767,0.014759386900827747,0.007188196311552914
0.35,106816,0.012114142139267767,0.026531121084364655,0.026406180868423428
0.4,122076,0.012114142139267767,0.016907572472496586,0.014491772394100851
0.45,137335,0.012114142139267767,0.022798926496260977,0.033481349911190054
0.5,152595,0.012114142139267767,0.02386732059602248,0.038567448226418784
0.55,167855,0.012114142139267767,0.019283337174836938,0.06257533524182612
0.6,183114,0.012114142139267767,0.038563123183196324,0.10007706535141801
0.65,198374,0.012114142139267767,0.10005308419152777,0.0334023464458247
0.7,213633,0.012114142139267767,0.06256352836541516,0.055627617240357745
0.75,228893,0.012114142139267767,0.08338949417799243,0.02639582789212506
0.8,244152,0.012114142139267767,0.06255876821814763,0.06257263746640516
0.85,259412,0.012114142139267767,0.045569912321181356,0.0417782862670685
0.9,274671,0.012114142139267767,0.10006128953174798,0.12508104384472
0.95,289931,0.012114142139267767,0.5000744712540959,0.25007504127269997

activity_1012
,counts,basic,high,low
0.05,7700,0.28459114312056494,0.2625235501202768,0.2657714546193705
0.1,15400,0.28459114312056494,0.2624233110686699,0.24392362092120637
0.15,23100,0.28459114312056494,0.26837266571443613,0.2569956928302419
0.2,30800,0.28459114312056494,0.23791490258963807,0.2391009003838658
0.25,38500,0.28459114312056494,0.23887589014749244,0.27091517467758175
0.3,46200,0.28459114312056494,0.22259886326366993,0.22210738397650154
0.35,53901,0.28459114312056494,0.25077945713542404,0.24000476461274212
0.4,61601,0.28459114312056494,0.2270832766323813,0.27131657631000783
0.45,69301,0.28459114312056494,0.2399320832961513,0.24244948359343474
0.5,77001,0.28459114312056494,0.2139406884406096,0.24119664776910346
0.55,84701,0.28459114312056494,0.25289239306530054,0.25912249179070007
0.6,92401,0.28459114312056494,0.24194324061114134,0.2518714470629168
0.65,100101,0.28459114312056494,0.22279477501436915,0.24414993028493626
0.7,107802,0.28459114312056494,0.2083501772203987,0.21585677298908743
0.75,115502,0.28459114312056494,0.254572228173665,0.21996056397676061
0.8,123202,0.28459114312056494,0.20691788430399538,0.2079415155276281
0.85,130902,0.28459114312056494,0.2199182770396924,0.18902739872544053
0.9,138602,0.28459114312056494,0.240246147057121,0.19510829109355537
0.95,146302,0.28459114312056494,0.2092680112570624,0.22427393965165637

activity_651687
,counts,basic,high,low
0.05,14487,0.034459822784362215,0.024659014028935725,0.025227645664699247
0.1,28975,0.034459822784362215,0.031376909261682726,0.028983183462397206
0.15,43462,0.034459822784362215,0.03546232861571283,0.027504167933136953
0.2,57950,0.034459822784362215,0.023579798674116442,0.0427000790142567
0.25,72438,0.034459822784362215,0.021336090946021208,0.05361502441078016
0.3,86925,0.034459822784362215,0.057208905693975326,0.039742560909620174
0.35,101413,0.034459822784362215,0.04597262352981934,0.03224859527375845
0.4,115901,0.034459822784362215,0.031089575299816763,0.03225066892491511
0.45,130388,0.034459822784362215,0.025967011780694674,0.04018433352750298
0.5,144876,0.034459822784362215,0.03827872774578341,0.055634289522256936
0.55,159364,0.034459822784362215,0.06653593729383288,0.03578395217632393
0.6,173851,0.034459822784362215,0.06651948476033293,0.04243063753056407
0.65,188339,0.034459822784362215,0.05244710281600042,0.054573036909583685
0.7,202827,0.034459822784362215,0.02376982383290532,0.05371685184050013
0.75,217314,0.034459822784362215,0.043102330860962074,0.041752563412916735
0.8,231802,0.034459822784362215,0.02679910433203819,0.030664713870907426
0.85,246290,0.034459822784362215,0.02082355046910215,0.022953139939784477
0.9,260777,0.034459822784362215,0.022482184703691913,0.012520220537709258
0.95,275265,0.034459822784362215,0.008386854316060541,0.006893752282490317

activity_651723
,counts,basic,high,low
0.05,14516,0.027668694755726125,0.028393421115282477,0.03622777981723874
0.1,29032,0.027668694755726125,0.029185283546390592,0.025772317412394125
0.15,43548,0.027668694755726125,0.02645368097882912,0.032978273532537995
0.2,58064,0.027668694755726125,0.03606993611147051,0.02529804841552484
0.25,72580,0.027668694755726125,0.02614140949262926,0.01864947034159159
0.3,87096,0.027668694755726125,0.021566523888189408,0.030418711745268022
0.35,101613,0.027668694755726125,0.03850971121637732,0.03449034802127811
0.4,116129,0.027668694755726125,0.022541139691354593,0.04303155867294837
0.45,130645,0.027668694755726125,0.02515505938370993,0.029930935963181225
