activity_743266
,counts,basic,high,low
0.05,16705,0.0010171746652384377,0.0009947954414337272,0.0011678688556820186
0.1,33411,0.0010171746652384377,0.0010093367965488406,0.0008920646214254934
0.15,50117,0.0010171746652384377,0.0011978184149220696,0.0010340117626449
0.2,66823,0.0010171746652384377,0.0014170249399201983,0.0010488259957944432
0.25,83529,0.0010171746652384377,0.0011096928815625099,0.0009656033352303486
0.3,100235,0.0010171746652384377,0.0009596943809780827,0.0010270932622626382
0.35,116941,0.0010171746652384377,0.0010367009797164293,0.0010435283626475448
0.4,133647,0.0010171746652384377,0.0009964794426363093,0.0010167284799146355
0.45,150353,0.0010171746652384377,0.001013834640835578,0.0009101150111879468
0.5,167059,0.0010171746652384377,0.001100723407024145,0.000994850354686056
0.55,183765,0.0010171746652384377,0.00095566147511906,0.001068437776435254
0.6,200471,0.0010171746652384377,0.001025755043636893,0.0010787689305134843
0.65,217177,0.0010171746652384377,0.0010769677822823173,0.001010242573593887
0.7,233883,0.0010171746652384377,0.0010695601101209315,0.0009314448011487933
0.75,250589,0.0010171746652384377,0.0010580813337727007,0.0010057979862615838
0.8,267295,0.0010171746652384377,0.0010599500557129302,0.0009753311530027971
0.85,284001,0.0010171746652384377,0.001321130277148913,0.0011301010932920695
0.9,300707,0.0010171746652384377,0.001192757161474674,0.0010766271262303106
0.95,317413,0.0010171746652384377,0.0009165892006734646,0.0010851301859017436

activity_504847
,counts,basic,high,low
0.05,16028,0.17356478678234522,0.16765128088190356,0.16826067586518578
0.1,32056,0.17356478678234522,0.15956818812018686,0.1661254963429952
0.15,48085,0.17356478678234522,0.1803821707413903,0.17594400556839423
0.2,64113,0.17356478678234522,0.1801830941358663,0.17697191600911405
0.25,80142,0.17356478678234522,0.16591613168326846,0.16387128711372173
0.3,96170,0.17356478678234522,0.1749774671160692,0.17576368891927424
0.35,112199,0.17356478678234522,0.16186335627560594,0.16583801775882623
0.4,128227,0.17356478678234522,0.16721619400995455,0.1488653654681085
0.45,144256,0.17356478678234522,0.15870555906953637,0.16585983344046157
0.5,160284,0.17356478678234522,0.16154580211527764,0.16376899388977406
0.55,176312,0.17356478678234522,0.1560568444264887,0.16603397618910395
0.6,192341,0.17356478678234522,0.15263830088783262,0.15536036295096453
0.65,208369,0.17356478678234522,0.1561180722051385,0.15257648070279695
0.7,224398,0.17356478678234522,0.14273069330177096,0.14409768230913922
0.75,240426,0.17356478678234522,0.14509725663679413,0.14212714812480653
0.8,256455,0.17356478678234522,0.13199856695133966,0.14193131069326848
0.85,272483,0.17356478678234522,0.13028660069455994,0.13888094642268936
0.9,288512,0.17356478678234522,0.12671079657730772,0.13186182627570164
0.95,304540,0.17356478678234522,0.11604956378436806,0.11533956304514777

activity_1487
,counts,basic,high,low
0.05,6089,0.0005963065918941417,0.0006135193709597715,0.00048214926655468644
0.1,12178,0.0005963065918941417,0.0004024883004839416,0.0004861440550382005
0.15,18267,0.0005963065918941417,0.0003976125013685874,0.0006398256821670876
0.2,24356,0.0005963065918941417,0.0007972225387059613,0.00040353319754580586
0.25,30445,0.0005963065918941417,0.00023482446870963955,0.0005878013321496872
0.3,36534,0.0005963065918941417,0.00020360565674429936,0.0005166242025993202
0.35,42624,0.0005963065918941417,0.0003646297291515024,0.0004406306162770621
0.4,48713,0.0005963065918941417,0.0004066968188410745,0.0007411214273593368
0.45,54802,0.0005963065918941417,0.00017830294642287668,0.0002862458852154
0.5,60891,0.0005963065918941417,0.00019482845432970236,0.00022712715551392662
0.55,66980,0.0005963065918941417,0.00044697021169208073,0.00043540668893485296
0.6,73069,0.0005963065918941417,0.0008817745718088766,0.0005196345570165997
0.65,79158,0.0005963065918941417,0.0005815523179405328,0.0002976487181643305
0.7,85248,0.0005963065918941417,0.0006549791138414943,0.0004275992116736929
0.75,91337,0.0005963065918941417,0.00019574628773844338,0.0001731223239063875
0.8,97426,0.0005963065918941417,0.00025285607664118275,0.0002306153339295729
0.85,103515,0.0005963065918941417,0.0002576498948039841,0.00021900728902695023
0.9,109604,0.0005963065918941417,0.0002933116844586613,0.00020962168100824513
0.95,115693,0.0005963065918941417,0.0003754000788304784,0.00034852348877343915

activity_504891
,counts,basic,high,low
0.05,15259,0.012114142139267767,0.012371706800239466,0.007351017009634828
0.1,30519,0.012114142139267767,0.014514756887638243,0.006659481597240934
0.15,45778,0.012114142139267767,0.0066105662178868275,0.023989639083299024
0.2,61038,0.012114142139267767,0.011055231760280275,0.023953037012738505
0.25,76297,0.012114142139267767,0.004517370956958757,0.006553801941200193
0.3,91557,0.012114142139267767,0.05005318300271234,0.01628944290933176
0.35,106816,0.012114142139267767,0.01863166628950743,0.015264560595783749
0.4,122076,0.012114142139267767,0.027855720100458992,0.007437989654102839
0.45,137335,0.012114142139267767,0.0313095308965353,0.0227907607597786
0.5,152595,0.012114142139267767,0.023862302613556107,0.022822701680417112
0.55,167855,0.012114142139267767,0.02783314876338132,0.03582010582010582
0.6,183114,0.012114142139267767,0.0625921064750852,0.10009203018590099
0.65,198374,0.012114142139267767,0.06257742934572202,0.06257338372349013
0.7,213633,0.012114142139267767,0.025064234326824256,0.041723423576820476
0.75,228893,0.012114142139267767,0.07151370679380215,0.03577456662332182
0.8,244152,0.012114142139267767,0.07149820931157978,0.08339568136001828
0.85,259412,0.012114142139267767,0.08341957740405347,0.014780022329216384
0.9,274671,0.012114142139267767,0.25008177283506416,0.1250625978090767
0.95,289931,0.012114142139267767,0.5001018018935153,0.5000623986022713

activity_1012
,counts,basic,high,low
0.05,7700,0.28459114312056494,0.28869769372883325,0.25005053125760424
0.1,15400,0.28459114312056494,0.2882181977057178,0.26776740691243256
0.15,23100,0.28459114312056494,0.2949290925153249,0.2604146955361297
0.2,30800,0.28459114312056494,0.2747815930501465,0.21846962680174545
0.25,38500,0.28459114312056494,0.23655674759317977,0.21713574786858986
0.3,46200,0.28459114312056494,0.24768989513325512,0.25976326583367
0.35,53901,0.28459114312056494,0.2376814711499413,0.2179365893331575
0.4,61601,0.28459114312056494,0.24365402710416145,0.21947625047227848
0.45,69301,0.28459114312056494,0.26674243330626235,0.22863006945493253
0.5,77001,0.28459114312056494,0.25082441047878057,0.2951773194442547
0.55,84701,0.28459114312056494,0.24324393876750158,0.254954219945388
0.6,92401,0.28459114312056494,0.25699107671470317,0.2638323221347054
0.65,100101,0.28459114312056494,0.19604790626937016,0.2628578098790609
0.7,107802,0.28459114312056494,0.24805987259740164,0.2216523181139152
0.75,115502,0.28459114312056494,0.2227193866463982,0.22569428634843455
0.8,123202,0.28459114312056494,0.21618549452797128,0.21852484027844118
0.85,130902,0.28459114312056494,0.19279152913185943,0.21552114805490982
0.9,138602,0.28459114312056494,0.22555822458328564,0.2123356959954595
0.95,146302,0.28459114312056494,0.18142906681263926,0.180762138379093

activity_651687
,counts,basic,high,low
0.05,14487,0.034459822784362215,0.027497756886189252,0.02605237982431916
0.1,28975,0.034459822784362215,0.036046033535757624,0.01939450702506318
0.15,43462,0.034459822784362215,0.030497050485579213,0.03170988031344062
0.2,57950,0.034459822784362215,0.04429525042552558,0.024502354301654317
0.25,72438,0.034459822784362215,0.029870399202908328,0.020325954607195967
0.3,86925,0.034459822784362215,0.06333126362867648,0.02308539843641555
0.35,101413,0.034459822784362215,0.05817059302636222,0.024661843659725707
0.4,115901,0.034459822784362215,0.08910823609961376,0.027628118304915367
0.45,130388,0.034459822784362215,0.07328843026656846,0.036090850414624995
0.5,144876,0.034459822784362215,0.08144312627304233,0.023641048630356796
0.55,159364,0.034459822784362215,0.06058405211070796,0.05916894185850264
0.6,173851,0.034459822784362215,0.045401950488880585,0.04513468325149847
0.65,188339,0.034459822784362215,0.057495366227687146,0.036739785534652576
0.7,202827,0.034459822784362215,0.05153492258589504,0.02895499344065492
0.75,217314,0.034459822784362215,0.04218231488160013,0.025321325442616144
0.8,231802,0.034459822784362215,0.044701795124973784,0.017253905281251966
0.85,246290,0.034459822784362215,0.02108603688483239,0.011176962633407924
0.9,260777,0.034459822784362215,0.01519887675396536,0.012664885421462371
0.95,275265,0.034459822784362215,0.009537083262575586,0.007702711185499811

activity_651723
,counts,basic,high,low
0.05,14516,0.027668694755726125,0.03367009817621686,0.020977496418981834
0.1,29032,0.027668694755726125,0.02480117953725056,0.025447901311186134
0.15,43548,0.027668694755726125,0.02593837953003309,0.024293036928304687
0.2,58064,0.027668694755726125,0.022203999355091535,0.026402964506043042
0.25,72580,0.027668694755726125,0.022175123242883607,0.035057225338782576
0.3,87096,0.027668694755726125,0.027518272293495405,0.027598712252637818
0.35,101613,0.027668694755726125,0.0338527389347975,0.03852069949756975
0.4,116129,0.027668694755726125,0.02173801168522064,0.04006562031124662
0.45,130645,0.027668694755726125,0.03768483100352072,0.02924369379379324
0.5,145161,0.027668694755726125,0.020485304609026905,0.041118321880479494
0.55,159677,0.027668694755726125,0.02088096488094538,0.023248318512172975
0.6,174193,0.027668694755726125,0.029273135984092456,0.028408945851419933
0.65,188709,0.027668694755726125,0.02203237908045646,0.03013425062736364
0.7,203226,0.027668694755726125,0.029614457561090116,0.038016345233893
0.75,217742,0.027668694755726125,0.019738760950908846,0.033776579083539635
0.8,232258,0.027668694755726125,0.02642464016865269,0.027670160120032636
0.85,246774,0.027668694755726125,0.02035811277215999,0.03317982348087028
0.9,261290,0.027668694755726125,0.019264477592041578,0.020324251435430176
0.95,275806,0.027668694755726125,0.027069996751614596,0.02735277803303581

activity_1135
,counts,basic,high,low
0.05,7699,0.1671379156341897,0.16693644923349205,0.16709211518615544
0.1,15399,0.1671379156341897,0.33365725096528814,0.3337006622977586
0.15,23099,0.1671379156341897,0.16757245939133306,0.16737057160330782
0.2,30799,0.1671379156341897,0.16712678019559263,0.33367626573120246
0.25,38499,0.1671379156341897,0.16742610295280452,0.3340847992584175
0.3,46198,0.1671379156341897,0.334206392276713,0.3339039098420358
0.35,53898,0.1671379156341897,0.3337518314592219,0.33410268182995456
0.4,61598,0.1671379156341897,0.3341269211189713,0.3344787223748167
0.45,69298,0.1671379156341897,0.3346102842305374,0.3338650284310405
0.5,76998,0.1671379156341897,0.3345414538962926,0.33386421241505004
0.55,84697,0.1671379156341897,0.33435683694289753,0.3339277620364087
0.6,92397,0.1671379156341897,0.3341117222447146,0.3340052484878134
0.65,100097,0.1671379156341897,0.3346699561218225,0.33402330229415267
0.7,107797,0.1671379156341897,0.3351372827828261,0.33380848345813385
0.75,115497,0.1671379156341897,0.16925949016833272,0.333883116181523
0.8,123196,0.1671379156341897,0.3364600263412772,0.3337835867305244
0.85,130896,0.1671379156341897,0.1710194982308881,0.3338534310646283
0.9,138596,0.1671379156341897,0.17317952657406357,0.33389103566601713
0.95,146296,0.1671379156341897,0.16923100457707435,0.3354827184824073

activity_602123
,counts,basic,high,low
0.05,14859,0.07351498969890219,0.07097648661189007,0.0789721052905876
0.1,29718,0.07351498969890219,0.06003819911545986,0.0590978214220054
0.15,44577,0.07351498969890219,0.07262186580741405,0.07589338216615588
0.2,59436,0.07351498969890219,0.07162159853453795,0.07747527749526568
0.25,74295,0.07351498969890219,0.07487440090806531,0.06493526725571919
0.3,89154,0.07351498969890219,0.07487639044564998,0.07400875804385587
0.35,104013,0.07351498969890219,0.06489883482636746,0.06723517368773017
0.4,118872,0.07351498969890219,0.07410322740141284,0.06358250077383251
0.45,133731,0.07351498969890219,0.0721891783195082,0.07673902022235442
0.5,148591,0.07351498969890219,0.08450615764487637,0.06230368666372042
0.55,163450,0.07351498969890219,0.06419483175583446,0.07379461719079856
0.6,178309,0.07351498969890219,0.07485556256589782,0.07324099789062587
0.65,193168,0.07351498969890219,0.0668118519121346,0.07371431022587441
0.7,208027,0.07351498969890219,0.07455410251293355,0.0661185754179385
0.75,222886,0.07351498969890219,0.0789631126333728,0.07588870840687889
0.8,237745,0.07351498969890219,0.057495275299181435,0.06555251446386806
0.85,252604,0.07351498969890219,0.07272688357500047,0.05823740319389618
0.9,267463,0.07351498969890219,0.07089577045037943,0.05764201781491591
0.95,282322,0.07351498969890219,0.05038304938817981,0.058740826545695894

activity_504803
,counts,basic,high,low
0.05,14179,0.1936270926840717,0.21348371599218005,0.21712135952187317
0.1,28359,0.1936270926840717,0.20343195145903867,0.2035031453846852
0.15,42539,0.1936270926840717,0.19290620592959326,0.19281480036409726
0.2,56719,0.1936270926840717,0.19624220342125354,0.21047587538279428
0.25,70899,0.1936270926840717,0.20986419677505175,0.20846989786064063
0.3,85078,0.1936270926840717,0.21255009405032782,0.2052432983808697
0.35,99258,0.1936270926840717,0.19511197390148513,0.18265589357852244
0.4,113438,0.1936270926840717,0.20486281008582255,0.195758137109245
0.45,127618,0.1936270926840717,0.19735820735493934,0.1983249905370803
0.5,141798,0.1936270926840717,0.1997900255198961,0.19755035924479308
0.55,155977,0.1936270926840717,0.197798606502721,0.1955730938130205
0.6,170157,0.1936270926840717,0.19295307603380485,0.18419016891967657
0.65,184337,0.1936270926840717,0.20200384141299768,0.18600061661228748
0.7,198517,0.1936270926840717,0.18577540388690555,0.19872616002955162
0.75,212697,0.1936270926840717,0.1921053514050957,0.18265971367628347
0.8,226876,0.1936270926840717,0.18162394671436133,0.1823484132605116
0.85,241056,0.1936270926840717,0.16972899402683864,0.17978708363764537
0.9,255236,0.1936270926840717,0.15402070864833406,0.1590594217049539
0.95,269416,0.1936270926840717,0.16313188627918065,0.13347010009566357

