,MVSA_GPR_greedy,Greedy Acquisition,Random Sampling
0,5200.505751371384,10.066197872161865,2.774167060852051
0,,,
0,5187.952386140823,5.154935121536255,2.7707037925720215
0,,,
0,5203.517486333847,5.087688207626343,2.7693867683410645
0,,,
0,5184.187572002411,5.126278877258301,2.778608560562134
0,,,
0,5213.352723836899,5.090790271759033,2.7743079662323
0,,,
0,5188.823499441147,5.093647241592407,2.7593986988067627
0,,,
0,5185.174572467804,5.160696268081665,2.7567036151885986
0,,,
0,5192.406420946121,5.12310266494751,2.7616822719573975
0,,,
0,5194.042916297913,10.10382890701294,2.740054130554199
0,,,
0,5197.919203281403,5.191757678985596,2.7549808025360107
0,,,
