PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,AvPercentage
RESULT_TYPE,,,,,,,,FLOAT
RESULT_DESCR,,,,,,,,Average percent of the duplicates of each test compound readout (Percentage (%)) at a concentration of 10 uM.
RESULT_UNIT,,,,,,,,NONE
RESULT_ATTR_CONC_MICROMOL,,,,,,,,10
1,17432516,135425030,C1=CC=C(C=C1)C(=O)N/N=C/C2=C(C3=CC=CC=C3S2)O,Active,99,http://www.jhicc.org/,,-81.465
2,22413392,4170685,COC1=CC=CC(=C1)C2CC3C(=O)C=CC2N3CC4=CC=CC=C4,Active,97,http://www.jhicc.org/,,-58.855
3,7969549,2991558,CCCCN1C(=NC2=C1C(=O)N(C(=O)N2C)C)CN3CCN(CC3)C4=CC=CC=C4,Active,94,http://www.jhicc.org/,,-41.885
4,26658311,135458240,C1=CC=C(C=C1)C2=CSC(=N2)/C(=C(/CCl)\O)/C#N,Active,92,http://www.jhicc.org/,,-31.815
5,17410905,2894099,C1=CC=C2C(=C1)C(C(=O)N2)(C3=CC=C(C=C3)N)C4=CC=C(C=C4)N,Active,91,http://www.jhicc.org/,,-27.465
6,49734953,22588316,C1CC(OC1)CNC(=O)C2=C3NC(=O)C4=C(N3C(=S)S2)C=C(C=C4)C(=O)NCCC5=CC=CC=C5,Active,90,http://www.jhicc.org/,,-19.425
7,47195134,1221759,C1=CC=C2C(=C1)N=CC(=N2)NS(=O)(=O)C3=CC=C(C=C3)NC(=O)C4=C(C=C(C=C4)Cl)Cl,Active,88,http://www.jhicc.org/,,-9.535
8,26725885,6385598,C1=CC(=CC=C1N/N=C(\C#N)/C(=S)N)[N+](=O)[O-],Active,88,http://www.jhicc.org/,,-9.755
9,7970747,4885829,CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)CN3CCN(CC3)C4=CC=C(C=C4)F)CC(=O)OC,Active,88,http://www.jhicc.org/,,-12.14
10,49735744,20912379,C1CCC2=NC3=C(N2CC1)N=CN=C3N4CCCC(C4)C(=O)N5CCN(CC5)C6=CC=CC=C6F,Active,88,http://www.jhicc.org/,,-10.595
11,49827169,2948133,CC1=CC=C(C=C1)S(=O)(=O)N(CC(COC2=CC=C(C=C2)N(C)C(=O)C)O)C3=CC=CC=C3C,Active,88,http://www.jhicc.org/,,-11.255
12,22405070,15945037,C=CC[C@H]1CC(=C[C@@H](N1)CC=C)CC2=CC=CC=C2.Cl,Active,88,http://www.jhicc.org/,,-13.18
13,7969707,4891472,CCCN1C(=NC2=C1C(=O)N(C(=O)N2C)C)CN3CCN(CC3)C4=CC(=CC=C4)Cl,Active,88,http://www.jhicc.org/,,-12.655
14,49720529,24791264,C1CCC(CC1)NC(=O)C2=CC=C(C=C2)OC3CCN(CC3)CC4=CC=CC=N4,Active,87,http://www.jhicc.org/,,-6.26
15,26659382,16681822,CCCCCC1=CC(=C(C=C1)OCCC[N+]2=CC=CC=C2)CCCCC.[Cl-],Active,87,http://www.jhicc.org/,,-5.485
16,14740670,1189526,C1=CC=C(C=C1)OC(=O)CS(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-],Active,87,http://www.jhicc.org/,,-5.66
17,7970492,3341719,CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)CN3CCN(CC3)C4=CC(=CC=C4)Cl)CCOC,Active,87,http://www.jhicc.org/,,-5.565
18,56320082,24981160,CC1=C(C=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)OC)C(=O)NCC(C3=CC=CO3)N4CCCCC4,Active,87,http://www.jhicc.org/,,-8.69
19,49828313,24819951,CC1=C(C=C(C=C1)S(=O)(=O)NC2=CC=CC=C2OC)C(=O)NCC(C3=CC=CO3)N4CCCCC4,Active,87,http://www.jhicc.org/,,-4.8
20,17402544,1484542,CCNC1=CC(=NC(=N1)SC)Cl,Active,87,http://www.jhicc.org/,,-6.47
21,17511666,3838798,CC1=C(C(=O)N(N1)C2=CC=CC=C2)C(C3=C(C(=CC=C3)[N+](=O)[O-])O)C4=C(NN(C4=O)C5=CC=CC=C5)C,Active,87,http://www.jhicc.org/,,-6.17
22,56316181,24979281,C1CCC(=NCC1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=C(C=C(C=C3)Cl)Cl,Active,87,http://www.jhicc.org/,,-7.29
23,17506763,2226377,CCOCCCNS(=O)(=O)C1=CC=C(C=C1)NC(=O)C2=C(C=C(C=C2)[N+](=O)[O-])Cl,Active,87,http://www.jhicc.org/,,-5.725
24,56463469,11957478,C[N+](C)(C)CCOC(=O)CBr.[Br-],Active,87,http://www.jhicc.org/,,-8.395
25,26725432,16745654,CCN(CC)CCCN1C=C2C(=CC(=O)C(C2=O)(C)OC(=O)C3CCCC3)C=C1C4=CSC=C4,Active,86,http://www.jhicc.org/,,-4.19
26,49646658,24747599,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)C[N+]3=CC=CC(=C3)Br.[Br-],Active,86,http://www.jhicc.org/,,-0.795
27,49679474,16021803,CCCN1C2=CC=CC=C2C3=C1C(=O)N(N=C3)CC(=O)NCCN(CC)CC,Active,86,http://www.jhicc.org/,,-3.915
28,857401,323381,C1C2CC3CC1CC(C2)(C3)N4C=CN=C4,Active,86,http://www.jhicc.org/,,-3.735
29,56318039,24980138,CC1=C(C=C(C=C1)S(=O)(=O)NC2=CC=CC(=C2)C(=O)NCC(C3=CC=CO3)N4CCCCC4)F,Active,86,http://www.jhicc.org/,,-3.955
30,56317241,24979729,C1=CC2=C(N([N+](=C2C=C1C(F)(F)F)[O-])CCCC(=O)N)C(=O)C3=CC(=C(C(=C3)Cl)N)Cl,Active,86,http://www.jhicc.org/,,-1.58
31,22410136,2464693,CC1=CC(=NC2=CC=CC=C12)SCC3=CC(=O)N4C=CSC4=N3,Active,86,http://www.jhicc.org/,,-1.44
32,24780215,16187262,CC(C1=CC=CC=C1)NC(=O)C2=CC=C(C=C2)OC3CCN(CC3)CC4=CC=CC=N4,Active,86,http://www.jhicc.org/,,-1.015
33,26658930,16681788,COC1=CC=C(C=C1)C(=O)C[N+]2=CC=CC(=C2)Br.[Br-],Active,85,http://www.jhicc.org/,,-0.095
34,56320301,24981305,CCOC(=O)C1=C(NC(=O)NC1C)COC(=O)C2=CC=C(C=C2)OC(C)C,Active,85,http://www.jhicc.org/,,2.8
35,49713765,24789199,C1CCCN(CCC1)C2=C(C=C(C=C2)C(CC(=O)N)NC(=O)C3=CC=CC=C3)[N+](=O)[O-],Active,85,http://www.jhicc.org/,,1.39
36,56324137,24982828,COC1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C(=O)NCC(C3=CC=CO3)N4CCCCC4,Active,85,http://www.jhicc.org/,,0.33
37,7972411,58953,C1CCCN(CCC1)CC2=CNC3=CC=CC=C32,Active,85,http://www.jhicc.org/,,2.735
38,7964910,5307297,CC1CCCCC1NC(=O)C2=CC=C(C=C2)CNC3=C(C(=O)C3=O)N4CCCC4,Active,85,http://www.jhicc.org/,,1.92
39,26667204,1524003,COC1=C(C=CC(=C1)/C=C\2/C(=O)N(C(=S)S2)NC(=O)C3=CC=NC=C3)O,Active,85,http://www.jhicc.org/,,-0.425
40,49721065,2718685,CCN1C=C(C2=CC=CC=C21)/C=C(/C(=O)N3CCCC3)\NC(=O)C4=CC=CC=C4F,Active,85,http://www.jhicc.org/,,-0.49
41,49737390,24794149,CC(C)C1=NC(=CS1)C(=O)N2CCCC(C2)N3CCN(CC3)C4=CC(=CC=C4)Cl,Active,85,http://www.jhicc.org/,,2.625
42,49728411,1078173,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=C(C=C(C=C3)Cl)Cl,Active,85,http://www.jhicc.org/,,-0.545
43,24786173,2963221,C1CC(OC1)CNS(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=C(C=C(C=C3)Cl)[N+](=O)[O-],Active,85,http://www.jhicc.org/,,0.365
44,49818711,24817638,CC(C)C1=NOC(=C1)CNC(=O)C2=CC(=C(C=C2)OC)OC3CCN(CC3)C(C)C,Active,85,http://www.jhicc.org/,,2.235
45,17402517,3825851,CSC1=NC2=C(C(=N1)NCC=C)SC=C2,Active,85,http://www.jhicc.org/,,2.955
46,49822709,24818383,CC1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C(=O)NCC(C3=CC=CO3)N4CCCCC4,Active,85,http://www.jhicc.org/,,2.395
47,49730609,22517160,CC1CCCC(N1CCCNC(=O)C2=NN(C3=C2CSC4=CC=CC=C43)C)C,Active,85,http://www.jhicc.org/,,2.355
48,56316184,24979284,CC1CCCCC1NC(=O)C2=CC(=CC=C2)S(=O)(=O)N3CCN(CC3)C,Active,85,http://www.jhicc.org/,,2.14
49,49733581,24793407,CCC1=NOC(=C1)CNC(=O)C2=CC(=C(C=C2)OC)OC3CCN(CC3)C(C)C,Active,85,http://www.jhicc.org/,,2.195
50,49722001,20925906,C1CCN(CC1)C2CCN(CC2)C(=O)C3=C(C4=CC=CC=C4O3)NC(=O)C5=CC=C(C=C5)F,Active,85,http://www.jhicc.org/,,0.885
51,22406948,15945173,C1CC(=N)N(C1)CC(=O)C2=CC=C(C=C2)Br.Br,Active,85,http://www.jhicc.org/,,1.52
52,7965213,5307486,CC1CCCC(C1C)NC(=O)C2=CC=C(C=C2)CNC3=C(C(=O)C3=O)N4CCCC4,Active,85,http://www.jhicc.org/,,0.205
53,24820735,1488171,CNC1=CC(=NC(=N1)SC)Cl,Active,85,http://www.jhicc.org/,,-0.355
54,49681048,1078172,CC1=CC(=C(C(=C1)C)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=CC=CC=N3)C,Active,84,http://www.jhicc.org/,,5.04
55,4256223,2953377,CCOC(=O)N1CCN(CC1)C(=O)CCCN2C(=O)C3=CC=CC=C3NC2=S,Active,84,http://www.jhicc.org/,,5.18
56,47194884,231951,CN1C2=C(CCCC2)C(=O)C3=CC=CC=C31,Active,84,http://www.jhicc.org/,,3.86
57,4248314,3242404,CCOC(=O)N1CCN(CC1)C(=O)CCCN2C(=O)C3=CC=CC=C3NC2=O,Active,84,http://www.jhicc.org/,,4.96
58,11532923,6852385,C[N+]1(CCOC(C1)(C2=CC=C(C=C2)C3=CC=C(C=C3)C4(C[N+](CCO4)(C)C)O)O)C.[Br-],Active,84,http://www.jhicc.org/,,4.795
59,47197434,23723596,CC(=O)N1CCC(CC1)OC2=C(C=C(C=C2)C(=O)NC3CC(CC(C3)(C)C)(C)C)OC,Active,84,http://www.jhicc.org/,,4.785
60,49642735,24746912,CC1=C[N+](=CC=C1)CC(=O)C2=CC=C(C=C2)Cl.[Cl-],Active,84,http://www.jhicc.org/,,5.615
61,3714573,2083534,C1CSC(=N1)NC(=O)CCCSC2=NC3=CC=CC=C3S2,Active,84,http://www.jhicc.org/,,4.315
62,49730462,20912222,COC1=CC=CC=C1NC(=O)C2CCCN(C2)C3=NC=NC4=C3N=C5N4CCCCC5,Active,84,http://www.jhicc.org/,,5.665
63,17407025,11958412,CCCCN1C(=C2C=CC(=CC2=N1)C(=O)N[C@H](C)C3CCCCC3)OCC,Active,84,http://www.jhicc.org/,,5.355
64,24806393,1365592,COC1=CC=CC(=C1)/C=C\2/C(=O)N(C(=S)S2)NC(=O)C3=CC=NC=C3,Active,84,http://www.jhicc.org/,,5.195
65,26660260,2253428,CC1=C(N(C2=C1C3=NON=C3C=C2)O)C,Active,84,http://www.jhicc.org/,,6.21
66,17511557,12005535,CC1=C[N+](=CC=C1)CC(=O)C2=CC=C(C=C2)OC.[Br-],Active,84,http://www.jhicc.org/,,6.385
67,47198348,2841039,CC1=C[N+](=CC=C1)CC(=O)C2=CC=C(C=C2)Br.[Br-],Active,84,http://www.jhicc.org/,,4.165
68,49720695,20891989,C1COCCN1CCNC(=O)CN2C(=O)C3=C(C=N2)C4=CC=CC=C4N3CC5=CC=CC=C5,Active,84,http://www.jhicc.org/,,6.605
69,24832733,2442329,CC1=C(N=C(N=C1C)SCC(=O)NC(=O)NC2CCCCC2)C,Active,84,http://www.jhicc.org/,,3.315
70,56322177,135690609,C1=CSC2=C1N=C(NC2=O)COC(=O)C3=CC=C(S3)Cl,Active,84,http://www.jhicc.org/,,5.915
71,49732202,24793028,CC(C)N1CCC(CC1)OC2=C(C=CC(=C2)C(=O)NCCC3=CCCCC3)OC,Active,84,http://www.jhicc.org/,,5.115
72,17402518,1481009,CNC1=NC(=NC2=C1SC=C2)SC,Active,84,http://www.jhicc.org/,,4.175
73,49640742,2855866,CC1CCN(CC1)CC(COC2=CC=C(C=C2)OCC(CN3CCC(CC3)C)O)O,Active,84,http://www.jhicc.org/,,5.835
74,49721937,16014365,CC(C)C1=NN=C(S1)NC(=O)C2=NC(=NC=C2Cl)S(=O)(=O)CC3=CC=CC=C3,Active,84,http://www.jhicc.org/,,3.04
75,49641589,1094973,CN(C)C(=O)N1CCN(CC1)S(=O)(=O)C2=CC3=CC=CC=C3C=C2,Active,84,http://www.jhicc.org/,,5.6
76,49681825,60758,CC1=C(N=CN1)CN2CCC3=C(C2=O)C4=CC=CC=C4N3C.Cl,Active,84,http://www.jhicc.org/,,5.8
77,49669144,56642964,CCO.CC(=O)OC1CC\2(C(CC/C2=N/O)C3C1C4=C(CC3)C=C(C=C4)O)C,Active,84,http://www.jhicc.org/,,3.155
78,849741,652247,C1CCN(CC1)C(=O)C2CC3=CC=CC=C3CN2S(=O)(=O)C4=CC=C(C=C4)F,Active,84,http://www.jhicc.org/,,3.08
79,49826396,24819334,CCCN1CCC(CC1)OC2=CC=CC(=C2)C(=O)NCCC3=CC=CC=C3,Active,84,http://www.jhicc.org/,,6.545
80,24799935,16191605,CC(C)N1CCN(CC1CCO)CC2=CC(=C(C=C2)OC)CN3C=CC=N3,Active,84,http://www.jhicc.org/,,6.295
81,24819971,4251978,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(C(=O)O)SC2=CC=C(C=C2)Cl,Active,84,http://www.jhicc.org/,,6.385
82,49678286,20888052,CC1CCC(CC1)NC(=O)C2=CC=C(O2)CS(=O)CC3=CC=C(C=C3)C,Active,84,http://www.jhicc.org/,,3.39
83,49732659,24793288,CC1=C(SC(=N1)CNC(=O)C2=CC(=C(C=C2)OC)OC3CCN(CC3)C(C)C)C,Active,84,http://www.jhicc.org/,,3.78
84,24811035,16193265,C1CN(/C(=C(\C(=C(Cl)Cl)N2CCN(CC2)CC3=CC=CC=C3)/[N+](=O)[O-])/N1)CC4=CN=C(C=C4)Cl,Active,84,http://www.jhicc.org/,,4.685
85,14727192,3157246,CCN1C(=NN=C1SCC2=NC(=NO2)C3=CC=C(C=C3)Cl)C4=CC=CO4,Active,84,http://www.jhicc.org/,,3.08
86,24811921,3651135,CCOC(=O)N1CCN(CC1)C(=O)CCCN2C(=O)C3=C(C=CS3)NC2=S,Active,84,http://www.jhicc.org/,,6.42
87,7975636,797834,CN1C2=CC=CC=C2N=C1SCC3=C(C=C(C=C3)C#N)Cl,Active,84,http://www.jhicc.org/,,3.785
88,46500361,11957583,C1CN=C(N1)NC2=C(C=C(C=C2Cl)I)Cl.Cl,Active,84,http://www.jhicc.org/,,6.035
89,47201620,3176404,CC1=CC(=CC=C1)CCNCC2=CC3=CC=CC(=C3NC2=O)C,Active,83,http://www.jhicc.org/,,8.525
90,49643643,24746996,CC1=CC(=C(C(=C1)C)NC(=O)CCCCCNC2CCCCC2)C.Cl,Active,83,http://www.jhicc.org/,,7.06
91,49720343,24791078,CC(C)N1CCC(CC1)OC2=C(C=CC(=C2)C(=O)NC3CCCCC3)OC,Active,83,http://www.jhicc.org/,,9.825
92,24800319,16191988,CC1=NC(=CC=C1)C2C3=C(CCN2C(=O)C4=CC5=C(CCCC5)NC4=O)C6=CC=CC=C6N3,Active,83,http://www.jhicc.org/,,9.315
93,49826338,24819298,CC(C)N1CCC(CC1)OC2=C(C=CC(=C2)C(=O)NCCC3=CC=CC=C3OC)OC,Active,83,http://www.jhicc.org/,,8.56
94,56321809,16231331,CCCN(CC(=O)NC1=C(C(=C(C=C1)F)F)F)C(=O)CN2C3=CC=CC=C3N=CC2=O,Active,83,http://www.jhicc.org/,,8.61
95,47196664,2164264,C1=CC=C2C(=C1)N=CC(=N2)NS(=O)(=O)C3=CC=C(C=C3)NC(=O)C4=C(C=C(C=C4)[N+](=O)[O-])Cl,Active,83,http://www.jhicc.org/,,9.225
96,3712770,5413051,CCCC1=CC2=C(C=C1O)OC(=C(C2=O)C3=CC=CC=N3)C,Active,83,http://www.jhicc.org/,,9.44
97,4241542,3236499,CCC1=CC=C(C=C1)S(=O)(=O)C2=NNN3C2=NC(=O)C4=CC=CC=C43,Active,83,http://www.jhicc.org/,,8.6
98,862877,664110,CN(C)C1=C(C(=O)N(C=C1)CC(=O)OC)C#N,Active,83,http://www.jhicc.org/,,8.695
99,49734702,20925967,COC1=CC=CC=C1C(=O)NC2=C(OC3=CC=CC=C32)C(=O)N4CCC(CC4)N5CCCCC5,Active,83,http://www.jhicc.org/,,8.36
100,49717818,22588034,CN1CCN(CC1)CCNC(=O)C2=CC3=C(C=C2)N=C(C(=N3)C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Active,83,http://www.jhicc.org/,,8.45
101,22406935,15945169,C1CC(=N)N(C1)CC(=O)C2=CC=C(C=C2)Cl.Br,Active,83,http://www.jhicc.org/,,9.775
102,56324812,24983123,CC1CCC(CC1)NC(=O)C2=CC(=CC=C2)S(=O)(=O)N3CCN(CC3)C,Active,83,http://www.jhicc.org/,,9.125
103,49670758,3312874,CC1=C(C=C(N1CC2=CC=CC=C2)C3=CC=CC=C3)C(=O)O,Active,83,http://www.jhicc.org/,,7.285
104,26669466,2973805,C1C(NC2=C(C=NN2C1C(F)(F)F)C(=O)NCCCN3C=CN=C3)C4=CC=CC=C4,Active,83,http://www.jhicc.org/,,9.02
105,47196346,23723210,CCOCCCNC(=O)C1=CC(=C(C=C1)OC)OC2CCN(CC2)C(C)C,Active,83,http://www.jhicc.org/,,9.155
106,49827369,24819621,CN1CCN(CC1)S(=O)(=O)C2=CC=CC(=C2)C(=O)NC3=C(C=C(C=C3)Br)Br,Active,83,http://www.jhicc.org/,,8.74
107,49723872,16021122,CC1=CC(=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CC(=O)N4CCCCC4C3=O)C,Active,83,http://www.jhicc.org/,,9.465
108,26730465,2798414,C1=CC2=CN=C(N2C=C1)SC3=NC=C(C=C3)[N+](=O)[O-],Active,83,http://www.jhicc.org/,,7.655
109,26663521,1524005,C1=CSC(=C1)/C=C\2/C(=O)N(C(=S)S2)NC(=O)C3=CC=NC=C3,Active,83,http://www.jhicc.org/,,7.435
110,49681594,68647,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C.Cl,Active,83,http://www.jhicc.org/,,7.405
111,49721816,16014339,CCCC1=NN=C(S1)NC(=O)C2=NC(=NC=C2Cl)S(=O)(=O)CC3=CC=C(C=C3)C,Active,83,http://www.jhicc.org/,,7.63
112,49722381,22517178,CC1CCCCN1CCCNC(=O)C2=NN(C3=C2CSC4=CC=CC=C43)C,Active,83,http://www.jhicc.org/,,8.575
113,49827026,1744440,CC1=CC(=NC(=N1)C)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=C(C(=C(C(=C3F)F)F)F)F,Active,83,http://www.jhicc.org/,,8.88
114,17514336,1263311,CN1C2=CC=CC3=C2C(=C(C1=O)NC4=CC=C(C=C4)O)C5=CC=CC=C5C3=O,Active,83,http://www.jhicc.org/,,9.43
115,856613,657969,CN1C2=CC=CC=C2SC1=NCC(COC3=CC=CC=C3)O,Active,83,http://www.jhicc.org/,,8.915
116,26658723,5785387,CN1C=CC=C1/C=C\2/C(=O)N(C(=S)S2)NC(=O)C3=CC=C(C=C3)O,Active,83,http://www.jhicc.org/,,9.37
117,14747162,3890194,CC1CCCCC1NC(=O)C2=CC=C(C=C2)S(=O)(=O)N3CCCC3,Active,83,http://www.jhicc.org/,,7.235
118,26660934,2893826,CC(C)N(C)CCOC(=O)C1COC2=CC=CC=C2O1.Cl,Active,83,http://www.jhicc.org/,,7.52
119,24834722,2622696,C1=CC2=NN=C(N2C=C1)SCC3=CC=C(C=C3)[N+](=O)[O-],Active,83,http://www.jhicc.org/,,8.835
120,49641098,3090473,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)NC2=C(C=CC(=C2)[N+](=O)[O-])O,Active,82,http://www.jhicc.org/,,10.055
121,859569,2930505,CN(C)CCOC(=O)COC1=CC=C(C=C1)OC.Cl,Active,82,http://www.jhicc.org/,,11.52
122,3711712,2997739,CC(CN1CCN(CC1)C)OC(=O)C2=CC=CC=C2Cl,Active,82,http://www.jhicc.org/,,11.935
123,4254610,834331,COC1=CC=CC(=C1OC)CNC2=CC=C(C=C2)N3CCCCC3,Active,82,http://www.jhicc.org/,,12.22
124,860818,662097,C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)NCCCN3C=CN=C3,Active,82,http://www.jhicc.org/,,12.98
125,56324389,24982925,CC1CCC(CC1)NC(=O)C2=CC=C(C=C2)NC(=O)CC3C(=O)N=C(S3)N4CCCC4,Active,82,http://www.jhicc.org/,,11.205
126,26665773,1864299,CCOC(=O)C1=C(C2=C(O1)N=C(C3=C2CCCC3)CC(C)C)N,Active,82,http://www.jhicc.org/,,12.565
127,22409671,9573029,C/C(=N\N=C(N)N)/C1=CC=C(C=C1)Cl,Active,82,http://www.jhicc.org/,,12.16
128,49733729,24793427,CC1=C(C=NN1C)CNC(=O)C2=CC(=C(C=C2)OC)OC3CCN(CC3)C(C)C,Active,82,http://www.jhicc.org/,,11.92
129,49714115,24789434,CCOC1=CC=CC=C1/C=C/C(=O)NCC(=O)N2CCC(CC2)N(C)C3CCCCC3C,Active,82,http://www.jhicc.org/,,11.425
130,49714670,16007698,CCCCN(CCCC)CCNC(=O)C1=CN(C2=C(C1=O)C=C(C=C2)S(=O)(=O)N3CCC4=CC=CC=C4C3)CC,Active,82,http://www.jhicc.org/,,12.415
131,26660689,1525302,CCOC1=C(C=CC(=C1)/C=C\2/C(=O)N(C(=S)S2)NC(=O)C3=CC=NC=C3)O,Active,82,http://www.jhicc.org/,,10.915
132,49720552,24791287,CC(C)N1CCC(CC1)OC2=C(C=CC(=C2)C(=O)NCCC3=CC(=CC=C3)OC)OC,Active,82,http://www.jhicc.org/,,11.985
133,49736865,24793899,CC(CNC(=O)C1=CC=C(C=C1)OC2CCN(CC2)CC3=CC=CC=N3)C4=CC=CC=C4,Active,82,http://www.jhicc.org/,,10.435
134,17387006,11948818,C1CCC(C1)NCC2=C(C=CC=C2Cl)Cl.Cl,Active,82,http://www.jhicc.org/,,11.035
135,49735019,24793629,CCOC(=O)N1CCN(CC1)C(=O)C2CCCN(C2)C3=NC=NC4=C3N=C5N4CCCCC5,Active,82,http://www.jhicc.org/,,10.72
136,56321855,24981823,CC1=C(C=C(C=C1)C(=O)NCC(C2=CC=CO2)N3CCCCC3)S(=O)(=O)NC4=CC=CC=C4OC,Active,82,http://www.jhicc.org/,,10.885
137,49731688,16437205,CCC1CCCCN1S(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=NC(=NC=C3Cl)S(=O)(=O)C,Active,82,http://www.jhicc.org/,,11.995
138,865995,667256,CCOCCN1C(=NC2=C1C(=O)N(C(=O)N2C)C)CN3CCN(CC3)C4=CC=C(C=C4)F,Active,82,http://www.jhicc.org/,,10.04
139,7966669,5308366,C1CCCC(CCC1)NC(=O)C2=CC=C(C=C2)CNC3=C(C(=O)C3=O)N4CCOCC4,Active,82,http://www.jhicc.org/,,12.83
140,49666547,698135,CC1=NC=CN1C[C@@H]2CCC3=C(C2=O)C4=CC=CC=C4N3C,Active,82,http://www.jhicc.org/,,11.645
141,4241871,3025501,C1CN2CCC1CC2CC3=CC(=C(C=C3)O)O.Cl,Active,82,http://www.jhicc.org/,,12.545
142,56317429,24979820,CC1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C(=O)NCC(C3=CC=C(C=C3)OC)N4CCCCC4,Active,82,http://www.jhicc.org/,,11.585
143,24802114,3193337,CC1CCCCC1NC(=O)C2=CC=C(C=C2)S(=O)(=O)NCC3CCCO3,Active,82,http://www.jhicc.org/,,11.07
144,49733923,997427,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=C(C=C(C=C3)Cl)Cl,Active,82,http://www.jhicc.org/,,12.52
145,24795133,2968080,CCC1=C(N=C(N=C1N2C(=N2)SCCOC3=CC=CC=C3)N)C,Active,82,http://www.jhicc.org/,,12.19
146,56436644,3598,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl,Active,82,http://www.jhicc.org/,,10.065
147,17507060,12004673,CC1=CC(=C(C(=C1)C)NC(=O)C2=C[N+](=CC=C2)CC3=CC=C(C=C3)[N+](=O)[O-])C.[Br-],Active,82,http://www.jhicc.org/,,10.85
148,24800472,16192141,CC(C)[C@@H](C(=O)OC)NC(=O)C1=CC=C(C=C1)OC2CCN(CC2)CC3=CC=CC=N3,Active,82,http://www.jhicc.org/,,12.065
149,24838080,6339182,C/C(=N\N=C(N)N)/C1=C(C=C(C=C1)Cl)Cl,Active,81,http://www.jhicc.org/,,15.81
150,56318578,24980401,CC1=CC(=CC=C1)NS(=O)(=O)C2=CC=CC(=C2)C(=O)NCC(C3=CC=CO3)N4CCCCC4,Active,81,http://www.jhicc.org/,,13.82
151,49737611,2983754,C1CN(C(C(=O)N1)CC(=O)NC2=CC(=CC(=C2)Cl)Cl)C(=O)NC3=CC=CC=C3,Active,81,http://www.jhicc.org/,,15.85
152,49676666,3768670,CCCCC(C(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=NC(=NC(=C2)C)C)Br,Active,81,http://www.jhicc.org/,,14.505
153,22414194,5220035,C1C(C1C(=O)NNC(=S)NC2=CC=C(C=C2)F)C3=CC=C(C=C3)Cl,Active,81,http://www.jhicc.org/,,13.73
154,24825706,9648947,C1CC(CC=C1)/C=N/NC(=O)C2=CC(=NC3=CC=CC=C32)C4=CN=CC=C4,Active,81,http://www.jhicc.org/,,14.155
155,24818948,2765776,C1CNCCN(C1)C2=C(C=C(C=C2[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],Active,81,http://www.jhicc.org/,,16.265
156,17407413,11958636,CCCCN(CCCC)CCCNC(=O)C12CN(CC1C(=NO2)C3=CC(=CC=C3)[N+](=O)[O-])CC4=CC=CC=C4,Active,81,http://www.jhicc.org/,,15.155
157,14744846,3425625,C1CCCC2(CC1)N=C(NC3=NC4=CC=CC=C4N23)N,Active,81,http://www.jhicc.org/,,15.31
158,865649,666907,CCCC1=NC2=C(C3=C1COC(C3)(C)C)C4=C(O2)C(=NC=N4)NCC5CCCO5,Active,81,http://www.jhicc.org/,,16.005
159,24784492,16188460,CCC1CCCCN1CCCNC(=O)C2=CN(C3=C(C2=O)C=C(C=C3)S(=O)(=O)N4CCC5=CC=CC=C5C4)CC,Active,81,http://www.jhicc.org/,,15.14
160,26663265,2043113,C/C(=C\C1=CC=CC=C1)/C=C\2/C(=O)N(C(=S)S2)NC(=O)C3=CC=NC=C3,Active,81,http://www.jhicc.org/,,15.425
161,24780137,577819,CCOC(=O)C1=CC(=C(NC1=O)C)C(=O)NC(C)C2=CC=CC=C2,Active,81,http://www.jhicc.org/,,14.135
