PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,AvPercentage
RESULT_TYPE,,,,,,,,FLOAT
RESULT_DESCR,,,,,,,,Average percent of the duplicates of each test compound readout (Percentage (%)) at a concentration of 10 uM.
RESULT_UNIT,,,,,,,,NONE
RESULT_ATTR_CONC_MICROMOL,,,,,,,,10
1256,14724541,1983334,CC1(C2=C(C3=C(N1)C=CC(=C3)OC)C(=S)SS2)C,Active,56,http://www.jhicc.org/,,56.91
1257,49724241,16019796,CC1=CC(=CC=C1)N(C)C(=O)CN2C(=O)COC3=C2C=C(C=C3)S(=O)(=O)N4CCCCCC4,Active,56,http://www.jhicc.org/,,56.76
1258,49647827,949809,C1=CC=C(C(=C1)CSC2=NN=NN2C3=CC(=CC=C3)O)F,Active,56,http://www.jhicc.org/,,56.84
1259,22404380,5073867,COC1=NC(=NC(=N1)OC2=CC(=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])OC,Active,56,http://www.jhicc.org/,,57.35
1260,7975582,742415,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=O)N2OC(=O)C4=CC=CO4,Active,56,http://www.jhicc.org/,,57.045
1261,26663748,16682379,CC1=CC(=CC=C1)OCC(CN2C3=CC=CC=C3N(C2=N)CC4=CC=CC=C4)O.Cl,Active,56,http://www.jhicc.org/,,57.085
1262,24831817,16196311,COC1=CC=CC=C1NC2=NN=C(S2)SCC3CCCCO3,Active,56,http://www.jhicc.org/,,57.315
1263,56463728,25102733,C1C=C([C@@H](N([C@@H]1C2=CC=C(C=C2)Cl)S(=O)(=O)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)F)C(=O)O,Active,55,http://www.jhicc.org/,,57.835
1264,49826015,24819126,C1=CC=C(C(=C1)C(=O)NNC(=S)NC2=CC=C(C=C2)Br)Br,Active,55,http://www.jhicc.org/,,57.81
1265,17516134,2123091,CCN1C2=C(C(=C(S2)C(=O)C3=CC=CC=C3OC)N)C(=O)NC1=O,Active,55,http://www.jhicc.org/,,57.975
1266,49717280,20968422,CCCCN(C)CCNC(=O)CN1C(=O)CSC2=C1C=C(C=C2)S(=O)(=O)N3CCCC3,Active,55,http://www.jhicc.org/,,58.305
1267,22401996,6120479,C1C(C(=O)N(C1=O)CCC(=O)O)N2C(=O)/C(=C/C3=CC=C(C=C3)Cl)/SC2=S,Active,55,http://www.jhicc.org/,,58.25
1268,17401430,4919168,CCC1(CC2=C(CO1)SC3=C2C(=O)N(N=N3)CC(=O)NC4=CC=CC=C4)C,Active,55,http://www.jhicc.org/,,57.885
1269,17515414,12006032,CC1=NC(=NC=C1)SCC2=CC(=O)C(=CO2)OC(=O)C3=CC=C(C=C3)S(=O)(=O)N(C)C,Active,55,http://www.jhicc.org/,,57.6
1270,17431957,2215626,COC1=CC=CC=C1C(=O)NC(=S)NNC(=O)C2=C(C3=CC=CC=C3S2)Cl,Active,55,http://www.jhicc.org/,,57.755
1271,49816444,2967226,CC1=CC(=CC(=C1Cl)C)OC(C)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=C(C(=NO3)C)C,Active,55,http://www.jhicc.org/,,57.725
1272,7976486,2882897,CC1=C(C(NC(=O)N1C)C2=CC=C(S2)Br)C(=O)OC(C)C,Active,55,http://www.jhicc.org/,,57.735
1273,22414827,3570996,C=CCN(CC=C)S(=O)(=O)C1=CC2=C(C=C1)N=C(S2)NC(=O)C3CCCO3,Active,55,http://www.jhicc.org/,,58.225
1274,24782529,1328533,COC1=C(C=C(C=C1)Br)C(=O)NC(=S)NC2=CC(=C(C=C2)Cl)C(=O)O,Active,55,http://www.jhicc.org/,,58.14
1275,24829908,2469519,CCOCCCNC(=O)/C(=C/C1=CC=C(O1)[N+](=O)[O-])/C#N,Active,55,http://www.jhicc.org/,,58.095
1276,24780417,717071,C1=CC=C(C(=C1)OCC2=CC=C(O2)C(=O)NCC3=CN=CC=C3)Cl,Active,55,http://www.jhicc.org/,,58.27
1277,14734953,54692214,C1CCC(CC1)C(=O)C2=C(C3=CC=CC=C3OC2=O)O,Active,55,http://www.jhicc.org/,,58.265
1278,49732089,24792970,CC(C)C1=CC=C(C=C1)NC2CCCN(C2)C(=O)C3=NC=C(C=C3)C(=O)OC,Active,55,http://www.jhicc.org/,,58.205
1279,22404584,752353,CCC1=CC=C(C=C1)NCC2=NC(=NO2)C3=CC=CC=C3,Active,55,http://www.jhicc.org/,,58.155
1280,17416077,2892066,CC1=CC(=CC(=C1)OCC(CN2CCC(CC2)CN3C(=O)C4=CC=CC5=C4C(=CC=C5)C3=O)O)C.Cl,Active,55,http://www.jhicc.org/,,57.59
1281,49821872,1790669,CC1=C(C=CO1)C(=O)NNC(=S)NC(=O)COC2=C(C=C(C=C2)Cl)Cl,Active,55,http://www.jhicc.org/,,57.745
1282,49822290,24818327,CC1CCCC(C1C)NC(=O)CCC(=O)C2=CC=C(C=C2)C,Active,55,http://www.jhicc.org/,,58.315
1283,17503893,16412043,CC1=CC2=C(C=C1)OC=C(C2=O)/C=N/C3=NC=NN3,Active,55,http://www.jhicc.org/,,57.63
1284,49670943,135456228,CCC1=CC=C(C=C1)N/C(=N/C2=NC(=CC(=N2)C)C)/NC(=O)C,Active,55,http://www.jhicc.org/,,57.61
1285,49643806,1104657,C1=CC=C(C=C1)C2=CSC(=N2)NS(=O)(=O)C3=CC=C(C=C3)[N+](=O)[O-],Active,55,http://www.jhicc.org/,,58.16
1286,49815843,24816534,CS(=O)(=O)C1=NSC2=NC(=O)/C(=C\C3=CC=C(C=C3)OS(=O)(=O)C4=CC=CC=C4)/C(=N)N21,Active,55,http://www.jhicc.org/,,57.905
1287,3716123,2085397,C1CN(CCN1C2=CC=CC=C2)C(=O)CCCSC3=NC4=CC=CC=C4N3,Active,55,http://www.jhicc.org/,,58.29
1288,4251661,3245317,CCC1=NN(C(=O)C2=CC3=C(N21)C=CO3)CCCC(=O)N4CCC5=CC=CC=C5C4,Active,55,http://www.jhicc.org/,,57.93
1289,17411660,2251286,COC(=O)/C(=C/C1=CNC2=CC=CC=C21)/[N+](=O)[O-],Active,55,http://www.jhicc.org/,,58.175
1290,17416304,5348953,CC1=CC(=C(N1C2=CC(=CC=C2)Br)C)/C=N/NC(=O)C(=O)N3CCCC3,Active,55,http://www.jhicc.org/,,58.01
1291,4251765,1269686,CCN(CC)C(=O)C1=CC=C(O1)COC2=CC=CC=C2Br,Active,55,http://www.jhicc.org/,,57.67
1292,49729397,4953336,CCC1=CC=C(C=C1)OC(C)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3,Active,54,http://www.jhicc.org/,,58.905
1293,17513800,6418532,CC1=CC=C(C=C1)NC2=NN=C(C3=CC=CC=C32)C4=CC(=C(C=C4)N5CCOCC5)[N+](=O)[O-],Active,54,http://www.jhicc.org/,,59.015
1294,24810307,4536418,C1CCC(CC1)NC(=S)NC2=CC3=C(C=C2)N=C4CCCCCN4C3=O,Active,54,http://www.jhicc.org/,,58.48
1295,22411276,135401300,CC(C)(C)N/N=C/C1=C(C(=CC(=C1)Cl)[N+](=O)[O-])O.Cl,Active,54,http://www.jhicc.org/,,58.625
1296,22403779,1068307,C1COCCN1C(=O)C2=CN(N=C2C3=CC=C(C=C3)Cl)C4=CC=CC=C4,Active,54,http://www.jhicc.org/,,58.735
1297,22412305,5021903,CC(C(=O)NNC(=S)NC(=O)C1=CC=CO1)OC2=CC=C(C=C2)Cl,Active,54,http://www.jhicc.org/,,58.47
1298,49828006,7841794,CC1=CC=CC=C1OCCC(=O)OCC(=O)C2=C(N(C(=O)N(C2=O)C)CC(C)C)N,Active,54,http://www.jhicc.org/,,58.405
1299,26658521,5122588,C1=CC(=CC(=C1)S(=O)(=O)NC2=CC=C(C=C2)CC3=CC=NC=C3)[N+](=O)[O-],Active,54,http://www.jhicc.org/,,58.935
1300,862359,663587,C1COCCN1C2=C(N=C(O2)CC3=CC=CC4=CC=CC=C43)C#N,Active,54,http://www.jhicc.org/,,58.905
1301,51087580,16825874,COC1=CC=CC=C1OCC(=O)NCCS(=O)(=O)N2CCN(CC2)C3=CC=CC=C3,Active,54,http://www.jhicc.org/,,58.5
1302,49728985,6498941,CSC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)C(=O)N3CCC4=CC=CC=C4C3,Active,54,http://www.jhicc.org/,,58.75
1303,17408696,2837680,CC1=CC(=CC=C1)CC(CC2=NC3=CC=CC=C3N2)C4=NC5=CC=CC=C5N4,Active,54,http://www.jhicc.org/,,58.77
1304,17510725,4220651,CC1=C(C=C(C=C1)C(=O)O)N=CC2=C(C(=CC(=C2)Br)Br)O,Active,54,http://www.jhicc.org/,,58.895
1305,7968039,5309187,C1CN(CCN1CC2=CC=CC=C2)C3=NC4=CC=CC=C4N5C3=NN=C5,Active,54,http://www.jhicc.org/,,59.035
1306,49724741,24792193,C1CCCN(CC1)C2=C(C=C(C=C2)C(CC(=O)N)NC(=O)C3=CC=C(C=C3)Br)[N+](=O)[O-],Active,54,http://www.jhicc.org/,,58.56
1307,24807377,3228514,CC(C(=O)NC(C)(C)C)OC(=O)C1=CC2=C(N1C)C=CS2,Active,54,http://www.jhicc.org/,,58.75
1308,24833661,4804178,CC1CCCCC1NC(=O)C2=CC(=CC=C2)S(=O)(=O)N(C)C3=CC=C(C=C3)OC,Active,54,http://www.jhicc.org/,,58.975
1309,24831878,2375908,CCN(CC1=CC=CC=C1)S(=O)(=O)C2=C(C=CC(=C2)C(=O)O)OC,Active,54,http://www.jhicc.org/,,58.71
1310,24820478,4302383,CC1=NN(C(=O)N1C2=CC=C(C=C2)OC3=CC=CC=C3)CC4CC4,Active,54,http://www.jhicc.org/,,59.055
1311,24829864,6418527,CC1CN(CC(O1)C)C2=NN=C(C3=CC=CC=C32)C4=CC=C(C=C4)C,Active,54,http://www.jhicc.org/,,58.615
1312,24818559,3396804,C1COCCN1CCC2=CN3C(=C(C=N3)C4=CC=C(C=C4)F)N=C2C5=CC=C(C=C5)F,Active,54,http://www.jhicc.org/,,58.905
1313,17403351,11957314,CCCCCCCCC[N+]1=CC=CC2=C1C=CC3=CC=CC=C32.[Br-],Active,54,http://www.jhicc.org/,,58.96
1314,14728144,4119569,CC1=CC=C(C=C1)C2CC2C(=O)NNC(=S)NC3=CC=C(C=C3)C,Active,54,http://www.jhicc.org/,,58.465
1315,26663707,3715269,CC1=C(C(=CC=C1)C)N2C(=NN=N2)C(C)(C)NC3=CC=C(C=C3)OC,Active,54,http://www.jhicc.org/,,58.835
1316,26671423,2039371,C1=CC(=CC=C1N2C(=O)/C(=C/C3=COC4=C(C3=O)C=C(C=C4)O)/C(=O)NC2=O)Cl,Active,54,http://www.jhicc.org/,,58.645
1317,4260179,2195245,C1=CC=C(C=C1)OCCCC2=NC(=NO2)C3=CC=NC=C3,Active,54,http://www.jhicc.org/,,58.765
1318,845284,647624,CC#CCN(CC#CC)S(=O)(=O)C1=CC(=C(C=C1)N2C=NN=N2)OC,Active,53,http://www.jhicc.org/,,59.225
1319,26730256,135545034,C1=CC=C(C=C1)CSC2=NC=CC(=N2)/C=N/O,Active,53,http://www.jhicc.org/,,59.15
1320,49641805,3132650,COC1=CC=C(C=C1)C(=O)NNC(=S)NC(=O)C2=CC=CC=C2,Active,53,http://www.jhicc.org/,,59.595
1321,26660930,135404079,COC1=C(C=C(C=C1)/C=C/2\C(=O)N/C(=N\S(=O)(=O)CC3=CC=CC=C3)/S2)OC,Active,53,http://www.jhicc.org/,,59.2
1322,4263327,620880,C1=CC(=CC=C1O)OC2=C(C=C(C=N2)Cl)Cl,Active,53,http://www.jhicc.org/,,59.21
1323,17415048,2183360,CCC1=CC=C(C=C1)N2C(=O)/C(=C\C3=CC(=C(C=C3)OC(=O)C4=CC=CS4)OCC)/C(=O)NC2=O,Active,53,http://www.jhicc.org/,,59.085
1324,14744987,2118296,CCN(CC(=O)NCC1=CC=CS1)S(=O)(=O)C2=CC=C(C=C2)C(C)C,Active,53,http://www.jhicc.org/,,59.565
1325,24797141,135433318,C1=CC(=CC=C1C2=C(C=NN2)/C=N/NC(=O)C3=CC=C(C=C3)[N+](=O)[O-])Cl,Active,53,http://www.jhicc.org/,,59.545
1326,26727838,2747503,CC(C)N1C2=C(C=C(C=C2)C(F)(F)F)NC1=S,Active,53,http://www.jhicc.org/,,59.345
1327,24787769,5667816,C1=CC=C(C=C1)N2C(=O)/C(=C/C3=CN(N=C3C4=CC=C(C=C4)F)CCC#N)/NC2=S,Active,53,http://www.jhicc.org/,,59.69
1328,49718320,24790099,CC1=NON=C1C(=O)N2CCCC(C2)C(=O)C3=CC=C(C=C3)SC,Active,53,http://www.jhicc.org/,,59.585
1329,17507900,1078203,CC1=C(C(=C(C=C1)C)OCC(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=CC=CC=N3)C,Active,53,http://www.jhicc.org/,,59.235
1330,3712614,2998094,C=CCSC1=NC2=CC=CC=C2N1CC3=NN=C(O3)C4=CC=CS4,Active,53,http://www.jhicc.org/,,59.49
1331,24837980,2095860,C1CN(CCN1C2=CC=C(C=C2)F)S(=O)(=O)C3=C(C=CC(=C3)C(=O)OCC(=O)N)Cl,Active,53,http://www.jhicc.org/,,59.36
1332,49829284,5891548,C1=CC=C(C=C1)C(=O)N/C(=C/C2=CC=C(C=C2)Br)/C(=O)NCCCN3C=CN=C3,Active,53,http://www.jhicc.org/,,59.44
1333,47199581,6463276,CC1=C(C=C(C=C1)C(=O)NC2=CC=CC=C2C)S(=O)(=O)N3CCN(CC3)C,Active,53,http://www.jhicc.org/,,59.145
1334,47196237,2164585,C1=CC=C2C(=C1)N=CC(=N2)NS(=O)(=O)C3=CC=C(C=C3)NC(=O)C4=CC(=C(C=C4)Cl)[N+](=O)[O-],Active,53,http://www.jhicc.org/,,59.615
1335,49825790,986562,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=C(C4=C(O3)C=CC(=C4)Cl)C,Active,53,http://www.jhicc.org/,,59.395
1336,56436694,24978598,CC1=CN(N=N1)[C@@H]([C@@H](C)O)C(=O)NCCCCCCCCCCC(=O)N2CCN(CC2)C(=O)OC(C)(C)C,Active,53,http://www.jhicc.org/,,59.68
1337,49821966,6459661,CC1=CC=C(C=C1)C(=O)NCC(=O)N2CCC(CC2)CC3=CC=CC=C3,Active,53,http://www.jhicc.org/,,59.2
1338,24824988,2502748,CN(CC1=CC(=C(C=C1)OC(F)F)OC)CC2=CC(=O)N3C=CSC3=N2,Active,53,http://www.jhicc.org/,,59.39
1339,49670048,6618300,COC1=CC=C(C=C1)/C(=C/2\C(N(C(=O)C2=O)C3=CC=CC=N3)C4=CC(=CC=C4)Cl)/O,Active,53,http://www.jhicc.org/,,59.14
1340,49643521,1948833,COC1=CC=C(C=C1)C2=CSC3=NC=NC(=C23)NCCCO,Active,53,http://www.jhicc.org/,,59.46
1341,26666995,1874542,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC(=S)NNC(=O)C3=CC=CO3,Active,53,http://www.jhicc.org/,,59.255
1342,22413481,1224430,COC1=CC=C(C=C1)OCC(=O)NC(=S)NC2=CC=CC=C2F,Active,53,http://www.jhicc.org/,,59.48
1343,4255352,2193992,CCOC1=CC=C(C=C1)N2C(=NN=C2SCC=C)C3=CC=NC=C3,Active,53,http://www.jhicc.org/,,59.205
1344,24828577,16196084,C1CC2=NN=C(N2C1)COC3=CC=CC=C3C4=CC=CC=C4.Br,Active,53,http://www.jhicc.org/,,59.595
1345,22403069,2492524,C1=CC(=CC=C1NCC2=CC(=O)N3C=CSC3=N2)Br,Active,53,http://www.jhicc.org/,,59.155
1346,49825829,24819033,CS(=O)(=O)C1=NN2C(=N)/C(=C\C3=CC=C(C=C3)OC(=O)C4=CC=CO4)/C(=O)N=C2S1,Active,52,http://www.jhicc.org/,,60.025
1347,24823596,135439773,C1=CC=C2C(=C1)C(=NS2(=O)=O)N/N=C/C3=C(C=CC(=C3)[N+](=O)[O-])O,Active,52,http://www.jhicc.org/,,60.125
1348,7970913,5050310,CCCCCN1C2=CC=CC=C2N=C1CCNC(=O)CCC,Active,52,http://www.jhicc.org/,,60.01
1349,26663468,14341469,CC[N+]1(CC2C(C3=C(C=C2C1)C4=CC=CC=C4C=C3)C)CC.[Br-],Active,52,http://www.jhicc.org/,,60.36
1350,24815759,16194745,C1CCCN(CC1)C(=O)CN2C=C(C3=CC=CC=C32)C(=O)C(=O)NCCCN4C=CN=C4,Active,52,http://www.jhicc.org/,,59.79
1351,24819141,54688246,C/C(=N\NC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-])/CC(C2=CC=CC=C2)C3=C(C4=CC=CC=C4OC3=O)O,Active,52,http://www.jhicc.org/,,59.835
1352,49644940,2881807,C=CN1C=C[N+](=C1)CC(=O)C2=CC=C(C=C2)C3=CC=CC=C3.[Br-],Active,52,http://www.jhicc.org/,,60.02
1353,49734219,1442810,CC1=CSC(=N1)NC(=O)CSC2=NC(=NC3=CC=CC=C32)C(C)C,Active,52,http://www.jhicc.org/,,60.165
1354,14732510,2882999,CC(C)(C)CC(C)(C)NCC(COC1=C(C=C(C=C1F)Br)F)O.Cl,Active,52,http://www.jhicc.org/,,60.105
1355,17412226,1230208,CC1=CC=C(C=C1)/C=C\2/C(=O)N(C(=S)S2)C3=C(N(N(C3=O)C4=CC=CC=C4)C)C,Active,52,http://www.jhicc.org/,,59.945
1356,24806634,5765522,C1=CC=C(C=C1)/C(=N/OC(=O)C2=CC=CC=C2[N+](=O)[O-])/C3=CC=NC=C3,Active,52,http://www.jhicc.org/,,60.07
1357,14732154,941561,CC1=CC=C(C=C1)CNC(=O)N[C@@H](CC2=CC=CC=C2)C(=O)O,Active,52,http://www.jhicc.org/,,59.87
1358,16953204,2426361,C1=CC=C(C(=C1)NC(=S)NNC2=C(C=C(C=N2)C(F)(F)F)Cl)F,Active,52,http://www.jhicc.org/,,60.155
1359,22408700,3334279,CC(C(=O)NC1=CC(=CC(=C1)Cl)Cl)OC(=O)CCN2C(=O)C3=C(C2=O)C(=CC=C3)[N+](=O)[O-],Active,52,http://www.jhicc.org/,,60.405
1360,26658738,5626807,CCOC1=C(C=C(C=C1)/C=C\2/C(=O)N(C(=S)S2)NS(=O)(=O)C3=CC=C(C=C3)C)OC,Active,52,http://www.jhicc.org/,,59.965
1361,49735130,46500279,CCCN(CCC)CC1=C(N=NN1C2=NON=C2N)C(=O)N/N=C/C(=C\C3=CC=CO3)/C,Active,52,http://www.jhicc.org/,,60.285
1362,22415215,1329609,CC1=C(C=C(C=C1)NC(=S)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CC=N4)C5=CC=CC=N5)C,Active,52,http://www.jhicc.org/,,60.22
1363,49722110,24791834,CC1CCN(CC1)S(=O)(=O)C2=NN=C(S2)NC(=O)C3=CC(=CC=C3)[N+](=O)[O-],Active,52,http://www.jhicc.org/,,60.295
1364,51089988,135853284,CC1CCCCC1NC(=O)C2=C(N=C3C=CC=CN3C2=O)O,Active,52,http://www.jhicc.org/,,60.3
1365,14746907,2493508,CC1=C(C(=NN1C2=CC=CC=C2)C)C(=O)OCC(=O)NC(=O)NC3CCCC3,Active,52,http://www.jhicc.org/,,60.31
1366,24781567,16187590,CCCNC(=O)N1CCCC(C1)C(=O)C2=CC(=CC=C2)Cl,Active,52,http://www.jhicc.org/,,59.92
1367,846330,135450641,CN1C(=CN=C1SCC2=NC3=CC=CC=C3C(=O)N2)C4=CC=CC=C4,Active,52,http://www.jhicc.org/,,60.01
1368,49715992,15990652,CC1CC2=C(N1C(=O)C)C=CC(=C2)S(=O)(=O)NCC3=CC=CC=C3Cl,Active,51,http://www.jhicc.org/,,61.01
1369,14720799,1101285,CC(C)(C)NS(=O)(=O)C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3C2=O,Active,51,http://www.jhicc.org/,,60.5
1370,17386658,843721,CC(C)C1=CC(=CS1)C(=O)NNC(=S)NCC2=CC=CC=C2,Active,51,http://www.jhicc.org/,,60.765
1371,26664248,1349495,CC1=CC(=C(N1C2=CC=C(C=C2)C(=O)O)C)/C=C/3\C(=O)NC(=O)N(C3=O)CC4=CC=CO4,Active,51,http://www.jhicc.org/,,60.525
1372,49736786,20859317,CCN1C=C(C(=O)C2=C1C=CC(=C2)S(=O)(=O)N(C)C3CCCCC3)C(=O)NCCCN(CC)CC,Active,51,http://www.jhicc.org/,,60.71
1373,17514263,7218011,CC1=NC(=NC=C1)SCC2=CC(=O)C(=CO2)OC(=O)C3=CC=CO3,Active,51,http://www.jhicc.org/,,60.675
1374,24841101,666687,CC1=C(C=CC2=C1NC(=O)C23[C@H]4[C@@H](C(N3)CCC(=O)N)C(=O)N(C4=O)CC5=CC=CC=C5OC)Cl,Active,51,http://www.jhicc.org/,,60.62
1375,50085802,1471755,C1=CC=C(C=C1)S(=O)(=O)CC2=CC(=NC(=N2)C3=CN=CC=C3)Cl,Active,51,http://www.jhicc.org/,,60.58
1376,49737654,2174064,CC1=C(C=C(C=C1)C(=O)NC2CCCCC2)S(=O)(=O)N3CCCC3,Active,51,http://www.jhicc.org/,,60.845
1377,14737923,3644807,CCCCN1C(=O)C2=C(C=CS2)N=C1SCC(=O)N3CCC(CC3)C,Active,51,http://www.jhicc.org/,,60.415
1378,24832900,2108621,C1CCC2=NN=C(N2CC1)C3=CC(=CC=C3)NC(=S)NCCCN4CCOCC4,Active,51,http://www.jhicc.org/,,60.765
1379,26658497,1034495,CC(C)CC1=CSC(=C1C(=O)O)NC(=O)C2=CC=C(C=C2)Br,Active,51,http://www.jhicc.org/,,60.865
1380,3716273,2999537,CC1=CSC(=N1)C(C#N)C(=O)C2=CC3=CC=CC=C3O2,Active,51,http://www.jhicc.org/,,60.885
1381,17416162,97158,C1CCN(CC1)C2=NC=C(C=C2)[N+](=O)[O-],Active,51,http://www.jhicc.org/,,60.425
1382,47194645,23723099,CCC(=S)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3.C(=C\C(=O)O)\C(=O)O,Active,51,http://www.jhicc.org/,,60.925
1383,14727649,825840,CN(C)C1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2)O)O,Active,51,http://www.jhicc.org/,,60.655
1384,49647771,3818445,CC1CCCN(C1)CC(=O)C2=C(NC3=CC=CC=C32)C,Active,51,http://www.jhicc.org/,,60.9
1385,24823184,4317171,C1=CC=C(C=C1)N=C2C3=C(C=C(C=C3[N+](=O)[O-])[N+](=O)[O-])N(N2C4=CC=CC=C4)O,Active,51,http://www.jhicc.org/,,60.84
1386,26663384,759325,CC1=NC(=C(N1CC2=CC=CC=C2)Br)[N+](=O)[O-],Active,51,http://www.jhicc.org/,,60.705
1387,24796550,135433308,CC1=C(C(=CC=C1)NC(=O)C2=NNC(=C2Br)[N+](=O)[O-])C,Active,51,http://www.jhicc.org/,,60.635
1388,14726243,721007,CC1=CC2=C(C=C1)N=CN=C2NC3=CC=CC=C3OC,Active,51,http://www.jhicc.org/,,60.63
1389,26671424,1948239,C1=CC2=C(C=C1O)C(=O)C(=CO2)C=C3C(=O)NC(=O)NC3=O,Active,51,http://www.jhicc.org/,,60.465
1390,14724997,5440377,CC1=CC=C(C=C1)C(=O)N/C(=C/C2=CC=CO2)/C(=O)NC3=CC=CC(=C3)C,Active,50,http://www.jhicc.org/,,61.575
1391,16952630,4435931,CC1=C(N2C=CC=CC2=N1)P(=S)(N3CCCCC3)N4CCCCC4,Active,50,http://www.jhicc.org/,,61.14
1392,24790927,2258032,CC1=C(C=C(O1)C2=CC=CC=C2)C(=O)NC3=CC=CC(=C3)/C=C\C(=O)O,Active,50,http://www.jhicc.org/,,61.335
1393,49641680,730978,CC(C)(C)C(=O)OC1=CC=CC(=C1)NC2=NC=NC3=CC=CC=C32,Active,50,http://www.jhicc.org/,,61.23
1394,26657726,4001143,C1CC2=C(C1)SC(=C2C(=O)N)NC(=O)CN3C(=O)C(NC3=O)CC4=CC=CC=C4,Active,50,http://www.jhicc.org/,,61.575
1395,17407174,11958475,CC(C)C1=CC=C(C=C1)SCC2=NOC(=C2C(=O)O)C(=O)NCC=C,Active,50,http://www.jhicc.org/,,61.065
1396,17504188,12004477,CCOC1=CC=CC(=C1)C2=NN(C=C2/C=C(/C#N)\C(=O)NCCCN3C=CN=C3)C4=CC=CC=C4,Active,50,http://www.jhicc.org/,,61.215
1397,17431809,1336233,CCCC(=O)NC1=CC(=CC=C1)NC(=O)C2=C(C=C(C=C2)[N+](=O)[O-])Cl,Active,50,http://www.jhicc.org/,,61.32
1398,24791704,5022720,C1=CC=C(C=C1)NS(=O)(=O)C2=CC(=C(C=C2)N3C=C(C=N3)C(=O)C4=C(C=CC(=C4)F)O)[N+](=O)[O-],Active,50,http://www.jhicc.org/,,61.115
1399,26730957,2819808,CC(C)SC1=C(C(=C(S1)C(=O)O)C2=CC=C(C=C2)Cl)C#N,Active,50,http://www.jhicc.org/,,61.4
1400,24816136,1534752,CC1=CC=CC=C1NC(=S)NNC(=O)C2=CC=NC=C2,Active,50,http://www.jhicc.org/,,61.315
1401,24784497,1726520,CCCCOC(=O)C1=CC=C(C=C1)NC(=O)C2=CC(=C(C=C2C(=O)O)Cl)Cl,Active,50,http://www.jhicc.org/,,61.07
1402,49670608,3984426,C1=CC(=CN=C1)N=CC2=C(C(=CC(=C2)Br)Br)O,Active,50,http://www.jhicc.org/,,61.59
1403,49665133,8073064,CC1=C(N(C2=NC=NC(=C12)NN)CCC3=CC=CC=C3)C,Active,50,http://www.jhicc.org/,,61.075
1404,49720730,24791384,CC(C)N1CCC(CC1)OC2=C(C=CC(=C2)C(=O)N3CCCC(C3)O)OC,Active,50,http://www.jhicc.org/,,61.54
1405,24798553,16190224,CC1=CC2=C(C=C1)C(=C(O2)C(=O)N3CCC(CC3)N4CCC(CC4)C(=O)NC5CC5)C,Active,50,http://www.jhicc.org/,,61.615
1406,56463420,25102631,CC1=CC=C(C=C1)S(=O)(=O)N2[C@@H](CC=C([C@@H]2C3=CC=C(C=C3)Cl)C(=O)O)C4=CC=C(C=C4)Cl,Active,50,http://www.jhicc.org/,,61.6
1407,49722033,16014037,CCC1=CC2=C(C=C1)OC(=C2C)C(=O)NCC(C3=CC=C(C=C3)OC)N4CCCCC4,Active,50,http://www.jhicc.org/,,61.245
1408,14743192,4886402,CC1=NC2=C(C=NN2C(=C1)NCCCN3C=CN=C3)C4=CC=C(C=C4)Cl,Active,50,http://www.jhicc.org/,,61.28
1409,14729401,1928808,CN1C(=NN=C1SCC(=O)N2CCN(CC2)C3=CC=CC=C3)C4=CC=CC=C4,Active,50,http://www.jhicc.org/,,61.565
1410,856372,657741,CCCC1=CC(=C(C=C1O)O)C(=O)CC2=CC=C(C=C2)F,Active,50,http://www.jhicc.org/,,61.625
1411,24824552,1491023,CN1CCN(CC1)CC2=CC(=C(C=C2)SC3=CC=C(C=C3)Cl)[N+](=O)[O-],Active,50,http://www.jhicc.org/,,61.07
1412,17509819,21157862,CCC1=CC=C(C=C1)N2C(=CC(=C2C)/C=N/NC(=O)OC)C,Active,49,http://www.jhicc.org/,,61.67
1413,56463385,16656468,CCOC1=CC=C(C=C1)[C@@H]2CC=C([C@@H](N2S(=O)(=O)C3=CC=C(C=C3)C)C4=CC(=CC=C4)Cl)C(=O)O,Active,49,http://www.jhicc.org/,,61.76
1414,17411539,1482007,C1=CC=C(C=C1)C2=CSC(=N2)NNC(=O)C3=CC=CC=C3,Active,49,http://www.jhicc.org/,,61.83
