PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,avPercentage
RESULT_TYPE,,,,,,,,FLOAT
RESULT_DESCR,,,,,,,,Percentage of the test compound readout over those of negative controls at a concentration of 10 uM.
RESULT_UNIT,,,,,,,,NONE
RESULT_ATTR_CONC_MICROMOL,,,,,,,,10
1109,17433523,738225,CC1=CC2=C(C=C1)N=C(S2)NC(=S)NC(=O)C3=CC=CO3,Inactive,0,,,0
1110,26670304,16246215,CCN(CC)S(=O)(=O)C1=CC=CC(=C1)C(=O)N[C@@H](C(C)C)C(=O)NNC(=O)C2=CC=CC=C2,Inactive,0,,,0
1111,24792641,2792304,CC1CCC2=C(C1)SC3=C2C(=NC=N3)SCC(=O)C,Inactive,0,,,0
1112,17413221,2965319,CC(C)OC1=CC=C(C=C1)CNC(=O)CC(C2=CC=CC=C2)C3=C(C=CC(=C3)Cl)O,Inactive,0,,,0
1113,24791132,1247478,CC1=CC=CC=C1CN2C(=C(C(=N2)C)NC(=O)C3=CC=CC=C3)C,Inactive,0,,,0
1114,26657997,3748081,CC(C)N1C(=O)C2=C(NC1=S)SC=C2C3=CC=CS3,Inactive,0,,,0
1115,7972491,1348179,C1=CC(=CC(=C1)OC(F)(F)F)NC(=O)C2=CC=C(O2)Br,Inactive,0,,,0
1116,4245502,709854,C1CC2=C(C(=C(C=C2Cl)Cl)O)NC1,Inactive,0,,,0
1117,842842,645119,CCC(=O)N(CC)C1=NC(=CS1)C2=CC=C(C=C2)OC,Inactive,0,,,0
1118,24782671,1380898,C1=CC=C(C=C1)CCNC2=CC=NC3=CC4=CC=CC=C4C=C23,Inactive,0,,,0
1119,24806910,2834416,CC1CCC(C(C1)OC(=O)CN2C3=CC=CC=C3[N+](=C2C4=CC=C(C=C4)OC)C)C(C)C.[Cl-],Inactive,0,,,0
1120,17410667,3845000,C1=CC=C(C=C1)C(CNCC2=CC=C(C=C2)F)(C3=CC=C(C=C3)F)O,Inactive,0,,,0
1121,24830749,3456531,C1=CC=C(C=C1)NC(=O)NC2=NC=C(S2)[N+](=O)[O-],Inactive,0,,,0
1122,4260768,5322315,C1CCC2=C(C1)C3=C(C=C(C=C3)O)OC2=O,Inactive,0,,,0
1123,14743040,1971650,CC1=CC=C(C=C1)S(=O)(=O)C2=C(N(C3=NC4=CC=CC=C4N=C23)NC(=O)C5=CC=CC=C5C)N,Inactive,0,,,0
1124,847724,650133,CCN1C(=NN=C1SCC(=O)OCC2=CC=CC=C2)C3=CC=CO3,Inactive,0,,,0
1125,17402442,2769015,COC1=CC=C(C=C1)C(=O)NC2=NC=C3CCC4=CC=CC=C4C3=N2,Inactive,0,,,0
1126,49671328,2741131,C1C2CC3CC1CC(C2)(C3)CC(=O)NC4=C(C=CC=C4F)F,Inactive,0,,,0
1127,49671644,2727268,CC1=CC(=C(C=C1)N=C(C2=C(C=CN=C2)C(F)(F)F)NO)C,Inactive,0,,,0
1128,24816361,1098277,C1CCN(CC1)CC(=O)NNC2=NC3=C(C=C(C=C3)Cl)C(=N2)C4=CC=CC=C4,Inactive,0,,,0
1129,49713817,135693574,CCN1C(=C([C@@H](NC1=NCCC2=CC=CS2)C3=CC=CS3)C(=O)OC)C,Inactive,0,,,0
1130,856662,658014,CCN1C(=O)C2=C(N=C1SC(C)C(=O)O)SC3=C2CCC3,Inactive,0,,,0
1131,24838696,1152583,C1CN(CCN1CC2=CC=CC=C2)C(=O)CSC3=NC(=CC(=N3)C(F)(F)F)C4=CC=CO4,Inactive,0,,,0
1132,47196270,2932429,CC1=CC(=C(C=C1)NC(=O)C2CC2C3=CC=CC=C3)[N+](=O)[O-],Inactive,0,,,0
1133,49641671,135495848,CC(C)(C)C1=NN(C2=C1C=C(C(=O)N2)C=O)C3=CC=CC=C3,Inactive,0,,,0
1134,855746,2247,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,Inactive,0,,,0
1135,856512,657871,CC1=CC=C(O1)C2=C(C(=NC3=C2CCCC3)SCC(=O)OC)C#N,Inactive,0,,,0
1136,24816696,7151250,C1CSC2=NC(=CN21)C3=CC(=CC=C3)NC(=O)CC4=CC=C(C=C4)F,Inactive,0,,,0
1137,845256,647596,CC(C)NC1=NC(=NC(=N1)OC2=CC=C(C=C2)C(=O)OC)N(C)C,Inactive,0,,,0
1138,14729305,2234251,CSC1=NC=C(C(=N1)C(=O)NC2=NN=C(S2)SC/C=C/C3=CC=CC=C3)Cl,Inactive,0,,,0
1139,17413940,2968126,CCCN(CCC)C(=S)NC(=O)C1=C(C=C(C=C1)Cl)Cl,Inactive,0,,,0
1140,3713021,2123184,CCCN1C(=C(C(=O)N(C1=O)C)C2=NC(=C(S2)C(=O)C3=CC=CC=C3)C4=CC=CO4)N,Inactive,0,,,0
1141,49646760,921983,CCC(CC)(C(=O)N(C1=CC=C(C=C1)C)NC2=CC=C(C=C2)C)O,Inactive,0,,,0
1142,22401555,7109977,C1=CC(=C2C(=C1)SC(=N2)NC3=NC4=C(C=CC=C4S3)F)F,Inactive,0,,,0
1143,49649513,4773837,CC1=C(N2C(C(C2=O)NC(=O)C3=CC=CC=C3Cl)SC1)C(=O)O,Inactive,0,,,0
1144,24805894,2921617,C1=CC=C(C=C1)C2C=CC(C3C2C(=O)N(C3=O)NC(=O)C4=CC=NC=C4)C5=CC=CC=C5,Inactive,0,,,0
1145,24822422,9593792,CC1=NNC(=O)C1CC(=O)N/N=C/C=C/C2=CC=CC=C2,Inactive,0,,,0
1146,14739123,1311440,CCOC(=O)C1=C(SC2=C1CCCC2)NS(=O)(=O)CC3=CC=CC=C3,Inactive,0,,,0
1147,24819551,1485939,CC1=CC=C(C=C1)S(=O)(=O)C2=C(CS(=O)(=O)C2)C(=O)C,Inactive,0,,,0
1148,26732603,445639,CCCCCCCC/C=C\CCCCCCCC(=O)O,Inactive,0,,,0
1149,49725686,2833089,C1=CC=C(C(=C1)NC(=S)NC(=O)C2=CC=CO2)Cl,Inactive,0,,,0
1150,24820236,4317690,C1=CC=C(C=C1)C2=NC3=C(C=C(C=C3)Cl)C(=O)N2O,Inactive,0,,,0
1151,49730065,3117688,CCC1=CC=C(C=C1)NC(=O)C(=O)NNC(=O)C2=CC(=CC=C2)OC,Inactive,0,,,0
1152,24818445,1475496,COC1=CC=C(C=C1)NC(=S)NC(=O)C2=CSN=N2,Inactive,0,,,0
1153,7977312,2794059,CC(C1=CC=CC=C1)NC(=O)NC2=CC=CC=C2,Inactive,0,,,0
1154,17401337,11838418,CCC1(CC2=C(CO1)SC3=C2C(=O)N(N=N3)CC(=O)NC4=CC=C(C=C4)Cl)C,Inactive,0,,,0
1155,24835363,2333441,CN(C1=CC=C(C=C1)OCC(=O)NCCC2=CC=C(C=C2)OC)S(=O)(=O)C3=CC=C(C=C3)Cl,Inactive,0,,,0
1156,847712,650121,C1C2CC3CC1CC(C2)(C3)NC(=O)CC4=CC=C(C=C4)N5C=NN=N5,Inactive,0,,,0
1157,17415357,780021,CCOC(=S)NC(=O)C1=C(C2=CC=CC=C2S1)Cl,Inactive,0,,,0
1158,49647529,938619,CCN1C2=NC3=C(C=CC=C3C=C2C(=N1)NC(=O)CC(C)C)C,Inactive,0,,,0
1159,17408908,3127356,CC1=CC(=C(C=C1)OC)NC(=O)C(=O)NNC(=O)C2=CC=CO2,Inactive,0,,,0
1160,49649398,759999,C1CCC2=C(C1)C(=C(S2)NC(=O)C3=CC(=CC=C3)Cl)C(=O)O,Inactive,0,,,0
1161,24786821,4128885,COC1=CC=C(C=C1)CC(=O)NC2=CC=CC=C2OC3=CC=CC=C3,Inactive,0,,,0
1162,49669464,2854758,CC1=C(C(NC(=O)N1)C2=CC(=CC=C2)O)C(=O)OCC3CCCCC3,Inactive,0,,,0
1163,26669888,16264564,C/C(=C(/C#N)\C(=O)CSC1=NC2=CC=CC=C2C(=O)N1CC3=CC=C(C=C3)F)/N,Inactive,0,,,0
1164,49644788,3129074,CC1=CC2=C(C=C1)N3CCN(C4C3=C2CCC4)C(=O)CCl,Inactive,0,,,0
1165,24796094,1281395,CC1=CC=C(O1)C2=CSC3=C2C(=O)N(C(=N3)SCC(=O)N)CC=C,Inactive,0,,,0
1166,26665554,9566818,C1=CC=C2C(=C1)N=C(S2)N/N=C/C3=CC=CC=N3,Inactive,0,,,0
1167,17412713,716779,C1CCN(CC1)C2=CC=C(C=C2)NC(=S)NC(=O)C3=CC=CS3,Inactive,0,,,0
1168,4250780,3244543,CC1=CC(=C(C2=C1C=CC(=N2)N)O)C,Inactive,0,,,0
1169,24821202,712206,CC1=C(SC2=C1C(=S)NC=N2)C3=CC=CC=C3,Inactive,0,,,0
1170,49713803,135693561,CC1=C([C@@H](NC(=NCC(C)C)N1CC2=CC=CC=C2)C3=CC=CC=C3)C(=O)OC,Inactive,0,,,0
1171,49713814,135693572,CC1=C([C@@H](NC(=NCCC2=CN=CC=C2)N1CC3=CC=CC=C3)C4=CC=CC=C4)C(=O)OC,Inactive,0,,,0
1172,47200312,23724156,C1CCN(CC1)C2=C(C=C3C(=C2)N(C(=N3)C4CCCN4C5=NC(=CS5)C6=CC=C(C=C6)F)CCCO)Cl,Inactive,0,,,0
1173,859281,660579,C1=CC=C2C(=C1)N(C(=O)C(=[N+]2[O-])C3=CC=C(C=C3)Cl)O,Inactive,0,,,0
1174,47200247,23724143,C1CCN(CC1)C2=C(C=C3C(=C2)N(C(=N3)C4CCCN4C5=NC(=CS5)C6=CC=C(C=C6)Cl)CCCO)Cl,Inactive,0,,,0
1175,47200259,23724146,C1CCN(CC1)C2=C(C=C3C(=C2)N(C(=N3)C4CCCN4C5=NC(=CS5)C6=CC(=C(C(=C6)Cl)N)Cl)CCOCCO)Cl,Inactive,0,,,0
1176,24813434,860210,COC1=CC=C(C=C1)C2=NC(=S)C3=C(N2)C4=CC=CC=C4C=C3,Inactive,0,,,0
1177,24841373,3746307,CN1C(=O)C2=C(NC1=S)SC=C2C3=CC=CS3,Inactive,0,,,0
1178,24794233,2231436,CCCN(CC1=CC=CC=C1)C(=S)NC(=O)C2=CC=CC=C2[N+](=O)[O-],Inactive,0,,,0
1179,26665593,6859360,C1=CC=C(C=C1)/C=C(/C=N/N2C(=NNC2=S)C3=CC=CO3)\Cl,Inactive,0,,,0
1180,4246228,3240606,CCOC(=O)C1=C2NC(=O)C3=C(N2C(=S)S1)C=C(C=C3)C(=O)OC,Inactive,0,,,0
1181,844488,646816,C1=CC=C(C=C1)CSC2=NN=C(O2)CNC3=CC(=CC=C3)Cl,Inactive,0,,,0
1182,24782416,1414561,C=CCN1C(=O)C2=C(NC1=S)SC=C2C3=CC=CS3,Inactive,0,,,0
1183,4249546,3243485,C1C(=O)N(C(S1)C2=CC=CC=C2F)C3=C(C=CC(=C3)Cl)O,Inactive,0,,,0
1184,17431845,2894113,C1CN(CCN1C2=C(C=C(C=C2)Cl)[N+](=O)[O-])C(=S)NC(=O)C3=CC=CS3,Inactive,0,,,0
1185,4240488,3235590,CN1C2=C(C=CC(=C2)Cl)C(=CC1=O)SCC(=O)NCC3CCCO3,Inactive,0,,,0
1186,26663570,946469,CCN1C2=NC3=C(C=CC=C3C=C2C(=N1)NC(=O)C4=CC=CC=C4)C,Inactive,0,,,0
1187,14730147,2971525,CC(C(C)(C)C)NC(=O)C1=CC=NC=C1,Inactive,0,,,0
1188,17412356,2865076,CC(C)CC1=NN(C(C1)(C(=O)OC)O)C(=O)C2=CC=CC=C2,Inactive,0,,,0
1189,26661737,695469,CC(C)(C)C1=CC=C(C=C1)/C=C/2\C(=O)N=C(S2)N3CCCC3,Inactive,0,,,0
1190,4255218,1152678,C1CSCCN1C(=O)CSC2=NC(=CC(=N2)C(F)(F)F)C3=CC=CO3,Inactive,0,,,0
1191,24828528,711186,CC1=C(C2=C(S1)N=CNC2=S)C3=CC=CC=C3,Inactive,0,,,0
1192,24818446,1475498,C1=CC(=CC(=C1)NC(=S)NC(=O)C2=CSN=N2)C(F)(F)F,Inactive,0,,,0
1193,24790188,1102901,C1=CC(=CC=C1N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=CC=C(C=C6)O)C2=O)O,Inactive,0,,,0
1194,22410431,9663711,CC1=NN(C(=C1/C=N/NC2=CC=CC(=C2)C(=O)O)Cl)C3=CC=CC(=C3)C(F)(F)F,Inactive,0,,,0
1195,14731473,3739152,C1CC(=C(C1)NNC(=O)C2=CC=CC=C2Cl)C(=O)C(F)(F)F,Inactive,0,,,0
1196,14730375,1830783,CCCC1=NC2=C(C3=C(S2)CCCC3)C(=O)N1NC(=O)CCCl,Inactive,0,,,0
1197,14730411,1387044,CC1(CC2=C(CO1)C(=NC3=C2C(=NS3)NC(=O)C4=CC=CC=C4)N5CCOCC5)C,Inactive,0,,,0
1198,56316382,9109692,CC1=CC(=C(S1)C)C(=O)CCC(=O)N2CCN(CC2)S(=O)(=O)C3=CC=CC=C3,Inactive,0,,,0
1199,24830947,2398042,CC1=C(SC2=C1C(=S)NC(=N2)CN3CCOCC3)C,Inactive,0,,,0
1200,17411131,1478799,CCC(=O)OCC1=C(N(N=C1C(F)(F)F)C)OC2=CC=CC(=C2)C(F)(F)F,Inactive,0,,,0
1201,14730793,2216203,CC(C)C1=C(C=CC(=C1)Br)OCCCN2C(=O)C(NC2=O)(C)C,Inactive,0,,,0
1202,49825422,797893,CC1=C(C=C(C=C1)OCC(=O)NC2CCCCCC2)C,Inactive,0,,,0
1203,49819290,9567405,C1CCC(CC1)CC(=O)O/N=C(/C2=CC(=CC=C2)Br)\N,Inactive,0,,,0
1204,49818960,975641,C1=CC=C(C=C1)SCC2=CC=C(C=C2)NC(=O)C3=CC=CO3,Inactive,0,,,0
1205,16952576,5196684,CCOC1=CC(=C(C=C1NC(=O)CC2=CC=CC3=CC=CC=C32)OCC)N4CCOCC4,Inactive,0,,,0
1206,4256304,877334,CC1=C(C=CO1)C(=O)NC2=CC=CC3=CC=CC=C32,Inactive,0,,,0
1207,49823542,17283487,CCC(C1=CC=C(C=C1)C(C)C)NC(=S)NC2CCCCC2,Inactive,0,,,0
1208,3713540,2432838,C1=CC=NC(=C1)CCNS(=O)(=O)C2=CC(=C(C=C2)F)F,Inactive,0,,,0
1209,50086455,996010,CC1=NN(C(=C1Cl)C(=O)NC(=S)NC2=CC=CC=C2Br)C,Inactive,0,,,0
1210,51090336,7110281,CCC1=NC2=C(C(=N1)SCC(=O)N3CCCCC3)C(=O)N(C(=O)N2C)C,Inactive,0,,,0
1211,26669496,16682565,CC(=O)O.C1CCCCCC(=NN=C(N)N)CCCCC1,Inactive,0,,,0
1212,24790344,2884240,COC(=O)C1=NN(C(C1)(C2=CC=C(C=C2)Cl)O)C(=O)C3=CC(=CC=C3)Br,Inactive,0,,,0
1213,24806374,801958,CC1=CC=CC=C1C(=O)NC(=S)NC2=NC(=C(S2)C(=O)OC)C,Inactive,0,,,0
1214,51090686,7527023,CCN(C1=CC=CC(=C1)C)S(=O)(=O)C2=CC3=C4C(=C2)CCC(=O)N4CCC3,Inactive,0,,,0
1215,51089870,24892561,CCOC(=O)C1=CC(=CC=C1)[N+]2=C(C=C(C=C2C3=CC=CC=C3)C4=CC=CC=C4)C5=CC=CC=C5.[O-]Cl(=O)(=O)=O,Inactive,0,,,0
1216,24817050,135448492,CSC1=NC2=C(C(CC(=O)N2)C3=CC=C(C=C3)Cl)C(=O)N1,Inactive,0,,,0
1217,24797009,833604,CC1=CC(=CC=C1)NC(=S)NC(=O)C2=CC=C(O2)Br,Inactive,0,,,0
1218,24828643,2344028,C1CCC(=CC1)CCNC(=S)NC(=O)C2=CC=CO2,Inactive,0,,,0
1219,24834746,3000729,C1=CC=C(C=C1)C2=CSC(=S)N2,Inactive,0,,,0
1220,49715695,16002628,COC1=CC=CC(=C1)CNC(=O)C2CCN(CC2)S(=O)(=O)C3=CC=C(S3)Br,Inactive,0,,,0
1221,49827686,24687859,CCCN1C(=O)C2=C(N=C1SCC(=O)N3CCN(CC3)C(=O)C)SC4=C2CCC4,Inactive,0,,,0
1222,49724090,5724588,C/C(=N/NC(=O)C1=CC2=CC=CC=C2C=C1O)/C3=CC=CO3,Inactive,0,,,0
1223,17415462,2218273,CC1=CC=CC=C1C(=O)NNC(=O)C(=O)NC2=C(C(=CC=C2)Cl)C,Inactive,0,,,0
1224,49824082,16379273,CC1=CC(=CC=C1)NC(=O)NCC2=CC3=C(C=C2)OCO3,Inactive,0,,,0
1225,17413737,2255475,COC1=CC(=C(C=C1)NC(=O)C(=O)NNC(=O)C2=CC=CS2)OC,Inactive,0,,,0
1226,49724825,2130911,C1=CC=C(C(=C1)CN2C3=CC=CC=C3/C(=C\4/C(=O)N(C(=S)S4)CC(=O)O)/C2=O)Cl,Inactive,0,,,0
1227,22404749,6110289,CC1=C(C=C(C=C1)/C=C/C(=O)C2=C(C(=O)C=CC=C2)O)C,Inactive,0,,,0
1228,49668331,24761366,CC(=O)N(C1=CC=C(C=C1)C(=O)O)C2=C(C(=O)C3=CC=CC=C3C2=O)Cl,Inactive,0,,,0
1229,49673125,2317221,C1=COC(=C1)/C=C/C(=O)/C=C/C2=CC=C(C=C2)[N+](=O)[O-],Inactive,0,,,0
1230,17411059,1488444,C1=CC(=C(C=C1Cl)S(=O)(=O)NC2=NC(=CS2)C3=C(C=CS3)Cl)Cl,Inactive,0,,,0
1231,24829507,2343331,COCCNC(=O)/C(=C/C1=CC(=C(C=C1)OC(=O)C2=CC=CS2)OC)/C#N,Inactive,0,,,0
1232,14727455,5411556,CC(C)CN1C(=O)/C(=C/C2=CC=CS2)/NC1=S,Inactive,0,,,0
1233,49649039,2785126,CC1=CC(=C(C=C1)O)C(=O)CC(=O)C2=CC=C(C=C2)Cl,Inactive,0,,,0
1234,864845,666093,CC1=NC2=C(C=NN2C(=C1)NCCOCCO)C3=CC=C(C=C3)Cl,Inactive,0,,,0
1235,56318692,24980451,CCN(C1=CC=CC=C1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=CC=NC=C3,Inactive,0,,,0
1236,56319328,18282681,CCOC1=CC=C(C=C1)OC2=CC=CC=C2NC(=O)CN3C(=O)C4(CCCC4)NC3=O,Inactive,0,,,0
1237,24790661,955780,CCC1=CC=C(C=C1)S(=O)(=O)NC(=S)NC2CCCCC2,Inactive,0,,,0
1238,24803448,739340,CCN(CC)C1=CC=C(C=C1)NC(=S)NC(=O)C2=CC=CO2,Inactive,0,,,0
1239,49819498,24817877,C1CC(CN(C1)CC2=CC=C(C=C2)OC(F)F)C(=O)C3=CC4=C(C=C3)OCO4,Inactive,0,,,0
1240,14734214,4058988,COC1=CC=CC=C1CNC(=O)CSCC2=C(N(N=C2)C3=CC=CC=C3)N4C=CC=C4,Inactive,0,,,0
1241,24823972,65751,CCCCCC1=C(C(=CC2=C1OC3=CC(=CC(=C3C(=O)O2)CC(=O)CCCCC)O)O)C(=O)O,Inactive,0,,,0
1242,17401660,738863,C1=CC=C2C(=C1)C(=O)N=C(S2)NC(=O)C3=CC=C(C=C3)Cl,Inactive,0,,,0
1243,26670661,135607695,C1COCCN1S(=O)(=O)C2=CC=C(C=C2)NC(=S)N/N=C/C3=C(C(=CC(=C3)Cl)[N+](=O)[O-])O,Inactive,0,,,0
1244,49668821,135696954,CCOC1=C(C(=CC(=C1)/C=C\2/C(=NOC2=O)C3=CC=CC=C3)Br)O,Inactive,0,,,0
1245,24795950,2985711,C1CC1C2=NN(C(C2)(C(F)(F)F)O)C(=O)C3=CC=NC=C3,Inactive,0,,,0
1246,49668274,135696955,COC1=C(C(=CC(=C1)/C=C\2/C(=NOC2=O)C3=CC=CC=C3)Br)O,Inactive,0,,,0
1247,49676400,7189877,CC(C)C1=CC2=C(C=C1)N=C(S2)NC(=O)C3CC3,Inactive,0,,,0
1248,24797629,135431552,C1=CSC(=C1)C2=C(C(=O)NC(=N2)SCC3=CC=C(C=C3)Cl)C#N,Inactive,0,,,0
1249,24829627,3715206,CCN1C(=O)C2=C(NC1=S)SC=C2C3=CC=CS3,Inactive,0,,,0
1250,17414696,2952534,C1CN(CCN1C2=C(C=CC=C2Cl)[N+](=O)[O-])C(=S)NC(=O)C3=CC=CS3,Inactive,0,,,0
1251,3715009,2366984,CC1=CC(=C(O1)C)C(=O)OCC(=O)NC2=CC=C(C=C2)F,Inactive,0,,,0
1252,14725337,9549544,CCOCC1=CN(C(=NC1=N)C)CC(=O)C2=CC=C(C=C2)[N+](=O)[O-].Br,Inactive,0,,,0
1253,859486,135449602,CC1=NN=C(N1/N=C/C2=C(C(=CC(=C2)Br)Br)O)C,Inactive,0,,,0
1254,49648663,2278515,CN(C)C1=CC=C(C2=CC=CC=C21)NC(=O)CC3=CC=CC=C3,Inactive,0,,,0
1255,14745680,2395593,CC1=NN(C2=C1C=C(S2)C(=O)C3=C(N(C(=O)N(C3=O)C)C)N)C4=CC=C(C=C4)Cl,Inactive,0,,,0
1256,47194383,3816821,CC1=C(C(=CC=C1)C)NC(=O)C2CC3CCC2C3,Inactive,0,,,0
1257,17412158,4417750,C1=CC(=C(C=C1Cl)Cl)NC(=O)C2=NNC(=N2)CN3C=NC=N3,Inactive,0,,,0
1258,47194591,135817226,CC/C(=N/NC(=O)C1=CC2=C(C=C1)OCO2)/C3=CC=CC=C3O,Inactive,0,,,0
1259,17386802,4117825,C1CCC(CC1)CCC(=O)NNC(=O)NC23CC4CC(C2)CC(C4)C3,Inactive,0,,,0
1260,17408640,738235,C1CCN(CC1)C2=CC=C(C=C2)NC(=S)NC(=O)C3=CC=CO3,Inactive,0,,,0
1261,17386958,843368,C1=CC(=CC(=C1)OC(F)F)C(=O)NC2=CC(=CC(=C2)Cl)Cl,Inactive,0,,,0
1262,24819692,135472362,CC1=CC(=C(C2=C1C=CC(=N2)/C=N/O)O)C,Inactive,0,,,0
1263,26660856,950744,CC1=C2C(=C(N3C2=C(C=C1)C(=CC3(C)C)C)O)N=N,Inactive,0,,,0
1264,56318085,7352664,CC1=C(C=C(C=C1)SCC(=O)OCC(=O)N(C)CC(=O)NC2=CC=C(C=C2)F)C,Inactive,0,,,0
1265,56322955,3540012,CSCCC(C(=O)OCC(=O)N1CCCC1=O)NC(=O)C2=CC=C(C=C2)Cl,Inactive,0,,,0
1266,47196500,2933424,CC(C1=CC=C(C=C1)OC)NC(=O)CC23CC4CC(C2)CC(C4)C3,Inactive,0,,,0
1267,49669837,20921510,CC1=CC=C(C=C1)CN2CCCN(S2(=O)=O)CC3=C(C=CC(=C3)C)C,Inactive,0,,,0
1268,49641392,849220,COC1=CC=CC(=C1OC)C(=O)NC2=CC=NC=C2,Inactive,0,,,0
1269,47203438,700723,C1=CC=C(C=C1)CNC(=S)NC2=NC=CS2,Inactive,0,,,0
1270,49671529,7594,C1=CC=C(C=C1)NC(=NC2=CC=CC=C2)N,Inactive,0,,,0
1271,56317496,16522076,C1CN(CCN1C(=O)COC(=O)C2=CC(=CC=C2)OC(F)F)S(=O)(=O)C3=CC=C(C=C3)Cl,Inactive,0,,,0
1272,47204105,135536565,C1=CC=C(C=C1)C2=NNC(=S)N2/N=C/C3=C(C(=CC(=C3)Br)Br)O,Inactive,0,,,0
1273,14729414,1894652,CCCCOC(=O)CN1C2=CC=CC=C2N(C1=O)CC(=O)OCCCC,Inactive,0,,,0
1274,47198607,6469196,CC1=CC(=CC=C1)CC(=O)NC2CCCCCC2,Inactive,0,,,0
1275,14725354,742745,CCN1C(=O)C2=C(N=C1SCC(=O)N)SC3=C2CCCC3,Inactive,0,,,0
1276,24821356,838258,C1=CC=C(C=C1)C2=NC(=S)C3=CC=CC=C3N2,Inactive,0,,,0
1277,17401406,996679,CC1=CC=CC=C1NC(=S)NC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=CC=C4,Inactive,0,,,0
1278,7977993,3127949,CCOC(=O)C1=C(SC2=C1CCC(C2)C)NS(=O)(=O)C,Inactive,0,,,0
1279,51086252,24892014,CN(C)CCCN(C1=NC2=CC3=C(C=C2S1)OCCO3)C(=O)C4=CC=C(S4)Br.Cl,Inactive,0,,,0
1280,7977237,868611,CCC1=CC(=C(C=C1)O)N=CC2=CC=CC(=C2O)C,Inactive,0,,,0
1281,17406571,5188096,CC1=CC=CC=C1NC(=O)C(C)C2=CC(=CC=C2)C(=O)C3=CC=CC=C3,Inactive,0,,,0
1282,17408067,698365,C1CCN(CC1)C(=S)NC2=CC=CC=C2,Inactive,0,,,0
1283,7976811,2854424,CC1=C(C(NC(=O)N1)C2=CC(=CC=C2)O)C(=O)OC3CCCCCCC3,Inactive,0,,,0
1284,17401377,4625332,CC1(C2(CCC1(C2Br)C(=O)NC3=CC=CC4=CC=CC=C43)C)C,Inactive,0,,,0
1285,17412952,2015090,CC1=CC=C(C=C1)C(=O)NN2C(=O)/C(=C/C(=C/C3=CC=CC=C3)/C)/SC2=S,Inactive,0,,,0
1286,4263371,893585,CCC1=CC(=C(C=C1)OCC(=O)NCC2=CC=CO2)Br,Inactive,0,,,0
1287,24816683,135472842,CC1=CC=C(C=C1)/C(=N/NC2=NC3=CC=CC=C3S2)/C4=C(C5=CC=CC=C5C4=O)O,Inactive,0,,,0
1288,4265625,1258047,C1=CC2=NSN=C2C(=C1)S(=O)(=O)N3C=C(C(=N3)N)C4=CC=C(C=C4)Br,Inactive,0,,,0
1289,56323030,9414340,CC1=CC=C(C=C1)S(=O)(=O)NCCC(=O)N2CCC(CC2)CC3=CC=CC=C3,Inactive,0,,,0
1290,14741504,9618871,CC1=CC(=NC(=N1)SCC(=O)N/N=C/C2=CC=CN2C3=CC=CC(=C3)C(F)(F)F)C,Inactive,0,,,0
1291,56324348,24687274,CCOC1=CC(=C(C=C1NC(=O)COC(=O)CCOC2=CC=C(C=C2)C(C)(C)C)OCC)N3CCOCC3,Inactive,0,,,0
1292,7972407,2893957,C1CCN(CC1)C2=NC3=C(C4=C2CCCC4)C(=C(S3)C(=O)N)N,Inactive,0,,,0
1293,16952836,2303849,COC1=CC=CC=C1N2CCN(CC2)CC3=C4C=CC=NC4=C(C=C3)O,Inactive,0,,,0
1294,49733015,573329,CC1=C(OC=C1)C(=O)NC2=CC3=CC=CC=C3C=C2,Inactive,0,,,0
1295,49642876,2853719,CCC(C)C1=CC=C(C=C1)NC(=O)C2=CC=CO2,Inactive,0,,,0
1296,49721922,16446399,CC(C)C1=NN=C(S1)NC(=O)C2=NC(=NC=C2Cl)S(=O)(=O)CC3=CC=C(C=C3)F,Inactive,0,,,0
1297,26661080,1895588,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N3C(=O)/C(=C\C4=CC=CC=C4O)/SC3=S,Inactive,0,,,0
1298,24806066,3123929,CCOC(=O)C1=C(SC2=C1C=CC(=C2OCC(CNC(C)(C)C)O)Br)NC(=O)C,Inactive,0,,,0
1299,49679643,24762056,COC1=CC2=C(C=C1)C3=C(C2=NNC4=CC=C(C=C4)C(=O)O)C=C(C=C3)OC,Inactive,0,,,0
1300,24817175,1486985,C1COCCN1C(=O)C2=C(SN=N2)S(=O)C3=CC=C(C=C3)Cl,Inactive,0,,,0
1301,49670608,3984426,C1=CC(=CN=C1)N=CC2=C(C(=CC(=C2)Br)Br)O,Inactive,0,,,0
1302,49670464,6626107,CCN1C=C(C2=CC=CC=C21)CCC(=O)NC(C)C3=CC=CC=C3,Inactive,0,,,0
1303,24831321,2530952,C1=CC=C(C(=C1)C2=NN=C(O2)CN3C(=O)C(=C(C=N3)Cl)Cl)Br,Inactive,0,,,0
