PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,avPercentage
RESULT_TYPE,,,,,,,,FLOAT
RESULT_DESCR,,,,,,,,Percentage of the test compound readout over those of negative controls at a concentration of 10 uM.
RESULT_UNIT,,,,,,,,NONE
RESULT_ATTR_CONC_MICROMOL,,,,,,,,10
531,24780721,2924017,CN1CCN(CC1)CCCCOC2=CC=CC=C2C3=CC=CC=C3.C(=O)(C(=O)O)O,Active,78,,,48.5
532,47197575,23723696,CCOC1=CC=CC(=C1O)CN(C)CC2CCCN(C2)CCC3=CC=C(C=C3)Cl,Active,78,,,48
533,26731779,16746000,CC(C)N1C=NC2=C1N=C(N=C2N(C)C3=CC=CC=C3)N(CCN(C)C)CC4=CC=CC=C4,Active,78,,,48
534,14729372,950649,CC1=CC(=NC(=N1)NCC2=CC=CC=C2)N3CCCCC3,Active,78,,,48.5
535,4246134,3240518,CC1=CC=C(C=C1)CNC(=O)C2=CC=C(O2)CN3C(=C(C(=N3)C)Cl)C,Active,78,,,48.5
536,47204451,698987,CC1=CC=C(C=C1)NC2=C3C=C(C=CC3=NC(=C2)C)C,Active,78,,,48.5
537,24840312,16196932,CCN1C2=C(C=C(C=C2)NC(=O)CNCC3CCCO3)C4=CC=CC=C41.C(=O)(C(=O)O)O,Active,78,,,48
538,50085525,4671958,CC1=CC=C(C=C1)S(=O)(=O)CCC(=O)C2=CC(=CC=C2)[N+](=O)[O-],Active,77,,,51
539,24819583,3701027,CN1CC(C(C1)C(=O)C2=CC=C(C=C2)OC)C3=CC=C(C=C3)Cl,Active,77,,,50
540,7968651,6603592,C1C2=CC=CC=C2N3C=CC=C3C(N1)C4=CC=CC=C4.Cl,Active,77,,,52
541,49826181,24819210,CSCC1=CC=C(O1)C(=O)N2CCCC(C2)NC3=CC=C(C=C3)F,Active,77,,,50.5
542,7967059,713086,C=CCN1C(=NN=C1SCC2=CC(=CC=C2)C#N)C3=CC=CC=C3O,Active,77,,,52
543,24794561,2984782,CCCCNCC1=CC(=C(C(=C1)Br)OC2CCCC2)OC.Cl,Active,77,,,52
544,49644399,667701,COC1=C(C=C(C=C1)S(=O)(=O)N2CCC3=CC=CC=C32)OC,Active,77,,,51.5
545,17388516,3427728,CCC1=CC(=CS1)C2=NNC(=S)N2C(C)C3=CC=CC=C3,Active,77,,,50.5
546,49641057,24746802,CCOC1=C(C=C(C=C1)Cl)CNCCCSC2=NC(=CC(=N2)C)C.Cl,Active,77,,,51.5
547,14742101,2827475,CC(=O)N1C=C(C2=CC=CC=C21)C(C[N+](=O)[O-])SCCN.Cl,Active,77,,,50
548,14727380,9549634,CN1CCC(CC1)C2C3=C(C=CC(=C3)Cl)SC4=CC=CC=C4O2.C(=C\C(=O)O)\C(=O)O,Active,77,,,50
549,26666964,7614593,CC1=CC=C(C=C1)CSC2=NN=C(O2)[C@@H]3CCCN3C(=O)OC(C)(C)C,Active,77,,,50
550,17411671,2850095,C1=CC=C(C=C1)CN2C=CN=C2SC3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-],Active,77,,,51.5
551,51087151,16799150,CC1=CC(=C2C(=C1)SC(=N2)N(CCCN(C)C)C(=O)C3=CC4=C(C=C3)OCCO4)C.Cl,Active,77,,,50.5
552,49678086,2063370,CN(C1=CC=C(C=C1)O)S(=O)(=O)C2=CC3=CC=CC=C3C=C2,Active,77,,,50
553,24830026,4598238,C1CCC(CC1)(CNCC(COC2=C(C=C(C=C2)Cl)Cl)O)N3CCCCC3,Active,77,,,50
554,17411248,3799501,CC(C1=CC=NN1S(=O)(=O)C2=CC=CC=C2)OC3=CC=CC=C3,Active,77,,,52
555,26665782,7009260,CC(C)(C)OC(=O)N1CCC[C@H]1C2=NN=C(O2)SCC3=CC=C(C=C3)Cl,Active,77,,,52
556,49640613,24746735,C1CCC(CC1)[C@H]2C[C@H](OC(=C2)C(=O)N)OCC3=CC=C(C=C3)CO,Active,77,,,52
557,51090265,8551546,CC1(CC2=C(O1)C(=CC=C2)OCC(=O)NCCC3=CC(=C(C=C3)OC)OC)C,Active,77,,,52
558,4251421,3245110,CCCN(C1=NC(=CC(=N1)OC)C)S(=O)(=O)C2=CC=CC=C2,Active,77,,,50
559,47198128,677881,C1=CC=C(C=C1)C2=C(OC3=CC=CC=C3O2)C=O,Active,77,,,52
560,26726825,2738192,CC1=C(C(=NO1)C2=CC=CC=C2)CNS(=O)(=O)C3=CC(=CC=C3)Br,Active,77,,,52
561,49643876,24747033,CCN(CC)CCCN(C1=NC(=CS1)C2=CC=C(C=C2)Cl)C(=O)C3=CC=CO3.Cl,Active,77,,,51
562,49825595,24818997,CC1(CC1)CCC(=O)N2CCCC(C2)NC3=CC=C(C=C3)F,Active,77,,,51
563,7973972,896200,CC1=CC=CC=C1OCC(=O)NC2=CC=CC=C2N3CCOCC3,Active,77,,,50
564,49674222,16245312,C1=CC=C(C=C1)C(C2=CC=CC=C2)OCC(CNCCC3=CC=C(C=C3)C(F)(F)F)O.C(=O)(C(=O)O)O,Active,77,,,51
565,26663950,3798987,CCC(=O)N(CCC(C1=CC=CO1)C(C)C)CC2=CC=CC=C2,Active,77,,,50
566,3711870,2401953,C1C(=O)NC2=CC=CC=C2N1C(=O)CCCC3=CNC4=CC=CC=C43,Active,77,,,50.5
567,24841692,16197173,C#CCNC(=O)C1=C[C@H](C[C@H](O1)OCC2=CC=C(C=C2)CO)C3CC3,Active,77,,,51
568,24806351,3027783,CN(C)CC#CCOC(C1=CC=CC=C1)C2=CC=CC=C2.Cl,Active,77,,,50
569,24796623,16189737,CC1=CC2=C(C=C1)C(=CC(N2C(=O)CNC3CCCCC3)(C)C)C.C(=O)(C(=O)O)O,Active,77,,,50.5
570,24793017,2954747,CC(C1=CC(=CC=C1)OC)NC(=S)NCC2=CC=C(C=C2)Cl,Active,77,,,51.5
571,47203981,2952997,CCOC1=CC=C(C=C1)NC2=NC3=CC=CC=C3C(=N2)N.Cl,Active,77,,,50.5
572,862021,663251,CC1=CC=CC=C1CSC2=NN=C(N2CC3=CC=CO3)C4=CC=CO4,Active,77,,,50
573,14740258,4108836,CN1C=C(C2=CC=CC=C21)SCC(=O)N3CCCC4=CC=CC=C43,Active,77,,,51.5
574,47198286,2846620,CC(CCC1=CC=C(C=C1)OC)NCC2=CC=C(C=C2)F,Active,77,,,51.5
575,26730120,2732531,CC(C(C1=CC=CC=C1)SC2=CC=CC=C2N)[N+](=O)[O-],Active,77,,,52
576,47197441,23723602,CC1=CC=CC=C1CCN2CCCC(C2)CN(C)CC3=CC(=CC=C3)C(=O)C,Active,77,,,51
577,24795262,2949468,C1CN(CC2=CC=CC=C21)CCOCCOC3=CC=CC=C3C4=CC=CC=C4.Cl,Active,77,,,50.5
578,47198243,792901,C1=CC(=CC(=C1)OC(=O)C2=CC=CO2)OC(=O)C3=CC=CO3,Active,77,,,51
579,24819053,16195112,CC1=CC2=C(C=C1)N(C3=C2CCCC3)CC(CNC4CCCCC4)O.Cl,Active,77,,,51
580,14720569,1141973,COC1=C(C=C(C=C1)Cl)NS(=O)(=O)C2=CC(=C(C=C2)OC)OC,Active,77,,,51
581,14730462,3763388,C1CN(CCN1)C2=NC3=CC=CC=C3C(=N2)C4=CC=CC=C4,Active,77,,,50.5
582,24813202,16193953,CC1CC(CN(C1)CCCNC(=O)C2CCN(CC2)C3=NC4=C(C=C(C=C4S3)C)C)C,Active,77,,,50
583,49818081,24817155,C#CC1=CC(=CC=C1)C(=O)N2CCCC(C2)NC3=CC(=CC=C3)F,Active,77,,,50.5
584,17409914,1472618,COC1=CC=C(C=C1)CC2=NC(=CS2)C(=O)NCC3=CC=C(C=C3)OC,Active,77,,,52
585,51087897,3843205,CCC1=CC(=C(C=C1)O)CNCCNCC2=C(C=CC(=C2)CC)O,Active,77,,,50
586,49645239,17367598,COC1=CC=C(C2=CC=CC=C21)CNCC3=CC(=C(C(=C3)OC)OC)OC.C(=O)(C(=O)O)O,Active,77,,,51
587,47201620,3176404,CC1=CC(=CC=C1)CCNCC2=CC3=CC=CC(=C3NC2=O)C,Active,77,,,52
588,24797096,2938509,CC(C(=O)N(C)C1=CC=CC=C1)OC2=C(C=C(C=C2)Cl)Cl,Active,77,,,50.5
589,24817845,1487215,CN1CCN(CC1)CC(C2=CC=C(C=C2)Cl)(C3=CC=C(C=C3)Cl)O,Active,77,,,50.5
590,862740,663974,C1COCCN1CCCNC2=C(N=C(O2)CC3=CC=CC4=CC=CC=C43)C#N,Active,77,,,52
591,14734878,721013,CCOC(=O)C1=CC(=CC=C1)NC2=NC=NC3=C2C=C(C=C3)C,Active,76,,,52.5
592,51086255,16808685,CN(C)CCCN(C1=NC2=C(S1)C=C(C=C2)Cl)C(=O)C3=CC4=C(C=C3)OCCO4.Cl,Active,76,,,54
593,856350,657717,CC(C)NCC(CN1C2=CC=CC=C2C3=C1C4=C(CC3)N(N=C4)C5=CC=CC=C5)O,Active,76,,,54
594,4260503,956499,CC1=C(C=CC(=C1)S(=O)(=O)NC2=CC=CC=C2SC)OC,Active,76,,,54
595,49822260,24685808,CN(CC1=CC=CC=C1F)C(=O)C2=C(C=CS2)C3=CC=CC=C3,Active,76,,,53.5
596,24790063,2928234,CCC(=O)N(CCC(CC1=CC=CC=C1)C2=CC=CO2)CC3=CC=CO3,Active,76,,,53.5
597,14725874,3146497,CC1=C(C(N2C(=O)CCSC2=N1)C3=CC=C(C=C3)OC(=O)C4=CC=CO4)C(=O)OC,Active,76,,,52.5
598,17508811,703030,COC(=O)/C=C\1/C(=O)C=C(O1)C2=CC=CC=C2,Active,76,,,53.5
599,49676106,16240761,CC1=CC(=CC(=C1)OCC(CN2CCC3=CC=CC=C3C2)O)C(C)C.Cl,Active,76,,,53
600,864053,665304,C=CCN1C(=NN=C1SCC2=CC=C(C=C2)C#N)C3=CC(=CC=C3)Cl,Active,76,,,52.5
601,49716332,24789809,CC1=CC(=C(C=C1)OC)NC2=N[N+](=C(S2)C3=CC(=C(C=C3Br)OC)OC)C4=CC=CC=C4.[Cl-],Active,76,,,53
602,56320885,31280,CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-],Active,76,,,52.5
603,858939,660245,CCCCCCN1C2=CC=CC=C2N=C1C(C)NC(=O)C3=CC=CO3,Active,76,,,53.5
604,26728594,2806386,CC1C2=C(CCN1S(=O)(=O)C3=CC=CC=C3)SC=C2,Active,76,,,52.5
605,56322495,24982122,CC1=CC=C(C=C1)NC(=O)C(C)OC(=O)CC2=CNC3=CC=CC=C32,Active,76,,,52.5
606,26659300,7006395,CC(C)(C)OC(=O)N1CCC[C@H]1C2=NN=C(O2)SCC3=CC(=CC=C3)Cl,Active,76,,,54
607,49666600,3358174,COC1=CC=CC=C1CNCC(C2=CC=C(C=C2)F)(C3=CC=C(C=C3)F)O,Active,76,,,53
608,24818014,3758673,CC1=CC(=C(C=C1)S(=O)(=O)CC(COC2=C(C=C(C=C2)F)Cl)O)C,Active,76,,,52.5
609,4260295,2234685,C1=CC=C(C=C1)CN2C(=NN=C2SCC3=CC=CC=C3)C4=CC=CO4,Active,76,,,54
610,7976207,766823,CC1=CC(=C(C=C1)OC)NCC2=CC(=C(C=C2OC)OC)OC,Active,76,,,53.5
611,49644090,721008,CC1=CC2=C(C=C1)N=CN=C2NC3=CC=C(C=C3)OC,Active,76,,,52.5
612,14739837,3730844,C1=CC=C(C=C1)CON2C3=C(N=CC=C3)N=C2C4=C(C=C(C=C4)Cl)Cl,Active,76,,,53
613,17401188,11957120,CCOC1=C(C(=CC(=C1)CNCC2=CC=NC=C2)Br)OCC3=CC=CC=C3F.Cl,Active,76,,,52.5
614,47198646,2846583,CCCN1CCC(CC1)NC23CC4CC(C2)CC(C4)C3,Active,76,,,54
615,14739348,1303914,CC(C)(C)CC1=NC2=CC=CC=C2N1CCC3=CC=CC=C3,Active,76,,,53
616,47197377,23723545,CCN(CC1CCCN(C1)CCC2=CC(=CC=C2)F)CC3=CC=C(C=C3)C#CCCO,Active,76,,,53
617,49641217,1106581,CC1=NC2=CC=CC=C2N1S(=O)(=O)C3=C(C=C(C=C3)F)OC,Active,76,,,52.5
618,4262524,2963624,C1=COC(=C1)CN2C(=NN=C2SCC3=CC=C(C=C3)C#N)CC4=CC=CS4,Active,76,,,53
619,14730738,1476660,CC1=NC(=CC(=N1)NCC2=CC(=CC=C2)OC)CSC3=CC=C(C=C3)Cl,Active,76,,,53.5
620,24819534,1488396,CCOC1=C(C(=CC(=N1)C)C)S(=O)(=O)C2=CC=C(C=C2)Cl,Active,76,,,52.5
621,856256,6603257,CN(C)CCOC(=O)C1=CN(C2=CC=CC=C21)CC3=CC=CC=C3.Cl,Active,76,,,52.5
622,49673969,4852482,CN(CC1=C(C(=C(C=C1)OC)OC)OC)CC(COC(C2=CC=CC=C2)C3=CC=CC=C3)O,Active,76,,,54
623,16953106,767951,CCN(C1=NC(=CC(=N1)OC)C)S(=O)(=O)C2=CC=CC=C2,Active,75,,,56
624,24824300,16195707,CC1=C(C=C(C=C1)C(=O)NCCN2[C@@H](CN3C2=NC[C@H]3CC4=CC=CC=C4)CC5=CC=C(C=C5)O)Br,Active,75,,,54.5
625,49666895,17584926,CN1CCC(CC1)NCCC(C2=CC=C(C=C2)F)C3=CC=C(C=C3)Cl,Active,75,,,55.5
626,47196742,2944600,CC1=CC(=C(C=C1)C(C)C)OCCCN2CCC3=CC=CC=C3C2.Cl,Active,75,,,55
627,14740405,2153515,CC1=C(C2=CC=CC=C2N1)SCC(=O)N3CCCC4=CC=CC=C43,Active,75,,,54.5
628,14744064,3675724,C1COCCN1C2=CC=CC=C2NC(=O)CSC3=NC4=CC=CC=C4O3,Active,75,,,56
629,49673460,16338637,CC(C1=CC2=CC=CC=C2C=C1)NC(=O)COC3=CC=CC(=C3)NC(=O)C,Active,75,,,56
630,26669877,16717706,C[C-]1[C-]([C-]([C-]([C-]1C)C)C)C.C1CCN(C1)C2=CC=NC3=CC=C[C-]32.[Fe],Active,75,,,55.5
631,49823637,6909766,C1=CC=C(C=C1)OC2=CC=CC(=C2)/C=N/NC(=O)C3=CC=C(C=C3)N,Active,75,,,55.5
632,49823096,24818408,CN(CCC1=CC(=C(C=C1)OC)OC)C(=O)C2=CC=C(O2)COC3=CC=CC=C3,Active,75,,,56
633,49675904,2305104,CC1=CC(=CC(=C1NS(=O)(=O)C2=CC3=CC=CC=C3C=C2)C)O,Active,75,,,56
634,49666551,2768818,COC1=CC=C(C=C1)CNCC(C2=CC=CC=C2)(C3=CC=CC=C3)O,Active,75,,,55.5
635,7975000,1315075,C1=CC=C(C=C1)C2=C(N(C3=C2C(=N)N(C=N3)CC4=CC=CO4)CC5=CC=CO5)C6=CC=CC=C6,Active,75,,,54.5
636,17408743,11958751,CCCCN1C(=CN=C1SCC(=O)NCCC2=CC(=C(C=C2)OC)OC)C3=CC=CC=C3.Cl,Active,75,,,56
637,7972906,2827372,COC1=CC=C(C=C1)C(=O)OC(CN2C=CN=C2)COC3=CC=CC=C3,Active,75,,,54.5
638,14725787,9549574,CCCCCCCN1C2=CC=CC=C2N(C1=N)CC(=O)C3=CC=CO3.Br,Active,75,,,55.5
639,863918,665176,CCN1C(=NN=C1SCC2=CC=C(C=C2)C#N)COC3=CC=CC=C3,Active,75,,,55
640,49644147,742828,CC1=CC(=NC(=N1)N(CC=C)S(=O)(=O)C2=CC=CC=C2)OC,Active,75,,,55
641,49673337,3275243,CCC1=CC=C(C=C1)CN(C)CC(COC2=CC=CC3=CC=CC=C32)O,Active,75,,,54.5
642,4254900,2234459,CCOC1=C(C=C(C(=C1)C)Cl)S(=O)(=O)NCC2=CC=CO2,Active,75,,,55.5
643,49818424,24817359,CCN1C=C(C=N1)CN2CCC(CC2)C(=O)NC3=CC=CC(=C3)C4=CC(=CC=C4)Cl,Active,75,,,55
644,49668882,15997536,COC1=CC=C(C=C1)CN2CCCN(CC2)S(=O)(=O)C3=CC=C(C=C3)Br,Active,75,,,55.5
645,14732016,884731,CCC(CC)NC(=O)C1=CC=CC=C1OC2=CC=CC=C2,Active,75,,,55
646,4257221,2053713,CC(=CCC(C)(C)CN(C1=CC=CC=C1)C(=O)C)C,Active,75,,,54.5
647,49674316,4355521,COC1=C(C=C2CN(CCC2=C1)C3=NC4=CC=CC=C4C=C3)OC,Active,75,,,55.5
648,24785803,2952439,CCN(CC)CCN1C2=CC=CC=C2N(C1=N)CC(COC3=CC=CC(=C3)C)O.Cl,Active,75,,,56
649,24787467,2962627,CC1=CC=CC=C1NC(=O)COC2=C(C=C(C=C2Br)CNCCC3=CC=CC=C3)OC.Cl,Active,75,,,55
650,49677914,4831912,CC(C)(C)C1=C(C=CC(=C1)OC)OCC(CNCCC2=CC=C(C=C2)OC)O,Active,75,,,56
651,4263214,898681,CC1=CC(=C(C(=C1C)S(=O)(=O)NCC2=CC=CO2)C)C,Active,75,,,54.5
652,47197489,23723640,C1CC(CN(C1)CC2=CC=C(C=C2)Cl)(CC3=C(C=C(C=C3)F)F)CO,Active,75,,,56
653,49672627,4885363,CC(=O)C1=C(C=CC(=C1)F)OCC(=O)N2CCCC3=CC=CC=C32,Active,75,,,54.5
654,7973833,562625,CC12CN(CC(C1=NO)(CN(C2)CC3=CC=CC=C3)C)CC4=CC=CC=C4,Active,75,,,54.5
655,24801728,67001,CCN(C1=CC=CC=C1)S(=O)(=O)C2=C(C=CC(=C2)[N+](=O)[O-])N,Active,75,,,56
656,24841441,16196974,CC(=CCC1=C(C=CC2=C1OC(CC2=O)C3=CC(=C(C=C3)O)O)O)C,Active,75,,,54.5
657,24793415,882485,CCCN(CCC)S(=O)(=O)C1=CC(=C(C=C1)Cl)OC,Active,75,,,55
658,856185,657562,CC(=O)OC1=C(CN2C=CC3=C2C1=CC=C3)C#N,Active,75,,,55
659,56318720,24980469,CC1=C(C(=NO1)C)CSCC(=O)NC2=CC=CC=C2N3CCCCC3,Active,75,,,56
660,24824322,16195655,CC1=C(C=C(C=C1)C(=O)N[C@@H](C)CN2[C@H](CN3C2=NC[C@@H]3C(C)C)CC4=CC=C(C=C4)OC)Br,Active,75,,,55
661,47201070,4009407,CC(CCC1=CC=CC=C1)NC(=O)CC(C)C2=CC=CC=C2,Active,75,,,55.5
662,4262168,711084,CCN(C1=CC=CC=C1)S(=O)(=O)C2=CC=C(C=C2)F,Active,75,,,54.5
663,24821100,135439653,COC1=CC=CC=C1CN=C2NC3=CC=CC=C3CS2,Active,74,,,58.5
664,49819637,16528426,CCC(C1=CC=CC=C1)C(=O)OC(C)C(=O)NC2=NC=C(C=C2)Cl,Active,74,,,57.5
665,17387866,11948870,CCOC(=O)C1=C(N(C2=CC(=C(C=C21)OC(=O)C)Br)C3=CC=C(C=C3)C)CSC(=N)N.Br,Active,74,,,58.5
666,7977730,3761008,CC1(CC(C2=CC=CC=C2N1C(=O)CN3CCN(CC3)C)(C)C4=CC=CC=C4)C,Active,74,,,58.5
667,49816870,6470043,CC1=C(C=CC(=C1)Cl)OC(C)C(=O)NC(C)C2CCCO2,Active,74,,,56.5
668,26727956,2806389,CC1C2=C(CCN1S(=O)(=O)C3=CC=CS3)SC=C2,Active,74,,,57
669,14735236,5195119,CCN1C(=O)CSC2=C1C=C(C=C2)C(=O)NCC3=CC=C(C=C3)OC,Active,74,,,58
670,49675675,2381602,CN(C1=CC=C(C=C1)OCC(=O)NCCOC)S(=O)(=O)C2=CC3=CC=CC=C3C=C2,Active,74,,,58
671,14727426,9549651,CN1CCN(CC1)C2=CC3=CC=CC=C3SC4=C2C=CC(=C4)F.C(=C\C(=O)O)\C(=O)O,Active,74,,,57
672,49647856,2945786,CC(C)OC1=CC=C(C=C1)C(CCNCC2=CC=CC=C2)C3=CC=CC=C3OC,Active,74,,,58.5
673,24784751,16188505,CC1=C(SC=C1)C(=O)C2CCCN(C2)CC3=CC(=C(C=C3)OC)O,Active,74,,,56.5
674,49819914,24240380,CC(C)C1=CC=C(C=C1)C(C)NCCS(=O)(=O)C2=CC=C(C=C2)Cl,Active,74,,,56.5
675,49736839,24793884,COC1=CC(=C(C=C1)CN2CCCC(C2)C(=O)C3=CC4=C(C=C3)OCO4)F,Active,74,,,56.5
676,26726962,2738173,CC1=C(C(=NO1)C2=CC=CC=C2)CNS(=O)(=O)C3=CC(=CC=C3)Cl,Active,74,,,58
677,14741126,5222901,CCN1C(=NN=C1SCC2=CC=CC(=C2)C)C3=CC=CC=C3,Active,74,,,57
678,4262048,2968449,COC1=C(C=C(C=C1)S(=O)(=O)NCCSCC2=CC=CO2)Cl,Active,74,,,58
679,49823947,19675344,CCC(C1=CC=CC=C1)NC(=S)NCC2=CC=C(C=C2)F,Active,74,,,57.5
680,49719973,20937323,CC(C)CCN(CC1=CC=CO1)S(=O)(=O)C2=CSC(=C2)C(=O)N,Active,74,,,58.5
681,49648519,24747844,CC(C)CCC(CCNCC1=CC=CC=N1)C2=CC3=C(C=C2)OCO3.Cl,Active,74,,,57
682,4245705,993869,COC(=O)C1=CC=CC(=C1)CSC2=NN=C(N2C3=CC=CC=C3)C4=CC=CO4,Active,74,,,58
683,4258822,2930814,CC1CN(CC(O1)C)S(=O)(=O)C2=C(C=CC(=C2)Br)OC,Active,74,,,56.5
684,17413031,1320969,C1=CC=C(C=C1)CN2C=CN=C2SC3=C(C=C(C=C3)C(F)(F)F)[N+](=O)[O-],Active,74,,,58.5
685,24817419,1487239,CN(C1=C(C=C(C=N1)C(F)(F)F)Cl)NS(=O)(=O)C2=CC=C(C=C2)Cl,Active,74,,,57.5
686,47203821,616271,CC(C)OC1=CC=CC=C1NC(=O)CSC2=NC3=CC=CC=C3C(=O)N2C,Active,74,,,58
687,26659637,1830756,CCOC(=O)C(=CNC1=CC=C(C=C1)NC2=NCC(S2)(C)C)C(=O)OCC,Active,74,,,58.5
688,14723142,801116,CCC1=NC(=CN1S(=O)(=O)C2=C(C=C(C(=C2)Cl)OC)Cl)C,Active,74,,,57.5
689,17415665,6898051,CC1=CC=C(C=C1)S(=O)(=O)OC2=C(C=C(C=C2Br)/C=N/O)OC,Active,74,,,57.5
690,47203654,2265943,CN1CCN(CC1)C2=CC=C(C=C2)NC3=C4C=CC(=CC4=NC=C3)Cl,Active,74,,,58.5
691,17412905,2843791,CCCC(=O)NC(C(Cl)(Cl)Cl)NC1=CC=CC=C1F,Active,74,,,58
692,24813372,787747,C1=CC(=CC=C1/C=C\2/C(=NOC2=O)C3=CC=C(C=C3)Cl)O,Active,74,,,58
693,14738049,9551261,C1CCC2=NC3=C(C=CC(=C3)Cl)C(=C2C1)SCC(=O)NCC4=CC=CO4,Active,74,,,57
694,49647976,2965324,CC(C)OC1=CC=C(C=C1)C(CCNC(C)C2=CC=C(C=C2)OC)C3=CC=CC=C3OC,Active,74,,,56.5
695,49673775,4852513,CCOC1=CC=C(C=C1)CN(C)CC(COC(C2=CC=C(C=C2)OC)C3=CC=C(C=C3)OC)O,Active,74,,,58.5
696,7977248,684123,COC(=O)CSC1=NS(=O)(=O)C2=CC=CC=C21,Active,74,,,58
697,49675721,2541418,CN(CC1=CC=C(C=C1)Br)CC(=O)NCCC2=CC=C(C=C2)F,Active,74,,,58
698,47196767,2935588,CC1=CC(=C(C=C1)OCCCCNCC2=CC=CC=C2)OC.C(=O)(C(=O)O)O,Active,74,,,58.5
699,49670589,16019097,CCN1C=C(C2=CC=CC=C21)CCC(=O)NCC3=CC=C(C=C3)F,Active,74,,,56.5
700,26663466,7613168,CC1=CC(=CC=C1)CSC2=NN=C(O2)[C@@H]3CCCN3C(=O)OC(C)(C)C,Active,74,,,56.5
701,24819407,1473969,C1=CC=C(C=C1)S(=O)/C(=C(/C(=O)NC2=CC=CC=C2Cl)\Cl)/Cl,Active,73,,,60.5
702,4243464,3238183,CCN(CCCNC(=O)COC1=CC(=O)N(C2=CC=CC=C21)C)C3=CC=CC(=C3)C,Active,73,,,60
703,26660754,3072313,CCOC(=O)C1=C(N(C2=CC(=C(C(=C21)CN(C)C)O)Br)C)CSC3=CSC=C3.Cl,Active,73,,,60.5
704,49721308,20892068,CC1=CC(=C(C=C1)C)CN2C3=CC=CC=C3C4=C2C(=O)N(N=C4)CC(=O)NCCCN5CCCCC5,Active,73,,,60.5
705,4255155,5738848,CC1=C(SC(=N1)N)C2=NN=C(N2CC=C)SC/C=C/C3=CC=CC=C3,Active,73,,,60
706,24798598,16190269,CC(C1=CC=CC=C1Cl)NCC2=C(NN=C2)C3=CC(=C(C=C3)OC)F,Active,73,,,60
707,17386646,1825674,CCCOC1=CC=C(C=C1)OCCOCCN2CCC3=CC=CC=C3C2,Active,73,,,60.5
708,24793855,2984278,CSC1=CC=C(C=C1)CNCC(C2=CC=CC=C2)O.Cl,Active,73,,,59
709,49675513,2445407,C1C(=O)NC2=CC=CC=C2N1S(=O)(=O)C3=C(C(=CC=C3)Cl)Cl,Active,73,,,59
710,851529,654104,CCCCCCSC1=C(C(CC(=O)N1)C2=CC=C(O2)C)C#N,Active,73,,,59.5
711,49826732,24247676,C1CCN(C1)C2=CC=CC=C2NC(=O)CC3=CC=C(C=C3)F,Active,73,,,59
712,14742474,3271009,C1=CC=C(C=C1)N2C(C(C(=C2N)C#N)(C#N)C#N)C3=CC(=CC=C3)[N+](=O)[O-],Active,73,,,59
713,856174,657552,CC1=C2COC(CC2=C(C(=N1)N3CCN(CC3)CC4=CC=CC=C4)C#N)(C)C,Active,73,,,60
714,24783919,16188270,CC1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=C(C=C3)F)CNCCCN4C=CN=C4C,Active,73,,,60
715,26729150,2809268,C1=CC(=CC=C1NN=C(C#N)C#N)N2C=CC(=N2)C(F)(F)F,Active,73,,,60
716,49672327,16288147,CC1=C(OC2=C1C=C(C=C2)Br)C(=O)NC3CCN(C3)CC4=CC=CC=C4,Active,73,,,59.5
717,14727678,3608905,CC(C1=C(C=CC(=C1)Cl)O)NC2=CC=C(C=C2)Cl,Active,73,,,59
718,4260946,1982054,C1=CC=C(C=C1)/C=C/CSC2=NN=C(N2CC3=CC=CO3)C4=CC=CC=N4,Active,73,,,59.5
719,49672557,2367813,C1CC2=CC=CC=C2N(C1)S(=O)(=O)C3=CC=CC=C3F,Active,73,,,60
720,24787479,2962516,CC(C1=CC=CC=C1)NCC2=CC(=C(C(=C2)Cl)OCC(=O)NC3=CC=CC=C3)OC.Cl,Active,73,,,60
721,26664363,76448,C1=CC=C(C=C1)OP(=O)(C2=CC=CC=C2)OC3=CC=CC=C3,Active,73,,,60
722,26726828,2738170,CC1=C(C(=NO1)C2=CC=CC=C2)CNS(=O)(=O)C3=CC=CC=C3[N+](=O)[O-],Active,73,,,60.5
723,26663182,16682339,CCCN1C2=CC=CC=C2N(C1=N)CC(C3=CC=C(C=C3)C)O.Cl,Active,73,,,60
724,858081,659436,CN1CCN(CC1)C2=NC3=C(C=C(C=C3)Cl)C(=N2)C4=CC=CC=C4,Active,73,,,60.5
725,14746665,135512428,CCCC1=CC(=O)NC(=N1)SCC(=O)C2=C(N(C(=C2)C)CCC)C,Active,73,,,60
726,24817858,3710493,CC1=CC=C(C=C1)CN=C(NC2CCCCC2)NC3=CC=CC=C3,Active,73,,,60
727,24821888,3367272,CC1COC2=CC=CC=C2N1S(=O)(=O)C3=CC=CC=C3,Active,73,,,60
728,24839199,3238364,C1C2=CC=CC=C2N3C=CC=C3C(N1)C4=CC(=C(C=C4)O)Cl,Active,73,,,59
