PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Percentage
RESULT_TYPE,,,,,,,,FLOAT
RESULT_DESCR,,,,,,,,Percentage of the test compound readout over the 3SD of negative controls at a concentration of 10 uM
RESULT_UNIT,,,,,,,,NONE
RESULT_ATTR_CONC_MICROMOL,,,,,,,,10
986,14734270,884233,C1=CC=C2C(=C1)C=CC=C2OC3=CC=C(C=C3)NC(=O)C4=CC=CO4,Inactive,0,,,-10.4
987,49672768,9612752,C/C(=N\NC(=S)NCCC1=CC=CC=C1)/C2=C(C=C(C=C2)Cl)Cl,Inactive,0,,,-10.4
988,24814716,698133,C1CN(CCC1CC2=CC=CC=C2)CC3=C4C=CC=NC4=C(C=C3)O,Inactive,0,,,-10.6
989,47200259,23724146,C1CCN(CC1)C2=C(C=C3C(=C2)N(C(=N3)C4CCCN4C5=NC(=CS5)C6=CC(=C(C(=C6)Cl)N)Cl)CCOCCO)Cl,Inactive,0,,,-10.8
990,47199090,6465068,CC1=CC=C(C=C1)CC(=O)NCC2CCCCC2,Inactive,0,,,-10.8
991,49642755,1106991,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=C(C3=CC=CC=C32)O)Cl)Cl,Inactive,0,,,-10.9
992,26729836,2816517,CCOC(=O)COC1=C(C(=C2CCC3=CC=CC=C3C2=N1)C4=CC=CO4)C#N,Inactive,0,,,-11
993,17413353,1326196,CC(C)CC(=O)NC(=S)NC1=NC(=CS1)C2=CC=CC3=CC=CC=C32,Inactive,0,,,-11
994,49649308,6091989,COC1=CC(=CC(=C1OC)OC)/C=C/C2=NC3=C(C=CC=C3O)C=C2,Inactive,0,,,-11
995,26666105,1864250,C1CCC2=C(CC1)SC3=C2C(=O)N(C(=N3)NCCOCCO)CC4=CC=CO4,Inactive,0,,,-11.1
996,49720246,20945802,CC1=CC2=C(C=C1S(=O)(=O)N3CCC4(CC3)OCCO4)NC5=C2C(=O)CC(C5)(C)C,Inactive,0,,,-11.1
997,47204880,841455,CCN1C(=C(C=N1)[N+](=O)[O-])C(=O)NC2=C(C=CC=C2C)C,Inactive,0,,,-11.1
998,24796919,16189751,CC1CCN(CC1)CC(=O)NC2=CC=C(C=C2)N3CCCCCC3.C(=O)(C(=O)O)O,Inactive,0,,,-11.2
999,4260369,2950243,C1CN(CCN1CC(COC2=CC3=C(C=C2)C=C(C=C3)Br)O)C4=CC=CC=N4,Inactive,0,,,-11.3
1000,49649039,2785126,CC1=CC(=C(C=C1)O)C(=O)CC(=O)C2=CC=C(C=C2)Cl,Inactive,0,,,-11.3
1001,49728353,857565,CC1=C(C2=C(C=C1)C=C(C(=N2)SCC(=O)NC3=NOC(=C3)C)C)C,Inactive,0,,,-11.3
1002,4260308,668614,C1=CC=C(C=C1)NC2=NC(=NC(=N2)N)CSC3=CC=CC=N3,Inactive,0,,,-11.4
1003,47193424,16738604,COC1=CC(=C(C=C1)OC)NC(=O)NC2=C(C=CC3=CC=CC=C32)O,Inactive,0,,,-11.4
1004,49824374,6874712,C1OC2=C(O1)C=C(C=C2)C(=O)N/N=C/C3=CC=C(O3)COC4=CC=C(C=C4)Br,Inactive,0,,,-11.4
1005,24790295,2884136,CC1=NN(C(C1)(C2=CC=CC=C2)O)C(=O)C3=CC=C(C=C3)Br,Inactive,0,,,-11.5
1006,24790188,1102901,C1=CC(=CC=C1N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=CC=C(C=C6)O)C2=O)O,Inactive,0,,,-11.5
1007,17507447,5749438,CC(=O)/C=C/N1C2=CC=CC=C2OC1=S,Inactive,0,,,-11.5
1008,49668282,6006809,CCOC(=O)C1=C(N=C2N(C1C3=CC=C(C=C3)F)C(=O)/C(=C/C4=CC=C(C=C4)C(=O)O)/S2)C,Inactive,0,,,-11.6
1009,7977573,2862222,CC1=C(C(C(=C(N1)SCC(=O)C2=CC=CC=C2)C#N)C3=CC=CO3)C(=O)C,Inactive,0,,,-11.6
1010,49730066,3117708,COC1=CC=CC(=C1)C(=O)NNC(=O)C(=O)NC2=CC=CC3=CC=CC=C32,Inactive,0,,,-11.6
1011,24795444,2235302,CC1=C(C=C(C=C1)C(=O)NC(=S)NCC=C)Br,Inactive,0,,,-11.6
1012,56321839,24687914,CC(C)(C)C1=CC=C(C=C1)OCCC(=O)OCC(=O)NC2=CC=C(C=C2)N3CCOCC3,Inactive,0,,,-11.7
1013,26661863,1600362,CC1=CC(=C2C(=C1)C(=CC(=N2)C)NC3=CC=C(C=C3)C(=O)NCCO)C,Inactive,0,,,-11.7
1014,56324348,24687274,CCOC1=CC(=C(C=C1NC(=O)COC(=O)CCOC2=CC=C(C=C2)C(C)(C)C)OCC)N3CCOCC3,Inactive,0,,,-11.8
1015,845218,647560,C1CCN(C1)S(=O)(=O)C2=CC(=C(C=C2)Cl)C(=O)NC3=CC(=CC=C3)O,Inactive,0,,,-11.8
1016,3711347,2997604,CC1(C(=O)N(C(=O)N1)CC(=O)NC(=O)NCC2=CC=CO2)C3=CC=CC=C3Cl,Inactive,0,,,-11.8
1017,7970095,4120148,C1CCC2=C(C1)C=CC(=C2)C3=NN=C(O3)NC(=O)C4COC5=CC=CC=C5O4,Inactive,0,,,-11.8
1018,843372,645662,CC1CCC2=C(N1C(=O)C(C)N3C(=O)C4=CC=CC=C4C3=O)C=CC(=C2)F,Inactive,0,,,-11.9
1019,24784808,1100740,CN1C(=C(C=N1)N=CC2=CC=CC=C2O)C(=O)NC3=CC=CC=C3OC,Inactive,0,,,-12.1
1020,14740139,2891841,CCOC(=O)C1=C(NC(=C(C1C2=CN(N=C2C3=CC=CO3)C4=CC=CC=C4)C(=O)OCC)C)C,Inactive,0,,,-12.1
1021,24823159,1511784,C1=CC2=C(C(=C(C=C2[N+](=O)[O-])Cl)O)N=C1,Inactive,0,,,-12.2
1022,14724767,738864,C1=CC=C2C(=C1)C(=O)N=C(S2)NC(=O)C3=CC=C(C=C3)F,Inactive,0,,,-12.2
1023,24795168,2237501,CC(C)(C)C(=O)NC(=S)NNC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2,Inactive,0,,,-12.3
1024,14744907,4780146,CC1=CC(=C2C(=C1)C(=CC(=N2)SC(C)C#N)C)C,Inactive,0,,,-12.4
1025,845337,647681,CS(=O)(=O)N(CC(=O)N1CCCCC1)C2CCCCC2,Inactive,0,,,-12.4
1026,49733448,135495669,CC1=CC(=CC=C1)OCC(=O)NCC(=O)N/N=C/C2=C(C(=CC(=C2)Br)Br)O,Inactive,0,,,-12.4
1027,4247042,3241299,CCCCCNC(=O)C1=CC2=C(C=C1)C(=O)N(C(=O)N2)CC3CCCO3,Inactive,0,,,-12.4
1028,49647668,947248,CC1=C(C(=NN1)C2=C(C=C(C=C2)OC)O)C3=CC=CC=C3OC,Inactive,0,,,-12.6
1029,49670426,9615911,C/C(=N\NC(=O)C1=CC2=CC=CC=C2C=C1O)/C3=CC=CS3,Inactive,0,,,-12.6
1030,863218,664465,CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)CC3=CC=C(C=C3)Cl)CC4CC(=NO4)C5=CC=C(C=C5)OC,Inactive,0,,,-12.7
1031,17387644,4071115,CC1=NN(C(C1)(C(F)(F)F)O)C(=O)C2=C(C=NN2C)Br,Inactive,0,,,-12.7
1032,856171,54695771,CC(C)CN1C2=CC=CC=C2C(=C(C1=O)C(=O)NCC3=CC=CC=N3)O,Inactive,0,,,-13
1033,49642011,1096475,CN1C(=CN=C1NCC2=CC=CC=C2O)C3=CC(=CC=C3)Br,Inactive,0,,,-13
1034,24793282,135418698,CC1=CC(=O)N(C(=C1)C)/N=C/C2=C(C(=CC(=C2)Cl)Cl)O,Inactive,0,,,-13
1035,24801406,3121345,COC1=C(C=C(C=C1)N2C(=O)C3CCCCC3C2=O)NC(=O)C4=CC=CC=C4,Inactive,0,,,-13.1
1036,860020,6400931,CNC(=O)C1=C(N=NC=N1)N(C)C(=O)NCC2=CC=CC=C2,Inactive,0,,,-13.1
1037,7974078,135449219,COC1=CC=CC(=C1O)/C=N/N2C(=NN=C2SC)C3=CC=CC=C3,Inactive,0,,,-13.1
1038,24826019,4125148,C1CC(=O)NC1C(=O)OCC(=O)NC2=CC=C(C=C2)OC3=CC=CC=C3,Inactive,0,,,-13.2
1039,26732603,445639,CCCCCCCC/C=C\CCCCCCCC(=O)O,Inactive,0,,,-13.2
1040,49666266,5751075,C1=CC=C(C=C1)COC2=CC=C(C=C2)/C=C/3\C(=O)NC(=O)S3,Inactive,0,,,-13.3
1041,4259962,2953071,CC1=NON=C1OCCNC(=O)C23CC4CC(C2)CC(C4)C3,Inactive,0,,,-13.6
1042,46501194,5495919,CC1C(C2=C(O1)C=C3C(=C2O)C(=O)C4=C(O3)C(=C(C=C4)O)O)(C)C,Inactive,0,,,-13.7
1043,49643179,3113629,CC1=NN(C(C1)(C2=CC=C(C=C2)Cl)O)C(=O)C3=CC=CC=C3C,Inactive,0,,,-13.7
1044,17410507,1440357,CC1=CC=CC=C1NC(=O)CSC2=NC3=CC4=C(CCC4)C=C3C=C2C,Inactive,0,,,-13.8
1045,17408067,698365,C1CCN(CC1)C(=S)NC2=CC=CC=C2,Inactive,0,,,-14
1046,3714417,2083749,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)OCC(=O)NC3=CC4=C(C=C3)OCO4,Inactive,0,,,-14.1
1047,49669781,4572582,COC1=CC(=C(C=C1)C(=O)NC2=NN=C(S2)C3=CC=C(C=C3)F)OC,Inactive,0,,,-14.1
1048,24822422,9593792,CC1=NNC(=O)C1CC(=O)N/N=C/C=C/C2=CC=CC=C2,Inactive,0,,,-14.5
1049,4265565,885979,CN(C)C1=CC=C(C=C1)NC(=O)CCCC2=CC=CC=C2,Inactive,0,,,-14.6
1050,26660856,950744,CC1=C2C(=C(N3C2=C(C=C1)C(=CC3(C)C)C)O)N=N,Inactive,0,,,-14.7
1051,49641392,849220,COC1=CC=CC(=C1OC)C(=O)NC2=CC=NC=C2,Inactive,0,,,-14.7
1052,26660770,135505970,CC(C)(C)C1=CC(=C(C=C1)O)/C=N/C2=C(C3=C(S2)CN(CC3)C)C#N,Inactive,0,,,-14.7
1053,17415254,6886506,C/C(=C\C1=CC=CC=C1)/C=N/N2C(=NNC2=S)C3CCCCC3,Inactive,0,,,-14.7
1054,47201855,3120394,CC(C)CC1=NN=C(S1)NC(=O)CCC2=CC=CC=C2,Inactive,0,,,-14.9
1055,3715969,2999423,COC1=CC(=CC(=C1OC)NC(=O)C2=CC=CO2)C(=O)OCC(=O)NC3CCCC3,Inactive,0,,,-15
1056,24779861,6867564,C1=CC=C2C(=C1)C(=C(S2)C(=O)N/N=C/C3=CC=C(O3)[N+](=O)[O-])Cl,Inactive,0,,,-15.3
1057,4260242,798780,COCC(=O)NC(C1=CC=CC=C1)C2=CC=CC=C2,Inactive,0,,,-15.3
1058,14725486,3145808,C1CN(CCN1C2=CC(=CC=C2)Cl)C(=O)CSC3=NC(=CC(=N3)C(F)(F)F)C4=CC=CO4,Inactive,0,,,-15.5
1059,14733330,3741987,CC(C)(C)C1=CC=C(C=C1)COC(=O)NC2=CC3=C(S2)N(N=C3C(F)(F)F)C,Inactive,0,,,-15.5
1060,47199190,1016577,CC1=C(C=C(C=C1)NC(=S)NC(=O)C2=CC(=CN=C2)Br)Cl,Inactive,0,,,-15.6
1061,24834540,135519942,CCCC1=CC(=O)NC(=N1)SCC(=O)C2=C(N(C(=C2)C)CC(F)(F)F)C,Inactive,0,,,-15.6
1062,26659920,929935,CC(C)C1=NC2=C(C3=C1CCCC3)C4=C(S2)C(=O)NC(=S)N4,Inactive,0,,,-15.8
1063,49647081,135630339,C1CCC(CC1)C2=NNC(=S)N2/N=C/C3=C(C=CC(=C3)Br)O,Inactive,0,,,-15.9
1064,56324311,16274286,CC(C)(C)C1=CC=C(C=C1)OCCC(=O)NC2=C(C=C(C=C2)N3CCOCC3)N4CCOCC4,Inactive,0,,,-16
1065,24834348,2427246,CNS(=O)(=O)/C=C/C1=CC=CC=C1,Inactive,0,,,-16.1
1066,14731541,135398515,C1=CC=C2C(=C1)C=CC(=C2/C=N/S(=O)(=O)C3=CC=CS3)O,Inactive,0,,,-16.1
1067,24795447,979883,CC1=CC=CC=C1COC2=C(C=C(C=C2)CNC3=CC=C(C=C3)NC(=O)C)OC,Inactive,0,,,-16.2
1068,26731182,135520573,C1C2CC(C1C=C2)NC(=S)N/N=C/C3=C(C(=CC(=C3)Cl)Cl)O,Inactive,0,,,-16.3
1069,49679826,3490723,C1C(N(N=C1C2=CC=C(C=C2)O)C3=CC=CC=C3)C4=CC=C(C=C4)F,Inactive,0,,,-16.5
1070,49667746,3422137,CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)CN3CCN(CC3)C(C4=CC=CC=C4)C5=CC=CC=C5)CCOC,Inactive,0,,,-16.6
1071,26665551,5726568,CC1=CC(=NC(=N1)/N=C(\N)/NC2=CC=C(C=C2)C(C)C)C,Inactive,0,,,-16.6
1072,14742112,3799969,CCC1=NC2=C(C(=N1)SCC(=O)C3=CC=C(S3)Cl)OC4=CC=CC=C42,Inactive,0,,,-17.1
1073,4265625,1258047,C1=CC2=NSN=C2C(=C1)S(=O)(=O)N3C=C(C(=N3)N)C4=CC=C(C=C4)Br,Inactive,0,,,-17.2
1074,14733950,1289651,COC(=O)C1=C(SC2=C1CCCC2)NS(=O)(=O)C3=CC4=CC=CC=C4C=C3,Inactive,0,,,-17.4
1075,24780013,2328899,C1=CC(=CC(=C1)[N+](=O)[O-])C2=CC=C(O2)/C=C(\C#N)/C(=O)NC3=NC(=CS3)C4=CC=CS4,Inactive,0,,,-17.5
1076,47204458,5302421,CSC1=NSC(=N1)NC(=O)OCC2=CC=C(C=C2)Cl,Inactive,0,,,-17.5
1077,49647047,1915100,CCCOC1=CC=C(C=C1)C(=O)NNC(=S)NC(=O)C2=CC=CC=C2,Inactive,0,,,-17.6
1078,49679643,24762056,COC1=CC2=C(C=C1)C3=C(C2=NNC4=CC=C(C=C4)C(=O)O)C=C(C=C3)OC,Inactive,0,,,-17.6
1079,49715051,20874994,CCOC1=CC=C(C=C1)NC(=O)CC2=CC=C(C=C2)NC3=NC4CS(=O)(=O)CC4S3,Inactive,0,,,-17.7
1080,3713324,2126116,CCN1C(=O)C2=CC=CC=C2C(=N1)C(=O)OCC3=C(ON=C3C)C,Inactive,0,,,-17.7
1081,17412334,5724654,CC1=CC=C(C=C1)/C=C(/C2=NC(=S)NN2)\NC(=O)C3=CC=C(C=C3)C,Inactive,0,,,-17.8
1082,17411483,1478923,C1=CC(=CC=C1C(=O)/C=C/SC2=NC=NN2)Cl,Inactive,0,,,-17.8
1083,14730147,2971525,CC(C(C)(C)C)NC(=O)C1=CC=NC=C1,Inactive,0,,,-17.9
1084,24805815,830963,CCC1=CC2=C(N=CN=C2S1)N3CCN(CC3)C(=O)C4=CC=CO4,Inactive,0,,,-18.1
1085,14732733,3591680,CC1=CC2=C(N1)C=CC(=C2)CNS(=O)(=O)C3=CC=C(C=C3)NC(=O)C,Inactive,0,,,-18.1
1086,56323579,2063395,CCOC(=O)NC(C(F)(F)F)(C(F)(F)F)P(=O)(C1=CC=CC=C1)C2=CC=CC=C2,Inactive,0,,,-18.1
1087,49667300,4892637,CC(C)C(=O)NC1=C(C(=O)C2=CC=CC=C2N1C)C3=CC=CC=C3F,Inactive,0,,,-18.3
1088,848066,650490,CC(C)C1=CC(=C(C=C1)OC)S(=O)(=O)N2CCN(CC2)C,Inactive,0,,,-18.4
1089,24827161,9606297,CC1(C2CC=C(C1C2)/C=N/NC(=S)NCCC3=CC=CC=C3)C,Inactive,0,,,-18.5
1090,844488,646816,C1=CC=C(C=C1)CSC2=NN=C(O2)CNC3=CC(=CC=C3)Cl,Inactive,0,,,-18.6
1091,17386877,3836135,CC1=CC=C(C=C1)NCN2C(=O)C3C4CCC(C4)C3C2=O,Inactive,0,,,-18.6
1092,56323030,9414340,CC1=CC=C(C=C1)S(=O)(=O)NCCC(=O)N2CCC(CC2)CC3=CC=CC=C3,Inactive,0,,,-18.9
1093,24829723,2341018,C1CC2=CC=CC=C2N(C1)C(=O)CSC3=CC=CC=[N+]3[O-],Inactive,0,,,-19.1
1094,47203438,700723,C1=CC=C(C=C1)CNC(=S)NC2=NC=CS2,Inactive,0,,,-19.1
1095,17415374,5347385,CN1C2=CC=CC=C2/C(=N/OC(=O)C3=CC=CC4=CC=CC=C43)/C1=O,Inactive,0,,,-19.1
1096,56315082,16286087,CCC1=CC=CC(=C1NC(=O)CN2CCN(CC2)S(=O)(=O)C3=CC=C(C=C3)C(C)(C)C)C,Inactive,0,,,-19.1
1097,24779297,1084340,C1=CC=C2C=C(C=CC2=C1)OCC3=CC=C(O3)C(=O)OCC4=CC=CC=N4,Inactive,0,,,-19.2
1098,24805207,732486,C1CCC(CC1)NC(=O)NCC2=CC3=C(C=C2)OCO3,Inactive,0,,,-19.3
1099,24803806,3216985,CC1=CC=C(C=C1)C(=O)N(CCOC)CC2=C(N=C3C=C4C(=CC3=C2)OCO4)Cl,Inactive,0,,,-19.3
1100,14736827,1365593,CCC(=NCC1=CC=CO1)C2=C(NN(C2=O)C3=NC4=CC=CC=C4S3)C(F)(F)F,Inactive,0,,,-19.3
1101,49679453,135461291,COC1=C(C=C(C(=C1)/C=C/C2=NC3=C(C=CC=C3O)C=C2)Br)O,Inactive,0,,,-19.3
1102,47201074,23724220,C1=CSC(=C1)C(=O)NC2=NC=C(S2)[N+](=O)[O-].Cl,Inactive,0,,,-19.3
1103,49820356,16398900,CCC1=CC=CC=C1NC(=O)[C@@H]2CCC(=O)N2C3C4=C(C(=C(C=C4)OC)OC)C(=O)O3,Inactive,0,,,-19.6
1104,17388365,6875081,CCN1C=C(C(=N1)C)/C=N/NC(=O)C2=CC3=C(C=C2)OCO3,Inactive,0,,,-19.6
1105,24829693,9679361,C/C(=N\NC(=O)C1COC2=CC=CC=C2O1)/C3=CC=C(C=C3)N4CCOCC4,Inactive,0,,,-19.8
1106,24826633,9670202,C1=CC=C2C(=C1)C=CC(=N2)N/N=C/C3=CC(=CC=C3)F,Inactive,0,,,-19.8
1107,51087017,7254546,CC1=CC=C(C=C1)SCC(=O)NC2=NN=C(O2)C3=CC=CO3,Inactive,0,,,-19.8
1108,49646926,1423418,CCCN1C2=NC3=C(C=CC=C3C=C2C(=N1)NC(=O)CC(C)C)C,Inactive,0,,,-19.8
1109,26662008,6878439,CSC1=CC=C(C=C1)/C=N/NC(=O)C2=CC=CS2,Inactive,0,,,-19.8
1110,26658033,135479086,C1COC2=C(O1)C=CC(=C2)N=NC3=C4C(=C(C=C3)O)C=CC=N4,Inactive,0,,,-19.9
1111,17407009,4227795,CCCOC1=CC=CC(=C1)C2=NC3=CC=CC=C3C(=C2)C4=NNC(=S)N4CC,Inactive,0,,,-20
1112,17412952,2015090,CC1=CC=C(C=C1)C(=O)NN2C(=O)/C(=C/C(=C/C3=CC=CC=C3)/C)/SC2=S,Inactive,0,,,-20.1
1113,47201096,1994749,C1=CC2=C(C(=C1)NCC3=C(C(=CC(=C3)Br)Br)O)N=CC=C2,Inactive,0,,,-20.3
1114,49678827,135829855,CCOC1=CC=C(C=C1)N=NC2=C3C=CC=NC3=C(C=C2)O,Inactive,0,,,-20.3
1115,26666199,293093,C1=C(C(=O)NC=C1I)I,Inactive,0,,,-20.4
1116,26666427,1613528,CC1=CC(N2C3=C1C=C(C=C3/C(=C/4\C(=O)NC(=S)S4)/C2=O)OC(=O)C)(C)C,Inactive,0,,,-20.8
1117,24795950,2985711,C1CC1C2=NN(C(C2)(C(F)(F)F)O)C(=O)C3=CC=NC=C3,Inactive,0,,,-20.8
1118,14737274,9550960,CCN1CCN(CC1)CCNC(=O)CSCC2=C(OC(=N2)C3=CC(=C(C=C3)OC)OC)C,Inactive,0,,,-20.8
1119,49724825,2130911,C1=CC=C(C(=C1)CN2C3=CC=CC=C3/C(=C\4/C(=O)N(C(=S)S4)CC(=O)O)/C2=O)Cl,Inactive,0,,,-21.1
1120,47198442,884329,CC1=CC(=C(C=C1)O)NC(=S)NC(=O)CC2=CC=C(C=C2)Cl,Inactive,0,,,-21.5
1121,7976778,2862220,CC1=CC=C(C=C1)C(=O)CSC2=C(C(C(=C(N2)C)C(=O)C)C3=CC=CO3)C#N,Inactive,0,,,-21.5
1122,843895,646204,CC1=C(C(=CC=C1)C)NC(=O)C2=CC=C(C=C2)N3C=NN=N3,Inactive,0,,,-21.6
1123,17386753,11948799,CC1=C(C(=CC=C1)C)OCC(CN2CCC(CC2)CN3C(=O)C4=CC=CC5=C4C(=CC=C5)C3=O)O.Cl,Inactive,0,,,-21.6
1124,49667271,15990134,CCC1=NN=C2N1C3=CC=CC=C3N=C2NCCC4=CC(=C(C=C4)OC)OC,Inactive,0,,,-21.7
1125,17401406,996679,CC1=CC=CC=C1NC(=S)NC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=CC=C4,Inactive,0,,,-21.8
1126,7970588,5310251,CC1=C(C(=O)N(C(=O)N1C)C)S(=O)(=O)N2CCN(CC2)C3=CC=CC(=C3)C(F)(F)F,Inactive,0,,,-21.8
1127,56320028,24981128,COC1=CC=C(C=C1)NC(=O)CSCC(=O)NC2=CC=CC=C2N3CCCCC3,Inactive,0,,,-21.9
1128,853606,656264,CCOC1=CC=CC=C1NC(=O)NC2(CCCCC2)C(=O)N3CCN4CCCC4C3,Inactive,0,,,-22
1129,49824354,1791199,CC1=C(C=CC(=C1)OCC(=O)NNC(=S)NC(=O)C2=CC=C(O2)Br)Cl,Inactive,0,,,-22
1130,49669837,20921510,CC1=CC=C(C=C1)CN2CCCN(S2(=O)=O)CC3=C(C=CC(=C3)C)C,Inactive,0,,,-22.1
1131,17515717,12006126,CC1CC(CN(C1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NNC3=NC4=C(C=C(C=C4S3)C)C)C,Inactive,0,,,-22.2
1132,17509562,2268032,CC1=CC=C(C=C1)S(=O)(=O)OC2=C(C=C(C=C2)/C=C/3\C(=O)NC(=S)S3)OC,Inactive,0,,,-22.8
1133,56316723,24979554,C1=CC=C(C(=C1)C(=O)NNC(=O)C2=CC=NC=C2)OCC3=CC=C(C=C3)F,Inactive,0,,,-22.8
1134,24813160,74902,C1=CC=C(C(=C1)N=NC2=CC=CC=C2O)O,Inactive,0,,,-22.8
1135,14724784,9593827,CCCC1=C(N=C(S1)N/N=C/C2=CC=CC=N2)C3=CC=C(C=C3)F,Inactive,0,,,-22.8
1136,17410900,1440349,CC1=C(C(=CC=C1)C)NC(=O)CSC2=NC3=CC4=C(CCC4)C=C3C=C2C,Inactive,0,,,-22.8
1137,3716172,2999502,CC1CC1C(=O)OCC(=O)NC2=C(C=C(C=C2)C)S(=O)(=O)N3CCCCC3,Inactive,0,,,-23
1138,26670304,16246215,CCN(CC)S(=O)(=O)C1=CC=CC(=C1)C(=O)N[C@@H](C(C)C)C(=O)NNC(=O)C2=CC=CC=C2,Inactive,0,,,-23.3
1139,49824246,5341487,C/C(=N\NC(=O)C1=CC(=CC=C1)Br)/C2=CC=CC=N2,Inactive,0,,,-23.3
1140,24779434,7105617,COC1=CC2=C(C=C1)N=C(S2)NNC(=O)C3=CC(=O)C4=CC=CC=C4O3,Inactive,0,,,-23.5
1141,49669345,135509553,C1=CC=C(C(=C1)/C=N/NC2=CC=C(C=C2)[N+](=O)[O-])O,Inactive,0,,,-23.6
1142,4242208,3237094,CCOC1=CC=CC(=C1)NC(=O)C2CC(=O)N(C(=NC3=CC(=CC=C3)F)S2)C,Inactive,0,,,-23.7
1143,7976265,2862218,CC1=C(C(C(=C(N1)SCC(=O)C2=CC=C(C=C2)Cl)C#N)C3=CC=CO3)C(=O)C,Inactive,0,,,-23.8
1144,24800585,16192254,CCOC(=O)C1(CCN(CC1)CC2=CC3=CC=CC=C3N2)CC4CCCCO4,Inactive,0,,,-23.9
1145,24803942,750420,COC(=O)CSC1=C(C2=C(N1)C=CC(=C2)Br)[N+](=O)[O-],Inactive,0,,,-24.1
1146,17401243,56642834,CCCCCCC/C(=N/NC(=O)CC(=O)NCCC1=CC=CC=C1)/C,Inactive,0,,,-24.2
1147,14720589,1135590,CCOC(=O)N1CCN(CC1)C(=O)CN(C2=CC=C(C=C2)OC)S(=O)(=O)C,Inactive,0,,,-24.3
1148,14731020,2792414,CCCCC(C(=O)O)NC1=NC=NC2=CC=CC=C21,Inactive,0,,,-24.3
1149,51087024,7254636,C1=COC(=C1)C2=NN=C(O2)NC(=O)CSC3=CC=C(C=C3)Cl,Inactive,0,,,-24.6
1150,46501232,23641093,CC(=CCC1=CC(=C(C=C1O)O)[C@H]2CC3=C(C4=C(C=C3)OC(C=C4)(C)C)OC2)C,Inactive,0,,,-25
1151,50085692,16401925,CCCC1=CC(=O)OC2=C1C(=CC(=C2)C)OC(C)C(=O)N[C@@H](CC3=CNC4=CC=CC=C43)C(=O)O,Inactive,0,,,-25.1
1152,4255529,2234662,CCS(=O)(=O)N1C(=NC(=N1)NCC2=CC(=CC=C2)OC)NCC3=CC(=CC=C3)OC,Inactive,0,,,-25.1
1153,24802353,135442429,CCC1=C(N=C(NC1=O)SCC(=O)N2CCCCC2C)C,Inactive,0,,,-25.6
1154,49821883,6873485,CCCOC1=CC=CC(=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)N/N=C/C4=CC=CC=N4,Inactive,0,,,-25.7
1155,47196052,135531547,CC1=NC2=CC=CC=C2C(=O)N1/N=C/C3=C(C(=CC(=C3)Br)Br)O,Inactive,0,,,-25.7
1156,845256,647596,CC(C)NC1=NC(=NC(=N1)OC2=CC=C(C=C2)C(=O)OC)N(C)C,Inactive,0,,,-25.7
1157,7978153,2290503,CCCCOCCCNC(=O)C1=CC2=C(C=C1)OCO2,Inactive,0,,,-26
1158,22401406,15944767,CC(CC/C=C(/C)\C(=O)O)[C@H]1CC[C@@]2([C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CCC(=O)C4(C)C)C)C)C,Inactive,0,,,-26.1
1159,24781236,16187449,COC1=C(C=C(C=C1)CC2=NOC(=N2)CN3CCN(CC3)CC4=CC(=CC=C4)Cl)OC,Inactive,0,,,-26.3
1160,17516770,4322639,C1CCN(CC1)S(=O)(=O)C2=CC=CC(=C2)NC3=NC4=CC=CC=C4N=C3NS(=O)(=O)C5=CC=CC(=C5)[N+](=O)[O-],Inactive,0,,,-26.4
1161,49671644,2727268,CC1=CC(=C(C=C1)N=C(C2=C(C=CN=C2)C(F)(F)F)NO)C,Inactive,0,,,-26.5
1162,49646311,24747458,CC1CCCCN1CC2=CC(=O)OC3=C2C=CC(=C3C)C.Cl,Inactive,0,,,-26.7
1163,49736347,3216595,CC1=CC(=NO1)NC(=O)CCC(=O)N(C2=CC(=CC=C2)F)C(C3=CC=C(C=C3)OC)C(=O)NC(C)(C)C,Inactive,0,,,-27.1
1164,24794483,2058650,CCOC(=O)C1=CC2=C(N=C3C=CC=CN3C2=O)N(C1=NC(=O)C4=CC=NC=C4)CCCOC,Inactive,0,,,-27.5
1165,4257343,2056026,C1OC2=C(O1)C=C(C=C2)CNS(=O)(=O)C3=CC=CC4=C3N=CC=C4,Inactive,0,,,-28.1
1166,24816696,7151250,C1CSC2=NC(=CN21)C3=CC(=CC=C3)NC(=O)CC4=CC=C(C=C4)F,Inactive,0,,,-28.9
