PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Average Inhibition at 6.6 uM,Standard Deviation
RESULT_TYPE,,,,,,,,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,Normalized percent inhibition of the screen at a compound concentration of 6.6 micromolar.,Standard deviation derived from the normalized percent activation of the triplicate data for each compound.
RESULT_UNIT,,,,,,,,PERCENT,NONE
RESULT_ATTR_CONC_MICROMOL,,,,,,,,6.6,
624,17413346,2292448,C1=CC=C2C(=C1)C3=C(O2)C=CC(=C3)S(=O)(=O)NCCOC4=CC=CC=C4Cl,Active,55,,,65.95,4.04765
625,49645458,809516,CC(=O)NC1=CC=CC(=C1)C2=NC3=CC=CC=C3O2,Active,55,,,65.94,5.79678
626,49674071,4688385,CC(=O)NC1=C(C(=O)C2=CC=CC=C2C1=O)NC3=CC=C(C=C3)N(C)C,Active,55,,,65.94,9.69635
627,49666013,3780874,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)Cl)NCC3=CN=CC=C3,Active,55,,,65.9,3.10018
628,26661810,5410238,CC(C)C1=NN2C(=C(C(=O)N=C2S1)/C=C/3\C=NC4=CC=CC=C43)N,Active,55,,,65.89,10.04
629,17504652,3122470,C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(=O)NN2C=NN=C2,Active,55,,,65.84,7.31432
630,49647052,10860295,CNC1=CC2=[N+](C3=CC=CC=C3N=C2C=C1)C.[O-]Cl(=O)(=O)=O,Active,55,,,65.83,4.95874
631,14725848,612460,CCOC(=O)C1=CC2=C(C=C1)NC(=C2C)C,Active,55,,,65.82,3.84009
632,51090282,16830309,C1CC2=C(C=C(C=C2)NC(=O)C3=C(C=CC=C3F)F)N(C1)S(=O)(=O)C4=CC=CS4,Active,55,,,65.77,5.43434
633,49646448,24747513,C1CN(C(=O)[C@H]2[C@@H]1C=CC[C@H]2C(=O)NCCC3=CC=CC=C3)CC4=CC(=C(C=C4)Cl)Cl,Active,55,,,65.75,5.59485
634,17513483,5532231,COC1=C(C=CC(=C1)/C=C\2/C(=O)N(/C(=N\C3=NC=CS3)/S2)CC=C)O,Active,55,,,65.71,3.14144
635,47194922,3393623,C1CCN(CC1)C2=CC(=O)C(=O)C3=CC=CC=C32,Active,55,,,65.7,5.45149
636,3716294,2576894,C1=CC=C2C(=C1)C=CC(=N2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)NCC4=CC=CO4,Active,55,,,65.67,8.30524
637,17432268,2214803,CC1=C(C=C(C=C1)C2=NC3=CC=CC=C3N2)NC(=O)C4=C(C5=C(S4)C=C(C=C5)Cl)Cl,Active,55,,,65.61,1.63195
638,49678600,24761960,CCC(=O)N1CCC2=C1C=CC(=C2)C3=CSC(=N3)NC(=O)C4=CC=CO4,Active,55,,,65.59,2.70622
639,24783679,1288816,CN1N=C(N=N1)NC(=O)C2=C(C=C(C=C2)[N+](=O)[O-])Cl,Active,55,,,65.58,5.05263
640,49714552,16007585,CC1=C(C(=NO1)C)S(=O)(=O)N(CC(=O)NC(C)C2=CC=CC=C2)C3=CC=C(C=C3)OC,Active,55,,,65.55,0.857401
641,852111,654715,CCOC(=O)C1=NN(C(=O)C(=C1C)C#N)C2=CC=CC=C2C,Active,55,,,65.38,11.0471
642,22404484,2295058,CN1C(=O)C(=CC2=CC=C(O2)N3CCOCC3)C(=O)N(C1=O)C,Active,55,,,65.35,6.76306
643,26668324,651558,CCCN1C(=NN=C1SCC(=O)NC2=NN=C(S2)C3=CC=CC=C3)C4=CC=CC=N4,Active,54,,,65.27,15.0357
644,863145,664382,C1COCCN1CCCN2C3=C(C=C(C2=N)C(=O)NCC4=CC=C(C=C4)F)C(=O)N5C=CC=CC5=N3,Active,54,,,65.22,11.9157
645,864644,665885,COC1=CC=CC=C1NC2=NC(=NC(=N2)N)C3=CC4=CC=CC=C4O3,Active,54,,,64.92,2.25184
646,17432297,2964260,CC(C1=CC2=C(CCCC2)C=C1)NC(=O)C3=CC=CC4=CC=CC=C43,Active,54,,,64.92,3.48329
647,4249572,3243506,C1C(OC2=CC=CC=C2O1)CNC(=O)CC3C(=O)NC4=CC=CC=C4N3,Active,54,,,64.91,3.92049
648,17387453,6875029,CC1=CC(=NO1)C(=O)N/N=C/C2=CC=C(C3=CC=CC=C23)OC,Active,54,,,64.76,6.01645
649,3716472,2374909,C1=CC=C2C(=C1)C(=O)C3=C(S2(=O)=O)C=C(C=C3)C(=O)NCCO,Active,54,,,64.68,8.64218
650,7972582,2877644,C1CN(CCN1C2=CC=CC=C2)C3=NC=NC4=C3OC5=CC=CC=C54,Active,54,,,64.66,3.60973
651,3717003,746912,COC1=CC=C(C=C1)C(=O)NC2=NC(=CS2)C3=CC=CS3,Active,54,,,64.64,14.7433
652,49648437,24747807,CN(C)C1=NC=C(C=C1)C2=CC3=C(C=C2)SC4=CC(=C(C=C4C3=O)OC)OC,Active,54,,,64.64,11.8369
653,3714445,2092663,CCOC(=O)C1=C(NC(=C1C(=O)CN2N=C(N=N2)C3=CC=CC=C3C)C)C,Active,54,,,64.59,5.42797
654,24816075,6012173,CC1CN(CC(O1)C)C(=O)/C=C/C2=CC=C(S2)[N+](=O)[O-],Active,54,,,64.51,16.0244
655,17511371,12005512,COC1=CC=C(C=C1)C(=O)C[N+]2=CC=C(C=C2)C3=NN=C4N3CCC4.[Br-],Active,54,,,64.49,7.59165
656,17506222,9547740,CN1C(=O)C(=C(N(C1=O)CC2CC2)N)C(=O)COC(=O)C3=CC(=NC4=CC=CC=C43)C5=CC=CO5,Active,54,,,64.49,9.81718
657,24789683,773430,C1=CC=C2C(=C1)C3=NC4=C(C=CC(=C4)C(=O)O)N=C3C2=O,Active,54,,,64.46,9.13557
658,49731850,16435009,CC1=CN2C(=NC3=C(C2=O)C=C(C(=N)N3CCN4CCOCC4)C(=O)NCCC5=CC=CC=C5)C=C1,Active,54,,,64.35,8.94482
659,22416871,1716436,C=CCNC1=C(C(=O)C2=CC=CC=C2C1=O)Cl,Active,54,,,64.34,7.20081
660,17510761,12005330,CCCC(=O)OCCNC1=C(C2=NON=C2C(=C1)SCCC(=O)OC)[N+](=O)[O-],Active,54,,,64.31,7.29454
661,4248944,5771437,C1=CC=C2C(=C1)C3=NC4=C(C=CC(=C4)F)N=C3N2,Active,54,,,64.29,2.8404
662,17431774,5340068,COC1=CC(=C(C=C1)OC)/C=N/NC(=O)C2=CC=[N+](C=C2)CC3=CC=CC=C3.[Cl-],Active,54,,,64.23,10.0261
663,26725885,6385598,C1=CC(=CC=C1N/N=C(\C#N)/C(=S)N)[N+](=O)[O-],Active,54,,,64.17,1.54217
664,24832603,2461257,CCN1C2=C(C=C(C=C2)NC(=O)C3=NOC(=C3)C)C4=CC=CC=C41,Active,54,,,64.13,3.08526
665,22412397,7313807,CCOC1=CC=C(C=C1)N=NC2=C3N=C(C=C(N3NC2=O)C)C,Active,54,,,64.11,13.2727
666,26658711,1724168,CC1=CC=C(C=C1)S(=O)(=O)NCCOC2=NC(=NC(=N2)N(C)C)N(C)C,Active,53,,,64.07,12.0645
667,24822421,3150541,CC1=C(SC(=C1C#N)NC(=O)C2=CC=C(O2)[N+](=O)[O-])C(=O)OC,Active,53,,,64.05,3.42345
668,14721606,2789477,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=N2)NCC4=CC=CO4.Cl,Active,53,,,64.03,5.52446
669,17387428,4689284,CCC(=O)N(C)C(C1=CC=CC=C1Cl)C2=NN=NN2C3=C(C=CC=C3C)C,Active,53,,,63.97,2.23292
670,24797338,1454987,CC1=C(OC(=C1)C(C)(C)C)C(=O)N(CC(=O)NC2CCCC2)C3=CC=CC=C3OC,Active,53,,,63.97,3.30847
671,22409920,6525831,CC(C(=O)NCCN1C(=O)/C(=C/C2=CN=CC=C2)/SC1=O)N3C(=O)C4=CC=CC=C4C3=O,Active,53,,,63.94,6.23571
672,4245264,3239755,CCCNC(=O)C(C1=CC=CC=C1)NS(=O)(=O)C2=CC=CC3=NSN=C32,Active,53,,,63.88,15.6791
673,24828906,3748059,C1=CC=C(C=C1)C2=C(N3C=CC=CC3=C2)N=O,Active,53,,,63.87,13.5547
674,56316564,7634362,CCOC(=O)C1=C(NC(=C1C)C(=O)OCC(=O)NC2=C(C=CS2)C(=O)N)C,Active,53,,,63.87,4.62844
675,26731702,2801913,CC1=CC2=C(C=C1)N3C(=NN=C3SCC(=O)O)N=N2,Active,53,,,63.87,3.71722
676,845830,648190,CC1=C2C(=CC=C1)C=C(C(=N2)NCCNS(=O)(=O)C3=CC4=C(C=C3)OCCO4)C#N,Active,53,,,63.84,4.89198
677,49736879,24793912,CC1=C(C(=CC=C1)N2C3=C(C=N2)C(CCC3)NC(=O)C4=C(OC(=C4)C)C)C,Active,53,,,63.81,2.15706
678,56323787,24982652,CCN(C1CCS(=O)(=O)C1)C(=O)CN2C(=O)C3=C(C2=O)C=C(C=C3)[N+](=O)[O-],Active,53,,,63.76,1.98625
679,49824533,24818806,COC1=CC=CC2=C1C(=O)C3=C(O2)C=C(C=C3)C#CC4=CC=CC=N4,Active,53,,,63.76,5.65283
680,24834314,220107,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=CC=C3)C(=O)O,Active,53,,,63.75,3.80815
681,24788037,7072146,CN\1CCS/C1=C/C=C\2/C(=O)N(C(=S)S2)CC(=O)O,Active,53,,,63.71,3.53015
682,24781422,2016048,CC1=C(C(=O)N(C(=C1C#N)O)CCO)N=NC2=CC=C(C=C2)S(=O)(=O)N,Active,53,,,63.7,0.527799
683,4241907,3236821,C1COC2=C(O1)C=CC(=C2)S(=O)(=O)NCCC3=CSC(=N3)C4=CC=CC=C4,Active,53,,,63.61,1.92017
684,17388419,2309937,C1=CC=[N+](C=C1)C2=NC3=CC=CC=C3N=C2C(=C=[N-])C#N,Active,53,,,63.61,5.82353
685,24781963,6217663,C1=CC2=C3C(=C1)/C(=N/NC(=O)C4=CC(=CC=C4)O)/C(=O)C3=CC=C2,Active,53,,,63.57,6.69225
686,24796921,135433315,C1=CC(=CC=C1C(=O)N)N=C2C3=C(C=CC(=C3)[N+](=O)[O-])NC2=O,Active,53,,,63.54,3.12039
687,49730636,20918818,COC1=CC(=C(C=C1)OC)CCNC(=O)CN2C=CC3=C2C=CC(=C3)S(=O)(=O)N4CCCC4,Active,53,,,63.48,10.9425
688,17512247,135517077,C1=CC=C2C(=C1)C(=CN2)/C=N/NC(=O)C3=C(C4=CC=CC=C4S3)Cl,Active,53,,,63.43,4.35259
689,24823519,2836586,C1=CC(=CC=C1NC2=C(C3=NON=C3C=C2)[N+](=O)[O-])S(=O)(=O)N,Active,53,,,63.42,3.11502
690,85271656,2483010,CN1C(=C(C(=O)N(C1=O)C)C(=O)COC(=O)C2=CC3=CC=CC=C3C=C2)N,Active,53,,,63.27,6.55439
691,17411581,868317,CC1=CC(=NC(=C1)NC(=O)/C=C/C2=C(C=C(C=C2)Cl)Cl)C,Active,53,,,63.22,5.00856
692,17510581,12005273,CCC(=O)OCCNC1=C(C2=NON=C2C(=C1)SC3=NC=CN3C)[N+](=O)[O-],Active,53,,,63.2,1.76416
693,24821490,721689,COC1=CC=C(C=C1)N=NC2=C(NC(=S)NC2=O)O,Active,53,,,63.14,2.96993
694,49732775,729286,COC(=O)C1=CC=CC=C1NC(=O)COC2=CC3=C(C=C2)OCO3,Active,53,,,63.11,13.2451
695,26726061,650373,CCC(=O)NC1=C(C=CC(=C1)NC(=O)CSC2=NC=C(N2CC3=CC=CO3)C4=CC=C(C=C4)F)C,Active,53,,,63.08,2.14293
696,3715418,2336012,COC(=O)CNC(=O)C1=CC2=C(C=C1)C(=O)C3=CC=CC=C3S2(=O)=O,Active,53,,,63.05,3.77068
697,49677930,7152109,CS(=O)(=O)C1=CC=C(C=C1)C(=O)NC2=CC=CC(=C2)C3=NC4=CC=CC=C4N3,Active,53,,,63.03,1.44109
698,49665578,135403208,C1=CC=C2C(=C1)[N+](=C3C=CC(=CC3=[N+]2[O-])O)[O-],Active,53,,,63.03,2.18274
699,51089249,16829838,COC1=CC=CC(=C1)C(=O)NCC2CCCN2S(=O)(=O)C3=CC=CC=C3,Active,53,,,62.94,4.32104
700,24786666,738234,C1=CC=C(C=C1)C2=CSC(=N2)NC(=S)NC(=O)C3=CC=CO3,Active,52,,,62.82,14.3837
701,24823192,16195423,CN(CCO)C1=C(C2=NON=C2C(=C1)NCCCN3CCC(CC3)CC4=CC=CC=C4)[N+](=O)[O-],Active,52,,,62.71,2.87784
702,56463576,6093,C1CN(C(=O)N1)C2=NC=C(S2)[N+](=O)[O-],Active,52,,,62.58,9.40405
703,24814783,6622493,CC(=O)NC1=CC=C(C=C1)NC(=O)C2CCCN2S(=O)(=O)C3=CC=CC4=NSN=C43,Active,52,,,62.47,3.31276
704,4244250,3238872,C1=CC=C2C(=C1)C3=NC4=CC=CC=C4N3C(=N2)SCC(=O)NCC5=CC=CO5,Active,52,,,62.41,6.31155
705,4247326,3241548,CCOC1=CC2=C(C=C1)N=C(S2)NC(=O)C3CCCN(C3)S(=O)(=O)C4=CC=CS4,Active,52,,,62.41,2.93922
706,14727402,5376739,CC1=C(C=NN1C)/C=C/C(=O)C2=CC=CS2,Active,52,,,62.34,2.19654
707,26658687,3519010,CN1CCN(CC1)C2=C(C(=O)C3=CC=CC=C3C2=O)NS(=O)(=O)C4=CC=CS4,Active,52,,,62.33,7.08212
708,7970886,135449161,CC1=CN2C(=NC(=C(C2=O)/C=N/O)NC3=CC=CC=C3)C=C1,Active,52,,,62.28,3.054
709,85146636,44142494,CN(C)C1=CC=C(C=C1)C2=C(C3=C(S2)C=CC(=C3)OC)C#CCO,Active,52,,,62.22,0.721773
710,7973749,2787417,COC(=O)C1CCC2=C1C(=C(S2)NC(=O)C3=CC=CO3)C(=O)OC,Active,52,,,62.12,5.02018
711,24820405,2836594,C1=CC(=CC=C1C(=O)O)NC2=C(C3=NON=C3C(=C2)Cl)[N+](=O)[O-],Active,52,,,62.11,3.93941
712,49642404,3127400,CCOC1=C(C(=CC(=C1)C(=S)N2CCOCC2)Br)OS(=O)(=O)C3=CC=CC=C3,Active,52,,,62.09,2.51028
713,26657657,5992585,CC(=O)NC1=CC=C(C=C1)/C=C/C2=NC3=C(C=CC=C3[N+](=O)[O-])C=C2,Active,52,,,62.05,3.35325
714,14734672,1504392,CC1=C(C2=NSN=C2C=C1)S(=O)(=O)NCCC3=C(NC4=C3C=C(C=C4)F)C,Active,52,,,61.97,8.76817
715,49723419,1302836,CCOC1=CC=C(C=C1)NC(=O)CNS(=O)(=O)C2=C(C=C(C=C2C)C)C,Active,52,,,61.94,6.01186
716,24823306,252183,C1=CC(=CC=C1N=NC2=C(NC(=O)NC2=O)O)[N+](=O)[O-],Active,52,,,61.94,1.71646
717,26661647,6861718,C1=CC=C(C=C1)/C=C(\C=N\NC(=O)C2=CC=CS2)/Cl,Active,52,,,61.91,3.28846
718,26671021,6869836,C1=CC=C(C=C1)C2=NNC(=C2)C3=NNC(=S)N3/N=C/C4=CC=CS4,Active,52,,,61.91,1.65522
719,26729835,2816496,CC1=NN(C(=C1)NC(=O)CSC2=NC3=CC=CC=C3N2)C4=CC=CC=C4,Active,52,,,61.85,6.62451
720,26725878,942729,C1=CC(=CC(=C1)N=NC2=C(NC(=O)NC2=O)O)C(=O)O,Active,52,,,61.77,3.08477
721,22403382,875011,CC1=CC2=NC(=CN2C=C1)C3=CC(=CC=C3)NC(=O)C4=CC=CC=C4,Active,52,,,61.77,7.58705
722,843476,645771,C1CC2=CC=CC=C2N(C1)S(=O)(=O)C3=CC=C(C=C3)S(=O)(=O)NC4CC4,Active,52,,,61.75,13.4407
723,24817396,3124694,C1CS(=O)(=O)CC1CNC2=C(C=C(C=C2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],Active,51,,,61.68,0.86799
724,17504845,3126042,CNC1=C(C=CC2=C1C(=O)C3=CC=CC=C3C2=O)C(=O)O,Active,51,,,61.67,4.91765
725,26729855,2747052,CC1=CC=C(C=C1)CN2C(=CC(=N2)C)C(=O)NC3=CC=C(C=C3)Cl,Active,51,,,61.64,2.83321
726,57256738,16325645,CC(C(=O)N1CCNC1=O)SC2=NC3=C(O2)C=CC(=C3)S(=O)(=O)NC4=CC=CC=C4OC,Active,51,,,61.61,7.47931
727,26657779,768388,C1COC2=C(O1)C=CC(=C2)N=NC3=C(NC(=S)NC3=O)O,Active,51,,,61.59,4.04837
728,7977812,1399583,COC1=CC=C(C=C1)NC2=NC=NC3=C2OC4=CC=CC=C43,Active,51,,,61.56,7.43817
729,24780823,2302193,C1=CC2=C(C=C1S(=O)(=O)NCCO)C(=O)C3=C2C=CC(=C3)S(=O)(=O)NCCO,Active,51,,,61.44,1.71811
730,49645781,3389416,C1CC(OC1)CNC(=O)C2=CC3=C(C=C2)C(=O)C4=CC=CC=C4S3(=O)=O,Active,51,,,61.43,12.3639
731,57263037,4592650,C1=CC=C(C(=C1)OCC(=O)NC2=C(C=CC(=C2)S(=O)(=O)NC3=CC(=CC=C3)Cl)O)F,Active,51,,,61.33,1.8843
732,49679494,7514097,C1=CC=C2C(=C1)C(=O)C3=C(C=CC(=C3C2=O)NCCC(=O)O)NCCC(=O)O,Active,51,,,61.31,6.38478
733,24812504,16193681,COC1=CC=C(C=C1)N2N=C(C(=NC3CCN(CC3)CC4=CC=CC=C4)N2O)[N+](=O)[O-],Active,51,,,61.29,7.3347
734,4243757,3238439,C1=CC=C(C=C1)C(C(=O)NCC2=CC=CO2)NS(=O)(=O)C3=CC=CC4=NSN=C43,Active,51,,,61.27,11.2894
735,24792667,2964849,C1CCN(C1)C2=C3C=CC=C(C3=NC=C2)[N+](=O)[O-],Active,51,,,61.2,3.45347
736,24810881,683497,C1=CC=NC(=C1)N2C(=O)C3=CC=CC4=C3C(=CC=C4)C2=O,Active,51,,,61.17,2.20027
737,17510006,12005068,COC1=CC=C(C=C1)N2N=C(C(=NCC3=CN=CC=C3)N2O)[N+](=O)[O-],Active,51,,,61.17,4.01344
738,24784136,1151501,C1CN(CCN1C(=O)CC2=CC=CC=C2)S(=O)(=O)C3=CC=C(C=C3)[N+](=O)[O-],Active,51,,,61.16,23.3286
739,17401807,912302,C1CN=C2N(C1)C(=O)/C(=C/C3=CC=C(C=C3)[N+](=O)[O-])/S2,Active,51,,,61.06,5.30791
740,17505740,3138567,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)NNC(=O)C4=CC=CC=C4O,Active,51,,,61.04,12.0282
741,47199195,901111,C1=CC2=CC(=CC3=C2C(=C1)C(=O)N(C3=O)C4=NN=CS4)[N+](=O)[O-],Active,51,,,61.01,0.430491
742,24812901,3097706,C1=C(C=C(C(=C1[N+](=O)[O-])N)[N+](=O)[O-])C2=CN=CN2,Active,51,,,60.93,3.91921
743,17388188,5336637,CC1=C(C=C(C=C1)C2=CC=C(O2)/C=N\NC(=O)C3C(CNC3=O)C4=CC=CC=C4)Cl,Active,51,,,60.91,3.24867
744,56323017,16583798,CC1=CC(=NC2=CC=CC=C12)SCC(=O)OC(C)C(=O)N(C)C3=CC=CC=C3,Active,51,,,60.76,12.2633
745,85146103,44142076,C1=CC=C2C(=C1)C=CC=C2C3=NC(=C(O3)N)C#N,Active,51,,,60.75,12.7223
746,49729445,6499071,CC1=C(C=C(C=C1)Cl)NC(=O)CN2C(=O)C=CC(=N2)C3=CC=CS3,Active,51,,,60.56,1.76596
747,50085435,6763,C1=CC=C2C(=C1)C3=CC=CC=C3C(=O)C2=O,Active,50,,,60.53,3.04663
748,49718080,1808841,COC1=CC=CC=C1N(CC(=O)NCCSC2=CC=CC=C2)S(=O)(=O)C3=CC=CC=C3,Active,50,,,60.46,12.7031
749,49645730,24747308,C1CC(=CC(=O)C1)C2=CC=CC3=C2OC4=CC=CC=C34,Active,50,,,60.43,10.8882
750,85198251,25058324,COC1=CC2=C(C=C1)SC(=C2C#CCO)C3=CC=C(C=C3)S(=O)(=O)C,Active,50,,,60.41,1.60129
751,4259639,2960876,CC1=NC2=CC=CC=C2C3=C(O1)N=C(N=N3)SC,Active,50,,,60.4,2.85737
752,50085998,5323714,C1COC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-],Active,50,,,60.4,4.34188
753,14727151,941377,CC1=CC(=NC(=N1)NC2=NNC(=N2)C3=CC=CC4=CC=CC=C43)C,Active,50,,,60.39,13.0178
754,24834896,4876871,C1CCN(C(C1)C(=O)NC2=CC=CC=C2)S(=O)(=O)C3=CC=CC=C3,Active,50,,,60.39,4.39772
755,17511806,12005566,CCCCCCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCCCCC.[I-],Active,50,,,60.27,7.72696
756,24824401,676850,COC1=CC(=NC2=C1C=C(C=C2)[N+](=O)[O-])C(=O)O,Active,50,,,60.27,1.99451
757,26657750,6858815,C1=CC(=CC=C1/C=N/N2C=NNC2=S)[N+](=O)[O-],Active,50,,,60.13,2.9064
758,26726894,2801915,CCN(CC)C(=O)CSC1=NN=C2N1C3=C(C=C(C=C3)C)N=N2,Active,50,,,60.13,3.64948
759,50085665,3559378,COC1=C(C=C(C=C1)CCNC(=O)C2=CC3=C(N=C4C=CC=CN4C3=O)N(C2=N)CC5CCCO5)OC,Active,50,,,60.11,1.72172
760,17386560,3466578,CC1=CC=C(C=C1)C2=C(SC(=C2C(=O)OC(C)C)NC(=O)C3C4CCC(C3C(=O)O)O4)C,Active,50,,,60.08,11.7283
761,24791433,6891772,C1=CC=C(C=C1)C2=NNC(=C2)C3=NNC(=S)N3/N=C/C4=C5C=CC=CC5=CC6=CC=CC=C64,Active,50,,,60.03,11.5991
762,17510995,6617289,CN(CCO)C1=C(C2=NON=C2C(=C1)N3CCC4(CC3)OCCO4)[N+](=O)[O-],Active,50,,,59.98,5.45513
763,24821346,3113863,C1=CC=[N+](C=C1)C2=C(C3=CC=CC=C3C(=O)C2=O)[O-],Active,50,,,59.86,1.70283
764,49673876,2310768,C1CN(CCC1C(=O)N)C(=O)C2=CC3=C(C=C2)C(=O)C4=CC=CC=C4S3(=O)=O,Active,50,,,59.79,11.6462
765,46500087,23640812,C#CC1=CC2=C(C=C1)N3C(=C4C=CC=CC4=N3)OC2,Active,50,,,59.79,22.4154
766,26670440,4069388,C1COCCN1S(=O)(=O)C2=CC=CC(=C2)N=NC3=C(NC(=S)NC3=O)O,Active,50,,,59.7,12.8054
767,24781013,1503228,CC1=CN=C(N1CCOC(=O)NC(=O)C2=CC(=CC=C2)F)[N+](=O)[O-],Active,50,,,59.63,4.79293
768,24812038,16193494,COCCN1CC2=C(C1=O)C(=CC=C2)C(=O)NC3=CC=CC(=C3)C4=NC5=CC=CC=C5N4,Active,50,,,59.6,2.58636
769,14742546,1895649,COC1=CC=C(C2=C(C=CC(=C12)C(=O)C3=CC=CC=C3)O)C(=O)C4=CC=CC=C4,Active,50,,,59.57,3.17654
770,24795063,1218684,COC1=CC=C(C=C1)C(=O)COC2=CC=CC=C2C(=O)NC3=CC=CC=C3,Active,50,,,59.55,4.10942
771,14727962,3518713,C1=CC=C(C=C1)CC2=C([N+](=C3C=CC(=NN3C2=O)C4=CC=CC=C4)C5=CC=C(C=C5)Cl)[O-],Active,50,,,59.5,0.98143
772,24802979,2865151,CC1=C(C=C(C=C1)S(=O)(=O)N(CC(=O)NCCCOC)C2=C(C=CC(=C2)Cl)OC)[N+](=O)[O-],Active,50,,,59.43,2.89439
773,49824671,4368850,CCN1CCN(CC1)C2=C(C(=O)C3=CC=CC=C3C2=O)NS(=O)(=O)C4=CC=C(C=C4)NC(=O)C,Active,50,,,59.38,0.801929
774,26664213,3501054,C1CN(CCC1C(=O)N)C2=C(C(=O)C3=CC=CC=C3C2=O)NS(=O)(=O)C4=CC=CC=C4,Active,50,,,59.37,5.4101
775,17513700,3476606,CCCCNC1=C(C2=NSN=C2C=C1)[N+](=O)[O-],Active,50,,,59.35,0.501898
776,22402107,7110101,C1OC2=C(O1)C=C3C(=C2)N=C(S3)NC4=NC5=C(C=CC=C5S4)F,Active,49,,,59.33,3.92319
777,24806388,1261960,C1=CC=NC(=C1)C2=NC3=C(C=C(C=C3)Cl)C(=C2)C(=O)NCC4=CC=C(C=C4)S(=O)(=O)N,Active,49,,,59.21,1.88575
778,24790585,1505859,CC1=C(C(=O)N(N=C1NC(=O)OC)C2=CC=C(C=C2)OC)C#N,Active,49,,,59.17,2.54374
779,17510543,12005251,CCC(=O)OCCNC1=C(C2=NON=C2C(=C1)SCCC(=O)OC)[N+](=O)[O-],Active,49,,,59.13,3.28191
780,14736946,3834521,CCC(=O)NC1=CC=CC=C1NC2=C(C=C(C(=C2)C#N)C#N)[N+](=O)[O-],Active,49,,,59.09,10.0017
781,47194509,1799316,COC1=CC=CC=C1C(=O)NCCCCNC(=O)C2=CC=CC=C2OC,Active,49,,,59.07,4.79559
782,57256753,16324859,CC1CC2=CC=CC=C2N1S(=O)(=O)C3=CC=CC(=C3)C(=O)N4CC(OC5=CC=CC=C54)C(=O)NC,Active,49,,,58.97,7.06803
783,17415478,876026,C1=CC=C2C(=C1)NC(=N2)C3=CC(=CC=C3)NC(=O)/C=C/C4=CC=CO4,Active,49,,,58.95,11.1809
784,17507550,3121201,CC1=CC(=O)OC2=C1C=CC(=C2)OC3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-],Active,49,,,58.95,5.61561
785,24791835,6235585,COC1=C(C=CC(=C1)/C=C/C2=[N+](C3=CC=CC=C3S2)CCCS(=O)(=O)[O-])O,Active,49,,,58.93,2.97445
786,49715127,16008246,C1CC(N(C1)S(=O)(=O)C2=CC=CC3=NSN=C32)C(=O)NC4=C(C=C(C=C4)F)F,Active,49,,,58.79,8.77124
787,56318877,7653921,CCOC1=C(C=C(C=C1)/C=C/C(=O)OCC(=O)C2=CC=CC=C2OC)OC,Active,49,,,58.79,13.6297
788,26669246,6398902,CCN(CC)CC.CN1C(=O)/C(=C\2/C=CC3=CC=CC=C3N2CCCS(=O)(=O)O)/SC1=S,Active,49,,,58.79,9.25322
789,22413602,4660561,CCCCN1C=CC(=C2N=C3C=CC=C(C3=N2)[N+](=O)[O-])C=C1,Active,49,,,58.68,2.63128
790,24811360,46495021,C1=CC=NC(=C1)/C=N/NC(=O)C2=CC(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-],Active,49,,,58.66,7.73282
791,49828586,3553031,CCOC(=O)N1CCN(CC1)C2=C(C(=O)C3=CC=CC=C3C2=O)NS(=O)(=O)C4=CC=C(C=C4)NC(=O)C,Active,49,,,58.65,3.87946
792,49733409,1921965,C1=CC(=CC(=C1)O)NC(=O)CCCN2C(=O)/C(=C/C3=CC=CS3)/SC2=S,Active,49,,,58.65,7.51765
793,14735013,3794983,C1=CC=C(C=C1)C(=O)NNC(=O)C2=CC=C(O2)[N+](=O)[O-],Active,49,,,58.56,14.6724
794,4259189,952835,CCN(CC)C1=CC(=C(C=C1)NC(=O)C2=CC3=CC=CC=C3O2)C,Active,49,,,58.54,9.58678
795,24802452,1097624,CC(=O)N1CC2(CN(C1)CN(C2)C(=O)C)C(=O)C3=CC=C(C=C3)[N+](=O)[O-],Active,49,,,58.5,7.7327
796,49676248,2305273,CC1=CC(=C(C=C1)C)NP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,Active,49,,,58.46,7.85044
797,14718844,692025,C1CCN(C1)C2=NC(=O)/C(=C/C3=CC=CC=C3)/S2,Active,49,,,58.37,4.44532
