PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,ConfValue1,DMSOMean1,DMSOStddev1,EC80Mean1,EC80Stddev1,ECMAXMean1,ECMAXStddev1,Zprime_DMSO_EC80_1,Zprime_DMSO_ECMAX_1,ConfValue2,DMSOMean2,DMSOStddev2,EC80Mean2,EC80Stddev2,ECMAXMean2,ECMAXStddev2,Zprime_DMSO_EC80_2,Zprime_DMSO_ECMAX_2
RESULT_TYPE,,,,,,,,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,minimum fluorescence intensity value subtracted from the maximum fluorescence intensity value for sample 1 of test compound,Mean of the DMSO (vehicle) control for sample 1 calculated on a per plate basis,Standard deviation of the DMSO (vehicle) control for sample 1 calculated on a per plate basis,Mean of the EC80 acetylcholine control for sample 1 calculated on a per plate basis,Standard deviation of the EC80 acetylcholine control for sample 1 calculated on a per plate basis,Mean of the ECMax acetylcholine control for sample 1 calculated on a per plate basis,Standard deviation of the ECMax acetylcholine control for sample 1 calculated on a per plate basis,Zprime for sample 1 calculated as 1-[3* (EC80Stddev1 + DMSOStddev1) / (EC80Mean1 - DMSOMean1)],Zprime for sample 1 calculated as 1-[3* (ECMAXStddev1 + DMSOStddev1) / (ECMAXMean1 + DMSOMean1)],minimum fluorescence intensity value subtracted from the maximum fluorescence intensity value for sample 2 of test compound,Mean of the DMSO (vehicle) control for sample 2 calculated on a per plate basis,Standard deviation of the DMSO (vehicle) control for sample 2 calculated on a per plate basis,Mean of the EC80 acetylcholine control for sample 2 calculated on a per plate basis,Standard deviation of the EC80 acetylcholine control for sample 2 calculated on a per plate basis,Mean of the ECMax acetylcholine control for sample 2 calculated on a per plate basis,Standard deviation of the ECMax acetylcholine control for sample 2 calculated on a per plate basis,Zprime for sample 2 calculated as 1-[3* (EC80Stddev2 + DMSOStddev2) / (EC80Mean2 + DMSOMean2)],Zprime for sample 2 calculated as 1-[3* (ECMAXStddev2 + DMSOStddev2) / (ECMAXMean2 - DMSOMean2)]
RESULT_UNIT,,,,,,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
431,859782,661084,COC(=O)CCCC1=NC2=CC=CC=C2S1,Inactive,0,,,647.673,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,619.225,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
432,859785,661087,C1=CC=C(C=C1)CN2C3=C(C=C(C2=N)C(=O)NCC4=CC=CO4)C(=O)N5C=CC=CC5=N3,Active,100,,,522.122,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782,655.571,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822
433,859858,661166,CC1=C(SC(=N1)C)C(=O)C2=C(C(=O)N(C2C3=CC=C(C=C3)OC)CCN(C)C)O,Inactive,0,,,688.04,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,638.898,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
434,859869,661174,CCCCOCCCN1C(=C(C2=NC3=CC=CC=C3N=C21)C(=O)OCCOC)N,Active,100,,,25.306,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,16.47,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
435,860029,661336,C1CCN(C1)C2=NC=NC3=C2NC4=CC=CC=C43,Active,100,,,460.877,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,349.021,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
436,860031,661338,CC1(C(=O)N(C(=O)N1)CC(COC2=CC3=CC=CC=C3C=C2C(=O)N4CCCCC4)O)C,Inactive,0,,,650.408,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,626.184,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
437,860068,661372,CCOC(=O)C1=C(C2=C(O1)C=CC(=C2)Br)NC(=O)CN3CCN(CC3)C,Active,100,,,415.715,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,484.082,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
438,860117,6602789,CC1=CC=C(C=C1)OCC(=O)OC2CN3CCC2CC3.Cl,Active,100,,,390.898,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,378.061,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
439,860181,661488,CC1=CC(=NN1CC2CC(=O)N(C2=O)C3=CC(=C(C=C3)Cl)Cl)C,Inactive,0,,,819.306,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,614.47,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
440,860217,661522,CCOC(=O)C1=C(C2=C(N1)C=CC(=C2)OC)NC(=O)CCN3CCN(CC3)CC4=CC=CC=C4,Active,100,,,109.163,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,327.368,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
441,860247,661549,CCOC(=O)C1CCN(CC1)CCC(=O)NC2=C(NC3=C2C=C(C=C3)Br)C(=O)OCC,Active,100,,,272.694,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,542.735,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
442,860256,2939606,CN1CCC(CC1)OC(=O)C2C3=CC=CC=C3OC4=CC=CC=C24.Cl,Active,100,,,32.776,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,16.592,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
443,860338,1855169,COC(=O)/C=C/1\C(=O)N(/C(=C(/C#N)\C(=O)NCC2=CC=CO2)/S1)C3=CC=CC=C3,Inactive,0,,,689.837,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,648.143,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
444,860355,661652,CN(C)C1=CC=C(C=C1)C2C3C(C(=O)N(C3=O)C4=CC=C(C=C4)C(=O)O)ON2C5=CC=CC=C5,Active,100,,,14.979,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,15.531,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
445,860386,6602790,CN(C)CCCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13.Cl,Active,100,,,14.551,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,30.143,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
446,860406,661699,CN1CCN(CC1)CCC(=O)N2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,Active,100,,,215.878,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,320.898,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
447,860487,661775,CC1=CC2=C(C(C(=C(O2)N)C#N)C3=CC=NC=C3)C(=O)N1CCN(C)C,Inactive,0,,,712.796,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,636.224,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
448,860527,6602812,CN1CCN(CC1)CCC(C#N)(C2=CC=CC=C2)C3=CC=CC=C3.Cl,Active,100,,,20.163,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,12.266,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
449,860605,661884,CC(C)N(CCN1C=NC2=C(C1=O)NC3=CC(=C(C=C32)OC)OC)C(C)C,Inactive,0,,,576.122,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,507.387,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
450,860678,661955,CCN(CC)CCCN1C(=CC2=C(C1=O)C(C(=C(O2)N)C#N)C3=CC(=C(C=C3OC)OC)OC)C,Active,100,,,211.715,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,346.428,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
451,860706,661983,CC(C)COC(=O)C(C#N)C1=NC2=CC=CC=C2N=C1N3CCN(CC3)CC4=CC=CC=C4,Inactive,0,,,637.266,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,624.266,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
452,860775,662050,CCN(CC)CCCN1C(=CC2=C(C1=O)C(C(=C(O2)N)C#N)C3=CC(=CC=C3)Cl)C,Inactive,0,,,639.285,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,648,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
453,860784,662059,COC(=O)C1=C(C2=C(N1)C=CC(=C2)F)NC(=O)CCN3CCN(CC3)CC4=CC5=C(C=C4)OCO5,Active,100,,,91.102,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,159.551,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
454,860798,6602784,CCOC(=O)NC1=CC2=C(C=C1)SC3=CC=CC=C3N2C(=O)CCN(C)C.Cl,Active,100,,,20.123,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,23.694,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
455,860800,662077,C1CCN(CC1)C(=O)C2CCCN(C2)CC3=CC=CC=C3Br.C(=O)(C(=O)O)O,Active,100,,,371.714,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,423.143,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
456,860833,662112,CC1=CC=C(O1)C2C(=C(C(=O)N2CCN3CCOCC3)O)C(=O)C4=CC5=CC=CC=C5O4,Inactive,0,,,719.918,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,609.816,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
457,860846,662124,COC(=O)C1=C(C2=C(N1)C=CC(=C2)Cl)NC(=O)CCN3CCN(CC3)C4CCCCC4,Active,100,,,29.286,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,72.327,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
458,860882,662155,C1CN(CCN1C2C3=CC=CC=C3C(=O)O2)C(=O)C4=CC=CO4,Inactive,0,,,641.183,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,577.245,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
459,860910,662183,C1COCCN1CCNC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4O,Inactive,0,,,619.224,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,607.837,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
460,860927,662200,CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)SCCN3CCCCC3)CC4=CC=C(C=C4)Cl,Active,100,,,54.918,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,118.469,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
461,860943,6602707,CC1=CC=CC=C1OCC(=O)OC(C)CN2CCN(CC2)C.Cl,Inactive,0,,,736.939,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,544.837,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
462,860976,662251,CCOC1=CC=C(C=C1)C2=NN3C(=NN=C3SC2)C4=CC=CC=N4,Inactive,0,,,663.469,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,642.632,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
463,861011,662281,CC12CC3(CN(C1)C(N(C2)C3)C4=CC=C(C=C4)Br)C,Active,100,,,366.612,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,407.306,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
464,861051,662321,CC1=CC=CN2C1=NC3=C(C2=O)C=C(C(=N)N3CCCOC(C)C)C(=S)N,Inactive,0,,,550.041,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,569.878,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
465,861099,662369,CC1=CC=C(C=C1)C2=NN=C(C3=CC=CC=C32)N4CCN(CC4)C(=O)C5=CC=CO5,Active,100,,,303.775,16.282,5.14447,528.316,37.3611,799.866,42.1915,0.751,0.819,114.286,21.4802,7.51071,397.334,63.0561,611.237,32.0087,0.437,0.799
466,861102,662372,C1CCC(C1)(C2=CC=CC=C2)C(=O)OCCCN3CCCC3,Active,100,,,19.367,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,35.347,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
467,861182,662440,CC(C)C1=CC(=C(C=C1)O)N,Inactive,0,,,766.368,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,627.796,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
468,861183,662441,C(C(F)(F)F)NC(=O)NC1=NN=C(S1)C(F)(F)F,Inactive,0,,,547.408,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,556.184,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
469,861236,662491,CCOCCCNC(=O)NC12CC3CC(C1)CC(C3)C2,Inactive,0,,,561.408,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,621.428,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
470,861240,6603411,C1=CC(=CC(=C1)Cl)CSC2=NN=C(O2)CCCCCN.Cl,Active,100,,,356.449,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,473.102,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
471,861246,662506,CC1=NN2C(=NN=C2SC1)C3=CC=CC=C3,Inactive,0,,,760.205,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,589.061,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
472,861310,662562,CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)SCCN3CCCCC3)CC4=CC=CC=C4,Active,100,,,124.225,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,367.633,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
473,861373,4269697,CCN(CC)CCCN=CC1=C(N(C(=O)NC1=O)C2=CC=CC=C2F)O,Inactive,0,,,677.959,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,592.51,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
474,861392,662640,COC1=CC=C(C=C1)N2CCN(CC2)S(=O)(=O)C3=CC=C(S3)Br,Inactive,0,,,687.572,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,662.469,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
475,861415,662661,CN(C)C1=CC=C(C=C1)C2=NN3C(=NN=C3S2)C4=CC=CC=C4Cl,Inactive,0,,,483.613,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,571.367,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
476,861429,662673,CN1C(=NN=C1SCC2=CC=C(C=C2)Br)C3=CC=CS3,Inactive,0,,,580.061,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,471.347,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
477,861451,662695,C=CCN1C(=NN=C1SCC2=NC3=CC=CC=C3N2)C4=CC=NC=C4,Inactive,0,,,623.551,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,663.224,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
478,861452,9556932,C1COCCN1C(=O)CN2C=C(C3=CC=CC=C32)/C=N/O,Inactive,0,,,674.816,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,662.959,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
479,861535,5307708,COC1=CC=CC=C1OCC(CN2C3=CC=CC=C3N(C2=N)CCN4CCCCC4)O.Cl,Inactive,0,,,442.02,16.282,5.14447,528.316,37.3611,799.866,42.1915,0.751,0.819,347.449,21.4802,7.51071,397.334,63.0561,611.237,32.0087,0.437,0.799
480,861537,6603623,CCOC(=O)C1CCCN(C1)C2CC(=O)N(C2=O)C3=CC=CC(=C3)C(F)(F)F.Cl,Inactive,0,,,621.49,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,615.837,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
481,861553,662800,CC(C)C[C@@H](C1=NN=C(O1)SCC(=O)NC2=CC=C(C=C2)Br)NC(=O)OC(C)(C)C,Inactive,0,,,553.858,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,555.265,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
482,861688,6603472,C1=CC=C(C=C1)/C=C/CSC2=NN=C(O2)CCCCCN.Cl,Active,100,,,418.02,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,482.959,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
483,861720,662954,CCOC(=O)C1=CN=C(N=C1NCC2=CC=CC=C2)N3C(=CC(=N3)C)C,Active,100,,,332.142,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,478.612,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
484,861732,662966,CN1CCN(CC1)C2=CC=C(C=C2)NC(=O)COC3=C(C=C(C=C3)Cl)Cl,Active,100,,,215.836,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,461.245,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
485,861743,662975,CC1=C(C=CC=C1Cl)N2C(=O)C3C(N(OC3C2=O)C4=CC=CC=C4)C5=CN=CC=C5,Inactive,0,,,637.184,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,667.715,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
486,861821,5389637,CCCCC1=CC(=O)OC2=C1C=CC(=C2CN3CCCC3)O,Inactive,0,,,513.306,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,531.204,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
487,861890,663116,CC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)C(=O)N3CCC[C@H]3C(=O)NCC4=CC=CO4,Active,100,,,523.306,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,586.163,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
488,862005,1384125,CC(=NCCN1CCCCC1)C2=C(N(C(=O)NC2=O)CC3=CC=CC=C3)O,Inactive,0,,,566.204,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,558.572,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
489,862025,663255,C1=CC=C2C(=C1)NC(=N2)CSC3=NN=C(N3CC4=CC=CO4)C5=CC=CS5,Inactive,0,,,662.816,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,655.898,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
490,862057,663284,COC1=CC=CC(=C1)CNC2=NC3=CC=CC=C3N2CCN4CCCCC4,Inactive,0,,,594.653,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,621.021,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
491,862098,663320,C1CN(CCN1C(C2=CC=CC=C2)C3=CC=CC=C3)C(=O)C4=COC(=O)C=C4,Active,100,,,285.081,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,353.613,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
492,862114,4264817,CCCCN1C(=C(C(=O)NC1=O)C(=NC2=C(N(N(C2=O)C3=CC=CC=C3)C)C)C)O,Active,100,,,346.572,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,305.939,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
493,862119,663340,COC1=CC=C(C=C1)CCN2C3=C(C=C(C2=N)C(=O)NCC4=CC=CO4)C(=O)N5C=CC=CC5=N3,Inactive,0,,,511.796,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,567.592,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
494,862140,207081,C1CN2CCC1C(C2)OC(=O)C3C4=CC=CC=C4OC5=CC=CC=C35.Cl,Active,100,,,11.572,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,23.531,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
495,862200,663423,CC1CCCCC1N2CNC(=NC2)NC3=NC4=CC=CC=C4C(=N3)C,Active,100,,,168.142,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,348.714,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
496,862204,5389705,CC1=C(C(=O)C2=C(O1)C(=C(C=C2)O)CN(C)C)OC3=CC=C(C=C3)OC,Active,100,,,363.408,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,378.183,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
497,862218,663441,CC1=CC2=C(C=C1)NC(=C2NC(=O)CCN3CCN(CC3)CC4=CC5=C(C=C4)OCO5)C(=O)OC,Active,100,,,32.572,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,43.776,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
498,862243,663466,CN1CCN(CC1)CC#CCN2C3=CC=CC=C3C4=CC=CC=C42,Active,100,,,132.674,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,325.694,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
499,862263,663486,CCOCCCN1C2=C(C=C(C1=N)C(=O)NCC3=CC4=C(C=C3)OCO4)C(=O)N5C=CC=CC5=N2,Inactive,0,,,445.49,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,430.817,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
500,862270,663493,CCCN1C2=C(C=C(C1=N)C(=O)NCC3=CC4=C(C=C3)OCO4)C(=O)N5C=CC=C(C5=N2)C,Active,100,,,31.307,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,77.163,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
501,862347,663575,CCC1(CC2=CC=CC=C2C3=C1C(=O)N4CCCCCC4=N3)C,Active,100,,,367.245,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,473.041,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
502,862362,663590,CCN(CC)CCCN1C(C2=C(C1=O)OC3=CC=CC=C3C2=O)C4=C(C=CC(=C4)OC)OC,Inactive,0,,,661.469,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,626,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
503,862417,663642,CN1CCC2=C(C1)SC3=NC(=NC(=C23)NCC4=CC=CO4)SC,Inactive,0,,,757.061,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,665.266,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
504,862437,6603203,C1=CC=C2C(=C1)C(C3=CC=CC=C3O2)C(=O)NCCCN4C=CN=C4.Cl,Active,100,,,323.816,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,294.266,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
505,862438,6603390,C1CN2CCC1C(C2)NC(=O)COC3=CC=C(C=C3)Cl.Cl,Active,100,,,350.612,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,444.674,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
506,862452,5389734,C[C@@H](C(=O)OC)NC(=O)NC1=C(C=CC(=C1)OC)OC,Inactive,0,,,597.102,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,630.428,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
507,862546,5389747,C[C@@H](C(=O)OC)NC(=O)NCC1=CC=CO1,Inactive,0,,,708.673,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,652.04,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
508,862563,663792,CCOCCCN1C2=C(C=C(C1=N)C(=O)NCC3=CC4=C(C=C3)OCO4)C(=O)N5C=CC=C(C5=N2)C,Active,100,,,41.918,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,139.143,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
509,862566,663795,CCC(CNC1=C2C3=C(CN(CC3)C)SC2=NC(=N1)SC)O,Active,100,,,185.225,16.282,5.14447,528.316,37.3611,799.866,42.1915,0.751,0.819,123.143,21.4802,7.51071,397.334,63.0561,611.237,32.0087,0.437,0.799
510,862581,6602808,CCC1=NC2=C(C(=N1)NC3=CC=NC=C3)OC4=CC=CC=C42.Cl,Active,100,,,412.409,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,469.286,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
511,862642,663875,C1COCCN1CCN(CC2=CC(=CC=C2)Cl)C(=O)NC3=CC(=CC=C3)Cl,Active,100,,,37.225,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,472.184,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
512,862768,6869728,C1=CC=C2C(=C1)N=C3C(=C(N(C3=N2)/N=C/C4=CC(=CC=C4)O)N)S(=O)(=O)C5=CC=CS5,Inactive,0,,,694.51,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,666.551,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
513,862887,664126,CN1CCC2=C(C1)SC3=NC(=NC(=C23)N)SCCN(C)C,Active,100,,,526.817,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782,562.612,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822
514,862972,664210,CC1=CC=CN2C1=NC3=C(C2=O)C=C(C(=N)N3CCC4=CC=C(C=C4)OC)C(=O)NCC5=CC=CO5,Inactive,0,,,478.53,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,498.592,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
515,863002,664239,CC1=CC=CN2C1=NC3=C(C2=O)C=C(C(=N)N3CCOC)C(=O)NCCC4=CC=C(C=C4)OC,Active,100,,,261.326,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,361.571,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
516,863039,664280,CCCSC1=NC(=C2C3=C(CN(CC3)C)SC2=N1)N,Active,100,,,522.04,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,448.266,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
