activity_743266
,counts,basic,high,low
0.05,16705,0.0010171746652384377,0.001052996959618467,0.0009266364921484264
0.1,33411,0.0010171746652384377,0.000933182828792557,0.0010193571422959678
0.15,50117,0.0010171746652384377,0.0010503016411357985,0.0009146404942187255
0.2,66823,0.0010171746652384377,0.001118479852890129,0.0008658003597422165
0.25,83529,0.0010171746652384377,0.0010675902923415175,0.0009784132516006178
0.3,100235,0.0010171746652384377,0.0010710757766044094,0.0008922017757779729
0.35,116941,0.0010171746652384377,0.0013779672881414208,0.0010117164151729606
0.4,133647,0.0010171746652384377,0.0011788778688211206,0.0008769794553259335
0.45,150353,0.0010171746652384377,0.0013499399289324688,0.0009642950655211653
0.5,167059,0.0010171746652384377,0.0011168757419681799,0.0009670501569496806
0.55,183765,0.0010171746652384377,0.0009512534442066357,0.0009462160775047397
0.6,200471,0.0010171746652384377,0.001200165550120606,0.0009249667101124934
0.65,217177,0.0010171746652384377,0.0011864972493825072,0.000947770665656261
0.7,233883,0.0010171746652384377,0.0010097484190487072,0.0009663803613161741
0.75,250589,0.0010171746652384377,0.0010243029735254535,0.0009596668537842645
0.8,267295,0.0010171746652384377,0.001121045695507702,0.0010157990600420175
0.85,284001,0.0010171746652384377,0.001135526410962522,0.0010178082472499727
0.9,300707,0.0010171746652384377,0.0011303477812767168,0.0010552390862337896
0.95,317413,0.0010171746652384377,0.0010878323971112807,0.0010870101144532743

activity_504847
,counts,basic,high,low
0.05,16028,0.17356478678234522,0.15928074391046226,0.10857894237023746
0.1,32056,0.17356478678234522,0.15632915364360053,0.09582572033394818
0.15,48085,0.17356478678234522,0.15622310029449968,0.08493180513438844
0.2,64113,0.17356478678234522,0.16112018534608183,0.08085230958834375
0.25,80142,0.17356478678234522,0.17990086783673595,0.07604272288300833
0.3,96170,0.17356478678234522,0.16380034859938977,0.06986705505022912
0.35,112199,0.17356478678234522,0.16636721347730055,0.06754580576875949
0.4,128227,0.17356478678234522,0.1658226440175637,0.06791892345676145
0.45,144256,0.17356478678234522,0.15757523525622102,0.06034718920749666
0.5,160284,0.17356478678234522,0.17613142165308598,0.05704222976401814
0.55,176312,0.17356478678234522,0.15321805886127754,0.05185512119358561
0.6,192341,0.17356478678234522,0.1320165776477018,0.048468216679653606
0.65,208369,0.17356478678234522,0.0770774344750805,0.04397435021479039
0.7,224398,0.17356478678234522,0.0697932153995727,0.047210668311696166
0.75,240426,0.17356478678234522,0.02879284617057382,0.04597991027667237
0.8,256455,0.17356478678234522,0.01790374173322441,0.042608053681512804
0.85,272483,0.17356478678234522,0.00986946979358756,0.03700662787948146
0.9,288512,0.17356478678234522,0.0082569976322699,0.03488010505480563
0.95,304540,0.17356478678234522,0.007177045156716819,0.02749674611482444

activity_1487
,counts,basic,high,low
0.05,6089,0.0005963065918941417,0.0002754062241806665,0.00026809651474530834
0.1,12178,0.0005963065918941417,0.00029140429992502654,0.0003043834389650891
0.15,18267,0.0005963065918941417,0.0006376233038656726,0.00022535777173840355
0.2,24356,0.0005963065918941417,0.0003523585909939075,0.00023880597014925374
0.25,30445,0.0005963065918941417,0.0005864078211139537,0.00022351363433169424
0.3,36534,0.0005963065918941417,0.0002848567603938571,0.00023239600278875203
0.35,42624,0.0005963065918941417,0.0002352511948234437,0.0002716133441673764
0.4,48713,0.0005963065918941417,0.0002005252671172466,0.0001592549861478499
0.45,54802,0.0005963065918941417,0.0009628206660791514,0.00015879509555108233
0.5,60891,0.0005963065918941417,0.0007354608581602446,0.0004266809536179699
0.55,66980,0.0005963065918941417,0.0005697454420364637,0.0004796752988165398
0.6,73069,0.0005963065918941417,0.00035320380828117676,0.00047802720093594617
0.65,79158,0.0005963065918941417,0.00023495134557859103,0.0004862956297140973
0.7,85248,0.0005963065918941417,0.0004253563907401711,0.0009653487617013452
0.75,91337,0.0005963065918941417,0.0003706315566648452,0.0009908064302771647
0.8,97426,0.0005963065918941417,0.00015684071192204852,0.0002362298790437946
0.85,103515,0.0005963065918941417,0.0005053340819764177,0.0002347068834951443
0.9,109604,0.0005963065918941417,0.0012117686006146743,0.00026162542941808933
0.95,115693,0.0005963065918941417,0.0012691247107880356,0.00020119665173165072

activity_504891
,counts,basic,high,low
0.05,15259,0.012114142139267767,0.014536718301778542,0.0016007958420498176
0.1,30519,0.012114142139267767,0.01373543983397512,0.0002498848456932289
0.15,45778,0.012114142139267767,0.019327229151672096,0.00044665789463717504
0.2,61038,0.012114142139267767,0.02185527445336565,0.00040026643254049694
0.25,76297,0.012114142139267767,0.027899922641586253,0.0018062531318098656
0.3,91557,0.012114142139267767,0.026364655775482488,0.0002242349138985458
0.35,106816,0.012114142139267767,0.01224500970377626,0.0001657460109876923
0.4,122076,0.012114142139267767,0.022923852243687117,0.00022764762700397281
0.45,137335,0.012114142139267767,0.021792726747356304,0.0006196959135174815
0.5,152595,0.012114142139267767,0.021880035042363275,0.0010869073470865002
0.55,167855,0.012114142139267767,0.023906310491676346,0.00014354748253761238
0.6,183114,0.012114142139267767,0.03580539358600583,0.00029798557366800775
0.65,198374,0.012114142139267767,0.02089915311876083,0.0005764321624356217
0.7,213633,0.012114142139267767,0.035767610515650826,0.01729012888378606
0.75,228893,0.012114142139267767,0.0556104131999683,0.0005487676840791645
0.8,244152,0.012114142139267767,0.08338124211501301,0.0017787896139492315
0.85,259412,0.012114142139267767,0.12506336332530732,0.0003766374740480782
0.9,274671,0.012114142139267767,0.05004542976558241,0.00016259718465884562
