activity_743266
,counts,basic,high,low
0.05,16705,0.0010171746652384377,0.0010952784357358115,0.0009957603386343602
0.1,33411,0.0010171746652384377,0.0009508191984589424,0.0009232916206677072
0.15,50117,0.0010171746652384377,0.0010096848036894824,0.0009303496920706994
0.2,66823,0.0010171746652384377,0.0010133704921228347,0.0009501635268053404
0.25,83529,0.0010171746652384377,0.001011243202046411,0.0009457253458616222
0.3,100235,0.0010171746652384377,0.0010259785882020716,0.0010289460064633418
0.35,116941,0.0010171746652384377,0.0011498135382421752,0.0010079028418272587
0.4,133647,0.0010171746652384377,0.0011314817503170116,0.0009453461201046727
0.45,150353,0.0010171746652384377,0.0010455620067930079,0.0009469085908183633
0.5,167059,0.0010171746652384377,0.0011432291365204357,0.0009332510141111423
0.55,183765,0.0010171746652384377,0.002077427605321744,0.0008870211294129471
0.6,200471,0.0010171746652384377,0.001111523221138444,0.0009170708108972478
0.65,217177,0.0010171746652384377,0.0009299675608212322,0.0009297581121629189
0.7,233883,0.0010171746652384377,0.0010571955365592546,0.0009375850179766555
0.75,250589,0.0010171746652384377,0.0015804064209686604,0.0009578704358018349
0.8,267295,0.0010171746652384377,0.001105231135729287,0.0009619138282944194
0.85,284001,0.0010171746652384377,0.0010997350466332746,0.0009644191357730528
0.9,300707,0.0010171746652384377,0.0014799178984310666,0.0010472156205297636
0.95,317413,0.0010171746652384377,0.0010364065997795658,0.0010422271664560158

activity_504847
,counts,basic,high,low
0.05,16028,0.17356478678234522,0.1659547484142826,0.11554994652367626
0.1,32056,0.17356478678234522,0.16526137902880828,0.0928765055296999
0.15,48085,0.17356478678234522,0.1643704740434738,0.09059230454072838
0.2,64113,0.17356478678234522,0.16015050339520231,0.08648450701643678
0.25,80142,0.17356478678234522,0.18122411419150752,0.078640488374049
0.3,96170,0.17356478678234522,0.16510693753125377,0.07840244623160372
0.35,112199,0.17356478678234522,0.17382774420193123,0.07517434877598891
0.4,128227,0.17356478678234522,0.155023398992806,0.06604603882002184
0.45,144256,0.17356478678234522,0.165454430134295,0.06373053874380671
0.5,160284,0.17356478678234522,0.16067404679343675,0.06343285973040216
0.55,176312,0.17356478678234522,0.15511542934025482,0.05860670056512114
0.6,192341,0.17356478678234522,0.12327234503881657,0.050054161338133715
0.65,208369,0.17356478678234522,0.10851482523493317,0.0461493026304647
0.7,224398,0.17356478678234522,0.06979843194127416,0.04611083061483687
0.75,240426,0.17356478678234522,0.036018936707854055,0.04482043882598759
0.8,256455,0.17356478678234522,0.01526143950697939,0.04043519695315039
0.85,272483,0.17356478678234522,0.010350125827184515,0.0392387251372758
0.9,288512,0.17356478678234522,0.008411475917587858,0.04505936580213453
0.95,304540,0.17356478678234522,0.007402553306155447,0.027463377795705984

activity_1487
,counts,basic,high,low
0.05,6089,0.0005963065918941417,0.0006986029173876892,0.00020428510843611823
0.1,12178,0.0005963065918941417,0.0007086015625989427,0.00025647601949217746
0.15,18267,0.0005963065918941417,0.0005963105963105963,0.00019319886407479672
0.2,24356,0.0005963065918941417,0.00034611061432429787,0.00026191723415400735
0.25,30445,0.0005963065918941417,0.0004156511738824639,0.00021131959614697636
0.3,36534,0.0005963065918941417,0.0001816692012318422,0.00017451042356674836
0.35,42624,0.0005963065918941417,0.00029301989538046047,0.0005426317667537223
0.4,48713,0.0005963065918941417,0.000687354224715115,0.00014687793601345003
0.45,54802,0.0005963065918941417,0.000490328297845378,0.0005698490882414588
0.5,60891,0.0005963065918941417,0.00017626063643745734,0.00022799118113267703
0.55,66980,0.0005963065918941417,0.00045457358405737955,0.0004995595451603777
0.6,73069,0.0005963065918941417,0.00033952480245829676,0.0005576393726413676
0.65,79158,0.0005963065918941417,0.00023983347866495658,0.000372999505624016
0.7,85248,0.0005963065918941417,0.00016125141938563235,0.0002002907960851886
0.75,91337,0.0005963065918941417,0.00028832906984510104,0.00022292874482159226
0.8,97426,0.0005963065918941417,0.0007210719102122677,0.00019003245656468864
0.85,103515,0.0005963065918941417,0.00037881750151688807,0.0003363701477351077
0.9,109604,0.0005963065918941417,0.0016227130941554948,0.00028803392941651113
0.95,115693,0.0005963065918941417,0.0008135862667253558,0.00020261684040811102

activity_504891
,counts,basic,high,low
0.05,15259,0.012114142139267767,0.013013786883133616,0.00020995390446976617
0.1,30519,0.012114142139267767,0.017363078227224465,0.00021487726167293797
0.15,45778,0.012114142139267767,0.011926503572742992,0.0002926278349211075
0.2,61038,0.012114142139267767,0.00854441842791224,0.00010560219652568773
0.25,76297,0.012114142139267767,0.029566324211291937,0.0003118714208462585
0.3,91557,0.012114142139267767,0.020048763836738676,0.0004473141656394609
0.35,106816,0.012114142139267767,0.01167674225534945,0.00015209656038512524
0.4,122076,0.012114142139267767,0.031300403225806454,0.00027275405375225536
0.45,137335,0.012114142139267767,0.018566413532647548,0.00014507637806180902
0.5,152595,0.012114142139267767,0.01577720700152207,0.00027370539630013383
0.55,167855,0.012114142139267767,0.1250779180302322,0.000244696522060133
0.6,183114,0.012114142139267767,0.045524893678252805,0.0004735364782608348
0.65,198374,0.012114142139267767,0.055662415995820565,0.16680735321703244
0.7,213633,0.012114142139267767,0.06255879931792792,0.5000520480924374
0.75,228893,0.012114142139267767,0.041721781305114634,0.10005125576627372
0.8,244152,0.012114142139267767,0.03576165438464714,0.0070938984108649215
0.85,259412,0.012114142139267767,0.041714561680795695,0.2500558253782169
0.9,274671,0.012114142139267767,0.029458691031551052,0.0004569833783918533
0.95,289931,0.012114142139267767,0.04549881282949012,0.00024366491577958995

activity_1012
,counts,basic,high,low
0.05,7700,0.28459114312056494,0.27039108272514556,0.16308462520610012
0.1,15400,0.28459114312056494,0.30164225852548376,0.11428536863843217
0.15,23100,0.28459114312056494,0.3127977676509569,0.09772705336640304
0.2,30800,0.28459114312056494,0.2737339808871584,0.09965689877112753
0.25,38500,0.28459114312056494,0.27143890904189527,0.07750454930994305
0.3,46200,0.28459114312056494,0.26679628053411114,0.09273283655524132
0.35,53901,0.28459114312056494,0.2690149778550374,0.08264537655368359
0.4,61601,0.28459114312056494,0.2773530431865416,0.06427842259936412
0.45,69301,0.28459114312056494,0.2485636868934715,0.05812809294935389
0.5,77001,0.28459114312056494,0.27108236638506134,0.0643348832432779
0.55,84701,0.28459114312056494,0.25464820337150446,0.04621636601602891
0.6,92401,0.28459114312056494,0.2970539040886987,0.043574283234878955
0.65,100101,0.28459114312056494,0.27093370104205794,0.051007118811515664
0.7,107802,0.28459114312056494,0.25524242133190683,0.027350609994456612
0.75,115502,0.28459114312056494,0.28503785624696804,0.030421470909697945
0.8,123202,0.28459114312056494,0.31480493258177755,0.046269207762220814
0.85,130902,0.28459114312056494,0.2780039217736162,0.03155143438759754
0.9,138602,0.28459114312056494,0.23508228723117913,0.027303959186408808
0.95,146302,0.28459114312056494,0.2435318983543292,0.01575771954924401

activity_651687
,counts,basic,high,low
0.05,14487,0.034459822784362215,0.029359883541690945,0.021274106003191202
0.1,28975,0.034459822784362215,0.03489684245743622,0.015989677704590883
0.15,43462,0.034459822784362215,0.03144615076585559,0.02121664401734611
0.2,57950,0.034459822784362215,0.04547164887558272,0.013159700447593632
0.25,72438,0.034459822784362215,0.03519539688284472,0.011821469266926326
0.3,86925,0.034459822784362215,0.04679688396239788,0.00975734325950946
0.35,101413,0.034459822784362215,0.04589158579395355,0.015182655428494046
0.4,115901,0.034459822784362215,0.036275927514285364,0.007432441422425719
0.45,130388,0.034459822784362215,0.013426403095716959,0.007488391902831287
0.5,144876,0.034459822784362215,0.01971095420269639,0.007306096085387183
0.55,159364,0.034459822784362215,0.012679313373967455,0.006547614197713992
0.6,173851,0.034459822784362215,0.030890004667840715,0.006417847960365111
0.65,188339,0.034459822784362215,0.010371793678355064,0.005744514416389641
0.7,202827,0.034459822784362215,0.013283850027603203,0.005454446693068598
0.75,217314,0.034459822784362215,0.0072992152244818215,0.005436661337389569
0.8,231802,0.034459822784362215,0.006464881209892243,0.005681402896978288
0.85,246290,0.034459822784362215,0.019576323782721984,0.006898174800963272
0.9,260777,0.034459822784362215,0.014722909239180439,0.004139826530788566
0.95,275265,0.034459822784362215,0.020650525631261556,0.003047880164582761

activity_651723
,counts,basic,high,low
0.05,14516,0.027668694755726125,0.027837772458177833,0.018120561950826494
0.1,29032,0.027668694755726125,0.027611761346807852,0.018118088406254763
0.15,43548,0.027668694755726125,0.032655153853918324,0.012096741479790809
0.2,58064,0.027668694755726125,0.03904604474892438,0.011502589018345421
0.25,72580,0.027668694755726125,0.02909839373937921,0.009823208618323054
0.3,87096,0.027668694755726125,0.045204309107850935,0.02396549697879058
0.35,101613,0.027668694755726125,0.040583912942079935,0.00868058545062864
0.4,116129,0.027668694755726125,0.06689097431000643,0.006978711860449231
0.45,130645,0.027668694755726125,0.05539627534464596,0.0057538621755506445
0.5,145161,0.027668694755726125,0.07028439543037952,0.00592508343496669
0.55,159677,0.027668694755726125,0.05790890968900091,0.005653986408480921
0.6,174193,0.027668694755726125,0.0458126734869686,0.0053547740755675996
0.65,188709,0.027668694755726125,0.05798267198622641,0.005086724092442775
0.7,203226,0.027668694755726125,0.053289557453131776,0.004896438881317523
0.75,217742,0.027668694755726125,0.045225715169320474,0.004614654827074436
0.8,232258,0.027668694755726125,0.03283317749509025,0.004207221438864529
0.85,246774,0.027668694755726125,0.022384191579590228,0.004199346025307275
0.9,261290,0.027668694755726125,0.0298756804953654,0.003767450189397951
0.95,275806,0.027668694755726125,0.019193893692543616,0.0029305720115550176

activity_1135
,counts,basic,high,low
0.05,7699,0.1671379156341897,0.16731556121542554,0.33674482474725687
0.1,15399,0.1671379156341897,0.16727016194704677,0.11714355611473305
0.15,23099,0.1671379156341897,0.16728600833068538,0.35303099145172706
0.2,30799,0.1671379156341897,0.1670296910130404,0.0036412892503988998
0.25,38499,0.1671379156341897,0.16709102192454856,0.004583535753882625
0.3,46198,0.1671379156341897,0.3340497300599168,0.004237526047982831
0.35,53898,0.1671379156341897,0.33368826108452704,0.008149844133068228
0.4,61598,0.1671379156341897,0.16713547525958447,0.005539210940575569
0.45,69298,0.1671379156341897,0.33386992448538805,0.002272952064756726
0.5,76998,0.1671379156341897,0.33371015911018476,0.003101921540616087
