,MVSA_GPR_greedy,Greedy Acquisition,Random Sampling
0,12252.575075387955,7.500473260879517,4.870704412460327
0,,,
0,12261.092251062393,7.511218309402466,4.856104135513306
0,,,
0,12212.524117231369,7.3595075607299805,4.857565402984619
0,,,
0,12236.326009988785,7.396116733551025,4.855835437774658
0,,,
0,12224.977659225464,7.328286409378052,4.83066463470459
0,,,
0,12232.164569616318,7.3527421951293945,4.879299879074097
0,,,
0,12225.870365142822,7.358765602111816,4.848721504211426
0,,,
0,12205.530844449997,7.322448253631592,4.871212720870972
0,,,
0,12233.452324151993,7.347127914428711,4.870880603790283
0,,,
0,12224.799289941788,7.3929057121276855,4.860215902328491
0,,,
